,mirna,lncrna,Label,pair_index,mirna_id,lncrna_id
12961,ath-miR5595a,lcl_Athaliana_AT5G42530.1,0,12961,552,-6800
12962,mtr-miR156a,lcl_Mtruncatula_Medtr3g034220.1,1,12962,1027,-7114
12963,mtr-miR2674,lcl_Mtruncatula_Medtr0101s0020.2,0,12963,856,-39
12964,gma-miR9730,lcl_Gmax_Glyma.05G030200.1,1,12964,101,-7115
12965,gma-miR167e,lcl_Gmax_Glyma.U022300.1,0,12965,1020,-402
12966,ath-miR8181,CNT2088712,1,12966,46,-7116
12967,ath-miR169a-3p,NONATHT002226,0,12967,679,-1927
12968,mtr-miR2119,lcl_Mtruncatula_Medtr3g093320.1,1,12968,988,-7117
12969,mtr-miR5208a,lcl_Mtruncatula_Medtr2g105240.5,0,12969,468,-406
12970,gma-miR5042-5p,lcl_Gmax_Glyma.03G113900.1,1,12970,1214,-6406
12971,gma-miR10419,lcl_Gmax_Glyma.10G052100.1,0,12971,1013,-730
12972,ath-miR5644,lcl_Athaliana_AT2G33520.1,1,12972,521,-7118
12973,ath-miR5017-3p,CNT2088724,0,12973,377,-7119
12974,mtr-miR169j,lcl_Mtruncatula_Medtr8g088440.1,1,12974,48,-1641
12975,mtr-miR395b,lcl_Mtruncatula_Medtr8g087480.1,0,12975,520,-45
12976,gma-miR394b-5p,lcl_Gmax_Glyma.16G059600.1,1,12976,236,-2740
12977,gma-miR166a-5p,lcl_Gmax_Glyma.10G256500.1,0,12977,794,-839
12978,ath-miR8181,CNT2087489,1,12978,46,-6045
12979,ath-miR862-5p,lcl_Athaliana_AT1G72645.1,0,12979,1109,-4991
12980,mtr-miR2621,lcl_Mtruncatula_Medtr8g046080.1,1,12980,400,-7120
12981,mtr-miR2653a,lcl_Mtruncatula_Medtr0101s0020.2,0,12981,766,-39
12982,gma-miR4995,lcl_Gmax_Glyma.14G035000.1,1,12982,175,-1051
12983,gma-miR1508a,lcl_Gmax_Glyma.11G136800.1,0,12983,992,-1028
12984,ath-miR399b,CNT2085956,1,12984,246,-1120
12985,ath-miR3932b-5p,CNT2087831,0,12985,376,-7121
12986,mtr-miR166e-5p,lcl_Mtruncatula_Medtr1g090813.1,1,12986,1035,-7122
12987,mtr-miR2592bp-3p,lcl_Mtruncatula_Medtr4g059760.1,0,12987,508,-113
12988,gma-miR5774a,lcl_Gmax_Glyma.08G211500.2,1,12988,300,-7123
12989,gma-miR5368,lcl_Gmax_Glyma.14G074200.1,0,12989,23,-667
12990,ath-miR859,lcl_Athaliana_AT4G33610.1,1,12990,472,-7124
12991,ath-miR426,CNT2085659,0,12991,977,-6194
12992,mtr-miR5284a,lcl_Mtruncatula_Medtr7g021060.1,1,12992,907,-7125
12993,mtr-miR2086-5p,lcl_Mtruncatula_Medtr5g084410.2,0,12993,54,-86
12994,gma-miR164a,lcl_Gmax_Glyma.15G146300.1,1,12994,143,-6227
12995,gma-miR393h,lcl_Gmax_Glyma.13G195500.1,0,12995,1283,-635
12996,ath-miR399c-5p,lcl_Athaliana_AT5G26673.1,1,12996,35,-7126
12997,ath-miR868-3p,NONATHT001962,0,12997,628,-6882
12998,mtr-miR160f,lcl_Mtruncatula_Medtr3g039820.1,1,12998,701,-7127
12999,mtr-miR5292a,lcl_Mtruncatula_Medtr5g081650.3,0,12999,114,-56
13000,gma-miR482e,lcl_Gmax_Glyma.06G009600.1,1,13000,313,-7128
13001,gma-miR5670a,lcl_Gmax_Glyma.17G191700.1,0,13001,1255,-196
13002,ath-miR8168,lcl_Athaliana_AT2G06045.1,1,13002,221,-3163
13003,ath-miR845a,lcl_Athaliana_AT2G41905.1,0,13003,471,-7129
13004,mtr-miR5558-5p,lcl_Mtruncatula_Medtr1g057320.1,1,13004,1252,-7130
13005,mtr-miR7698-3p,lcl_Mtruncatula_Medtr8g087480.1,0,13005,975,-45
13006,gma-miR169s-5p,lcl_Gmax_Glyma.15G199100.1,1,13006,1292,-5502
13007,gma-miR396i-3p,lcl_Gmax_Glyma.11G136800.1,0,13007,1091,-1028
13008,ath-miR319a,CNT2087848,1,13008,139,-7131
13009,ath-miR5019,CNT2086420,0,13009,118,-4208
13010,mtr-miR5224b,lcl_Mtruncatula_Medtr8g059200.1,1,13010,1022,-7132
13011,mtr-miR7701-5p,lcl_Mtruncatula_Medtr3g053460.2,0,13011,1290,-107
13012,gma-miR168a,lcl_Gmax_Glyma.20G068600.1,1,13012,482,-7133
13013,gma-miR1513c,lcl_Gmax_Glyma.02G160000.1,0,13013,192,-6
13014,ath-miR167d,CNT2088083,1,13014,238,-7134
13015,ath-miR165a-3p,CNT2085004,0,13015,533,-7135
13016,mtr-miR2600e,lcl_Mtruncatula_Medtr8g043700.1,1,13016,1268,-7136
13017,mtr-miR5271a,lcl_Mtruncatula_Medtr3g053460.2,0,13017,845,-107
13018,gma-miR159a-3p,lcl_Gmax_Glyma.06G019600.1,1,13018,816,-3951
13019,gma-miR10417,lcl_Gmax_Glyma.20G157000.2,0,13019,585,-1918
13020,ath-miR408-5p,NONATHT001357,1,13020,808,-7137
13021,ath-miR164c-3p,CNT2087411,0,13021,1083,-96
13022,mtr-miR2653a,lcl_Mtruncatula_Medtr6g024145.1,1,13022,766,-7138
13023,mtr-miR5757,lcl_Mtruncatula_Medtr8g043400.3,0,13023,1074,-62
13024,gma-miR166m,lcl_Gmax_Glyma.20G005500.1,1,13024,1067,-7139
13025,gma-miR390e,lcl_Gmax_Glyma.13G020800.1,0,13025,945,-743
13026,ath-miR3440b-3p,CNT2089056,1,13026,272,-7140
13027,ath-miR860,lcl_Athaliana_AT4G07595.1,0,13027,217,-1172
13028,mtr-miR169d-5p,lcl_Mtruncatula_Medtr2g064760.1,1,13028,493,-1848
13029,mtr-miR7698-5p,lcl_Mtruncatula_Medtr4g115740.6,0,13029,213,-435
13030,gma-miR5782,lcl_Gmax_Glyma.09G083600.1,1,13030,1222,-7141
13031,gma-miR394a-3p,lcl_Gmax_Glyma.19G197400.1,0,13031,393,-652
13032,ath-miR5028,lcl_Athaliana_AT2G38350.1,1,13032,946,-7142
13033,ath-miR863-5p,CNT2085076,0,13033,991,-3195
13034,mtr-miR160c,lcl_Mtruncatula_Medtr3g109720.1,1,13034,448,-7143
13035,mtr-miR399c,lcl_Mtruncatula_Medtr4g049300.2,0,13035,841,-129
13036,gma-miR1520p,lcl_Gmax_Glyma.16G181800.1,1,13036,639,-3319
13037,gma-miR10423,lcl_Gmax_Glyma.20G134300.1,0,13037,1102,-648
13038,ath-miR847,lcl_Athaliana_AT2G24103.1,1,13038,1166,-7144
13039,ath-miR399b,NONATHT003640,0,13039,246,-7145
13040,mtr-miR5235a,lcl_Mtruncatula_Medtr8g089625.1,1,13040,1051,-7146
13041,mtr-miR5252,lcl_Mtruncatula_Medtr4g115740.6,0,13041,682,-435
13042,gma-miR169v,lcl_Gmax_Glyma.15G199100.1,1,13042,1054,-5502
13043,gma-miR10446,lcl_Gmax_Glyma.02G111100.1,0,13043,565,-437
13044,ath-miR3440b-5p,NONATHT002620,1,13044,560,-7147
13045,ath-miR857,CNT2085500,0,13045,178,-7148
13046,mtr-miR2623,lcl_Mtruncatula_Medtr2g033420.1,1,13046,772,-7149
13047,mtr-miR5554a-5p,lcl_Mtruncatula_Medtr7g108080.1,0,13047,1114,-496
13048,gma-miR156q,lcl_Gmax_Glyma.13G268900.1,1,13048,605,-5493
13049,gma-miR5042-3p,lcl_Gmax_Glyma.07G051900.1,0,13049,1108,-937
13050,ath-miR5630a,NONATHT000345,1,13050,849,-7150
13051,ath-miR827,NONATHT003297,0,13051,519,-1979
13052,mtr-miR159b,lcl_Mtruncatula_Medtr3g010980.1,1,13052,200,-7151
13053,mtr-miR171b,lcl_Mtruncatula_Medtr4g106400.1,0,13053,727,-180
13054,gma-miR4993,lcl_Gmax_Glyma.20G130500.6,1,13054,437,-7152
13055,gma-miR1514b-5p,lcl_Gmax_Glyma.05G064400.3,0,13055,1258,-273
13056,ath-miR160a-3p,NONATHT002384,1,13056,427,-7153
13057,ath-miR864-3p,CNT2085152,0,13057,204,-1624
13058,mtr-miR2673a,lcl_Mtruncatula_Medtr1g059990.1,1,13058,31,-7154
13059,mtr-miR2618a,lcl_Mtruncatula_Medtr2g031430.1,0,13059,593,-581
13060,gma-miR482b-5p,lcl_Gmax_Glyma.13G263500.1,1,13060,115,-1429
13061,gma-miR5775,lcl_Gmax_Glyma.01G175700.1,0,13061,608,-18
13062,ath-miR8165,CNT2087921,1,13062,103,-2289
13063,ath-miR415,lcl_Athaliana_AT2G06715.1,0,13063,809,-7155
13064,mtr-miR5239,lcl_Mtruncatula_Medtr2g094120.1,1,13064,1103,-7156
13065,mtr-miR2606a,lcl_Mtruncatula_Medtr3g466420.1,0,13065,1092,-210
13066,gma-miR5766,lcl_Gmax_Glyma.02G216800.1,1,13066,1143,-7157
13067,gma-miR399d,lcl_Gmax_Glyma.07G054300.1,0,13067,762,-447
13068,ath-miR8175,CNT2086074,1,13068,260,-7158
13069,ath-miR1886.3,CNT2086951,0,13069,860,-7159
13070,mtr-miR156j,lcl_Mtruncatula_Medtr5g081370.1,1,13070,983,-7160
13071,mtr-miR171d,lcl_Mtruncatula_Medtr2g023920.2,0,13071,212,-661
13072,gma-miR2118a-3p,lcl_Gmax_Glyma.03G064300.1,1,13072,17,-7161
13073,gma-miR9759,lcl_Gmax_Glyma.19G038200.1,0,13073,1277,-1261
13074,ath-miR854a,lcl_Athaliana_AT1G54950.1,1,13074,319,-7162
13075,ath-miR8121,NONATHT000974,0,13075,99,-923
13076,mtr-miR5562-3p,lcl_Mtruncatula_Medtr8g074230.1,1,13076,9,-7163
13077,mtr-miR2655b,lcl_Mtruncatula_Medtr8g043400.3,0,13077,317,-62
13078,gma-miR5667-5p,lcl_Gmax_Glyma.09G157200.1,1,13078,1111,-7164
13079,gma-miR169w,lcl_Gmax_Glyma.05G013600.1,0,13079,372,-587
13080,ath-miR157a-5p,CNT2088880,1,13080,492,-6990
13081,ath-miR161.1,CNT2087831,0,13081,151,-7121
13082,mtr-miR399q,lcl_Mtruncatula_Medtr6g460720.1,1,13082,534,-1291
13083,mtr-miR5753,lcl_Mtruncatula_Medtr2g009910.1,0,13083,1005,-1238
13084,gma-miR5559,lcl_Gmax_Glyma.01G243700.1,1,13084,187,-7165
13085,gma-miR390a-3p,lcl_Gmax_Glyma.18G300000.1,0,13085,615,-1119
13086,ath-miR4228-3p,CNT2086320,1,13086,1097,-7166
13087,ath-miR415,CNT2086401,0,13087,809,-7167
13088,mtr-miR399l,lcl_Mtruncatula_Medtr7g090030.1,1,13088,817,-7168
13089,mtr-miR5260,lcl_Mtruncatula_Medtr7g111640.2,0,13089,669,-309
13090,gma-miR4351,lcl_Gmax_Glyma.03G012200.1,1,13090,911,-7169
13091,gma-miR9765,lcl_Gmax_Glyma.17G124000.1,0,13091,987,-2422
13092,ath-miR5638b,lcl_Athaliana_AT1G20065.2,1,13092,498,-5741
13093,ath-miR5650,lcl_Athaliana_AT5G28886.1,0,13093,77,-7170
13094,mtr-miR2616,lcl_Mtruncatula_Medtr3g074760.1,1,13094,278,-7171
13095,mtr-miR2667a,lcl_Mtruncatula_Medtr2g019360.1,0,13095,374,-1066
13096,gma-miR168a,lcl_Gmax_Glyma.08G132200.1,1,13096,482,-7172
13097,gma-miR4994-5p,lcl_Gmax_Glyma.16G100900.1,0,13097,1303,-2654
13098,ath-miR780.2,lcl_Athaliana_AT1G22580.1,1,13098,25,-7173
13099,ath-miR863-5p,CNT2086049,0,13099,991,-7174
13100,mtr-miR398b,lcl_Mtruncatula_Medtr5g084320.1,1,13100,827,-7175
13101,mtr-miR7697-5p,lcl_Mtruncatula_Medtr0152s0100.1,0,13101,180,-152
13102,gma-miR4397-3p,lcl_Gmax_Glyma.15G220000.1,1,13102,1099,-7176
13103,gma-miR1536,lcl_Gmax_Glyma.04G095600.1,0,13103,868,-1281
13104,ath-miR164a,CNT2086414,1,13104,106,-3840
13105,ath-miR5998a,lcl_Athaliana_AT1G32992.1,0,13105,614,-7177
13106,mtr-miR408-3p,lcl_Mtruncatula_Medtr3g117570.2,1,13106,990,-7178
13107,mtr-miR164a,lcl_Mtruncatula_Medtr2g105230.5,0,13107,633,-1252
13108,gma-miR4355,lcl_Gmax_Glyma.07G238100.1,1,13108,724,-7179
13109,gma-miR398c,lcl_Gmax_Glyma.20G107000.1,0,13109,590,-4002
13110,ath-miR168a-5p,CNT2086909,1,13110,177,-7180
13111,ath-miR406,lcl_Athaliana_AT1G36640.1,0,13111,353,-7181
13112,mtr-miR2119,lcl_Mtruncatula_Medtr4g126770.1,1,13112,988,-7182
13113,mtr-miR169f,lcl_Mtruncatula_Medtr4g115740.7,0,13113,269,-1018
13114,gma-miR482e,lcl_Gmax_Glyma.01G064000.1,1,13114,313,-7183
13115,gma-miR5044,lcl_Gmax_Glyma.13G164400.1,0,13115,12,-301
13116,ath-miR163,lcl_Athaliana_AT2G21640.1,1,13116,662,-7184
13117,ath-miR858b,CNT2088148,0,13117,72,-7185
13118,mtr-miR399l,lcl_Mtruncatula_Medtr1g045030.1,1,13118,817,-7186
13119,mtr-miR169f,lcl_Mtruncatula_Medtr4g059760.1,0,13119,269,-113
13120,gma-miR5036,lcl_Gmax_Glyma.11G243300.1,1,13120,318,-7187
13121,gma-miR2606a,lcl_Gmax_Glyma.19G157900.1,0,13121,438,-240
13122,ath-miR160a-5p,lcl_Athaliana_AT1G06137.1,1,13122,134,-7188
13123,ath-miR854a,CNT2085461,0,13123,319,-2400
13124,mtr-miR169d-3p,lcl_Mtruncatula_Medtr2g017690.1,1,13124,68,-7189
13125,mtr-miR5756,lcl_Mtruncatula_Medtr8g043400.3,0,13125,457,-62
13126,gma-miR5767,lcl_Gmax_Glyma.19G261900.1,1,13126,271,-7190
13127,gma-miR5780a,lcl_Gmax_Glyma.17G146200.1,0,13127,937,-171
13128,ath-miR414,lcl_Athaliana_AT3G29140.1,1,13128,503,-1654
13129,ath-miR8179,lcl_Athaliana_AT4G30010.1,0,13129,1239,-7191
13130,mtr-miR399b,lcl_Mtruncatula_Medtr0372s0030.1,1,13130,579,-3790
13131,mtr-miR160a,lcl_Mtruncatula_Medtr4g006610.1,0,13131,152,-262
13132,gma-miR10191,lcl_Gmax_Glyma.09G231300.1,1,13132,133,-2409
13133,gma-miR5044,lcl_Gmax_Glyma.01G175700.5,0,13133,12,-565
13134,ath-miR159b-5p,lcl_Athaliana_AT3G43005.1,1,13134,370,-7192
13135,ath-miR8121,CNT2086584,0,13135,99,-7193
13136,mtr-miR399q,lcl_Mtruncatula_Medtr8g056760.1,1,13136,534,-7194
13137,mtr-miR2612,lcl_Mtruncatula_Medtr4g053180.2,0,13137,195,-16
13138,gma-miR156b,lcl_Gmax_Glyma.07G099300.1,1,13138,526,-708
13139,gma-miR5371-5p,lcl_Gmax_Glyma.11G013200.1,0,13139,906,-1515
13140,ath-miR861-5p,CNT2086601,1,13140,613,-7195
13141,ath-miR8174,lcl_Athaliana_AT5G28225.1,0,13141,211,-7196
13142,mtr-miR7696c-3p,lcl_Mtruncatula_Medtr0021s0250.1,1,13142,509,-2392
13143,mtr-miR5274a,lcl_Mtruncatula_Medtr8g051620.3,0,13143,79,-80
13144,gma-miR4340,lcl_Gmax_Glyma.08G039000.1,1,13144,419,-5565
13145,gma-miR10447,lcl_Gmax_Glyma.20G071900.1,0,13145,496,-1006
13146,ath-miR841b-5p,CNT2086592,1,13146,972,-5487
13147,ath-miR166a-5p,CNT2086848,0,13147,280,-7197
13148,mtr-miR5247,lcl_Mtruncatula_Medtr7g074390.1,1,13148,108,-2035
13149,mtr-miR5244,lcl_Mtruncatula_Medtr0101s0020.4,0,13149,1312,-92
13150,gma-miR9740,lcl_Gmax_Glyma.07G096200.1,1,13150,33,-7198
13151,gma-miR169t,lcl_Gmax_Glyma.13G278900.4,0,13151,963,-76
13152,ath-miR5639-3p,CNT2087662,1,13152,1062,-7199
13153,ath-miR824-5p,CNT2086526,0,13153,8,-7200
13154,mtr-miR5254,lcl_Mtruncatula_Medtr4g070930.1,1,13154,26,-2836
13155,mtr-miR5221,lcl_Mtruncatula_Medtr3g053460.2,0,13155,349,-107
13156,gma-miR482c-3p,lcl_Gmax_Glyma.01G145500.1,1,13156,258,-3410
13157,gma-miR10433,lcl_Gmax_Glyma.11G013200.1,0,13157,675,-1515
13158,ath-miR5636,CNT2088576,1,13158,442,-7201
13159,ath-miR5997,lcl_Athaliana_AT3G52420.1,0,13159,183,-7202
13160,mtr-miR2592bo-5p,lcl_Mtruncatula_Medtr5g084380.1,1,13160,715,-7203
13161,mtr-miR1507-5p,lcl_Mtruncatula_Medtr8g074520.1,0,13161,1149,-230
13162,gma-miR482b-3p,lcl_Gmax_Glyma.16G080600.1,1,13162,388,-6257
13163,gma-miR4348a-3p,lcl_Gmax_Glyma.03G243300.1,0,13163,1218,-109
13164,ath-miR156f-3p,lcl_Athaliana_AT2G25095.1,1,13164,951,-7204
13165,ath-miR827,CNT2087838,0,13165,519,-7205
13166,mtr-miR5756,lcl_Mtruncatula_Medtr2g068890.1,1,13166,457,-7206
13167,mtr-miR2649,lcl_Mtruncatula_Medtr4g115740.6,0,13167,231,-435
13168,gma-miR408d,lcl_Gmax_Glyma.01G134000.1,1,13168,160,-7207
13169,gma-miR4346,lcl_Gmax_Glyma.06G038300.1,0,13169,586,-296
13170,ath-miR394b-3p,NONATHT001969,1,13170,1030,-7208
13171,ath-miR5023,NONATHT001885,0,13171,1211,-5343
13172,mtr-miR5204,lcl_Mtruncatula_Medtr4g077580.1,1,13172,159,-7209
13173,mtr-miR1510a-5p,lcl_Mtruncatula_Medtr1g107440.5,0,13173,287,-169
13174,gma-miR5036,lcl_Gmax_Glyma.19G028300.1,1,13174,318,-7210
13175,gma-miR172g,lcl_Gmax_Glyma.02G310500.1,0,13175,936,-58
13176,ath-miR8176,NONATHT000202,1,13176,369,-7211
13177,ath-miR5014a-5p,lcl_Athaliana_AT3G26742.1,0,13177,404,-7212
13178,mtr-miR2589,lcl_Mtruncatula_Medtr3g462740.1,1,13178,113,-7213
13179,mtr-miR5752a,lcl_Mtruncatula_Medtr2g031430.1,0,13179,1340,-581
13180,gma-miR4397-5p,lcl_Gmax_Glyma.09G190000.1,1,13180,1144,-3775
13181,gma-miR10430,lcl_Gmax_Glyma.19G112400.1,0,13181,606,-394
13182,ath-miR156a-3p,CNT2086825,1,13182,837,-1490
13183,ath-miR5013,NONATHT002178,0,13183,1131,-7214
13184,mtr-miR166d,lcl_Mtruncatula_Medtr8g442450.1,1,13184,58,-7215
13185,mtr-miR2606c,lcl_Mtruncatula_Medtr2g023920.2,0,13185,379,-661
13186,gma-miR5044,lcl_Gmax_Glyma.14G025000.1,1,13186,12,-7216
13187,gma-miR4387c,lcl_Gmax_Glyma.06G038300.1,0,13187,70,-296
13188,ath-miR5654-3p,CNT2085248,1,13188,98,-7217
13189,ath-miR852,lcl_Athaliana_AT4G05594.1,0,13189,107,-7218
13190,mtr-miR160f,lcl_Mtruncatula_Medtr8g103920.1,1,13190,701,-7219
13191,mtr-miR393b-3p,lcl_Mtruncatula_Medtr8g074520.1,0,13191,422,-230
13192,gma-miR159d,lcl_Gmax_Glyma.12G206300.9,1,13192,511,-7220
13193,gma-miR169j-5p,lcl_Gmax_Glyma.13G372800.1,0,13193,989,-378
13194,ath-miR3440b-3p,lcl_Athaliana_AT5G28070.1,1,13194,272,-1415
13195,ath-miR4243,CNT2086141,0,13195,277,-4477
13196,mtr-miR2602a,lcl_Mtruncatula_Medtr8g015800.1,1,13196,321,-7221
13197,mtr-miR399j,lcl_Mtruncatula_Medtr2g105230.5,0,13197,247,-1252
13198,gma-miR164b,lcl_Gmax_Glyma.09G167600.1,1,13198,11,-7222
13199,gma-miR4374a,lcl_Gmax_Glyma.18G210200.1,0,13199,341,-630
13200,ath-miR5643a,CNT2087605,1,13200,222,-7223
13201,ath-miR5022,CNT2086590,0,13201,804,-7224
13202,mtr-miR5216a,lcl_Mtruncatula_Medtr8g008880.1,1,13202,953,-7225
13203,mtr-miR7698-3p,lcl_Mtruncatula_Medtr2g031430.1,0,13203,975,-581
13204,gma-miR399d,lcl_Gmax_Glyma.09G036700.1,1,13204,762,-310
13205,gma-miR10411,lcl_Gmax_Glyma.U034900.1,0,13205,154,-212
13206,ath-miR841b-5p,CNT2089133,1,13206,972,-7226
13207,ath-miR845b,lcl_Athaliana_AT3G32962.1,0,13207,1154,-1723
13208,mtr-miR5233,lcl_Mtruncatula_Medtr2g019150.1,1,13208,452,-7227
13209,mtr-miR5555-3p,lcl_Mtruncatula_Medtr5g015470.1,0,13209,1319,-123
13210,gma-miR10413a,lcl_Gmax_Glyma.07G252900.1,1,13210,45,-7228
13211,gma-miR5032,lcl_Gmax_Glyma.01G071500.1,0,13211,485,-1298
13212,ath-miR156f-3p,CNT2088044,1,13212,951,-6482
13213,ath-miR8169,lcl_Athaliana_AT5G59662.1,0,13213,884,-7229
13214,mtr-miR5206b,lcl_Mtruncatula_Medtr5g022830.1,1,13214,903,-7230
13215,mtr-miR167a,lcl_Mtruncatula_Medtr7g108080.1,0,13215,484,-496
13216,gma-miR168b,lcl_Gmax_Glyma.08G132200.1,1,13216,659,-7172
13217,gma-miR10442,lcl_Gmax_Glyma.11G013200.1,0,13217,796,-1515
13218,ath-miR8165,lcl_Athaliana_AT5G34885.1,1,13218,103,-7231
13219,ath-miR774a,CNT2084875,0,13219,145,-7232
13220,mtr-miR5206a,lcl_Mtruncatula_Medtr3g072180.1,1,13220,257,-7233
13221,mtr-miR398a-3p,lcl_Mtruncatula_Medtr8g022770.3,0,13221,32,-288
13222,gma-miR10432,lcl_Gmax_Glyma.07G125000.1,1,13222,869,-7234
13223,gma-miR10196,lcl_Gmax_Glyma.11G137200.1,0,13223,1213,-822
13224,ath-miR8176,lcl_Athaliana_AT2G21195.1,1,13224,369,-7235
13225,ath-miR852,CNT2085989,0,13225,107,-7236
13226,mtr-miR2613,lcl_Mtruncatula_Medtr5g063750.1,1,13226,190,-4801
13227,mtr-miR2634,lcl_Mtruncatula_Medtr3g053460.2,0,13227,598,-107
13228,gma-miR4416c-5p,lcl_Gmax_Glyma.10G249200.1,1,13228,852,-6609
13229,gma-miR4363,lcl_Gmax_Glyma.12G173100.1,0,13229,1200,-2059
13230,ath-miR854a,CNT2085051,1,13230,319,-7237
13231,ath-miR870-3p,CNT2087572,0,13231,355,-6019
13232,mtr-miR2629h,lcl_Mtruncatula_Medtr4g065820.2,1,13232,22,-7238
13233,mtr-miR5260,lcl_Mtruncatula_Medtr7g102320.4,0,13233,669,-535
13234,gma-miR156k,lcl_Gmax_Glyma.18G293400.1,1,13234,902,-3722
13235,gma-miR4346,lcl_Gmax_Glyma.03G198900.1,0,13235,586,-597
13236,ath-miR771,CNT2087783,1,13236,123,-7239
13237,ath-miR404,NONATHT000468,0,13237,348,-5474
13238,mtr-miR5298b,lcl_Mtruncatula_Medtr4g124420.1,1,13238,1026,-7240
13239,mtr-miR2660,lcl_Mtruncatula_Medtr7g111640.2,0,13239,647,-309
13240,gma-miR5783,lcl_Gmax_Glyma.08G317900.1,1,13240,346,-7241
13241,gma-miR4415a-5p,lcl_Gmax_Glyma.15G030300.1,0,13241,733,-621
13242,ath-miR5020b,CNT2089078,1,13242,386,-7242
13243,ath-miR867,NONATHT000981,0,13243,599,-6043
13244,mtr-miR168a,lcl_Mtruncatula_Medtr4g037295.1,1,13244,73,-3975
13245,mtr-miR2655b,lcl_Mtruncatula_Medtr4g106400.1,0,13245,317,-180
13246,gma-miR5037d,lcl_Gmax_Glyma.09G262100.1,1,13246,85,-7243
13247,gma-miR9767,lcl_Gmax_Glyma.06G038300.1,0,13247,1284,-296
13248,ath-miR395b,CNT2087171,1,13248,660,-7244
13249,ath-miR857,NONATHT002267,0,13249,178,-7245
13250,mtr-miR5276,lcl_Mtruncatula_Medtr2g090215.1,1,13250,298,-7246
13251,mtr-miR319d-5p,lcl_Mtruncatula_Medtr0101s0020.2,0,13251,163,-39
13252,gma-miR1508b,lcl_Gmax_Glyma.06G148100.1,1,13252,283,-7247
13253,gma-miR5559,lcl_Gmax_Glyma.06G207900.2,0,13253,187,-1702
13254,ath-miR156g,lcl_Athaliana_AT3G42714.1,1,13254,711,-183
13255,ath-miR407,lcl_Athaliana_AT2G12905.1,0,13255,888,-7248
13256,mtr-miR2586b,lcl_Mtruncatula_Medtr1887s0010.1,1,13256,356,-7249
13257,mtr-miR5213-3p,lcl_Mtruncatula_Medtr5g081650.3,0,13257,1105,-56
13258,gma-miR159b-5p,lcl_Gmax_Glyma.13G212100.2,1,13258,55,-6631
13259,gma-miR396h,lcl_Gmax_Glyma.10G033300.1,0,13259,92,-1194
13260,ath-miR773a,lcl_Athaliana_AT2G21640.1,1,13260,826,-7184
13261,ath-miR8178,CNT2086724,0,13261,896,-7250
13262,mtr-miR2591,lcl_Mtruncatula_Medtr7g109875.1,1,13262,478,-4766
13263,mtr-miR5252,lcl_Mtruncatula_Medtr6g007970.1,0,13263,682,-454
13264,gma-miR169i-3p,lcl_Gmax_Glyma.12G061800.1,1,13264,532,-7251
13265,gma-miR1520n,lcl_Gmax_Glyma.08G330400.1,0,13265,1287,-577
13266,ath-miR854a,CNT2088451,1,13266,319,-7252
13267,ath-miR5027,lcl_Athaliana_AT4G16040.1,0,13267,704,-5639
13268,mtr-miR160a,lcl_Mtruncatula_Medtr2g049845.1,1,13268,152,-1462
13269,mtr-miR2659a,lcl_Mtruncatula_Medtr3g466420.1,0,13269,383,-210
13270,gma-miR482e,lcl_Gmax_Glyma.10G215600.1,1,13270,313,-6172
13271,gma-miR5033,lcl_Gmax_Glyma.18G290700.3,0,13271,574,-29
13272,ath-miR854a,CNT2085478,1,13272,319,-5292
13273,ath-miR822-5p,CNT2089169,0,13273,293,-7253
13274,mtr-miR5556-5p,lcl_Mtruncatula_Medtr6g053780.1,1,13274,522,-4694
13275,mtr-miR2629h,lcl_Mtruncatula_Medtr0105s0070.1,0,13275,22,-530
13276,gma-miR159b-3p,lcl_Gmax_Glyma.16G148200.1,1,13276,322,-6148
13277,gma-miR10438,lcl_Gmax_Glyma.15G168400.1,0,13277,497,-1337
13278,ath-miR319a,CNT2089027,1,13278,139,-809
13279,ath-miR5631,CNT2085425,0,13279,157,-7075
13280,mtr-miR393a,lcl_Mtruncatula_Medtr0152s0010.1,1,13280,1002,-7254
13281,mtr-miR156g-3p,lcl_Mtruncatula_Medtr7g096640.2,0,13281,787,-544
13282,gma-miR4993,lcl_Gmax_Glyma.20G130500.7,1,13282,437,-7255
13283,gma-miR10406a,lcl_Gmax_Glyma.04G095600.1,0,13283,854,-1281
13284,ath-miR2111b-3p,CNT2087495,1,13284,887,-7256
13285,ath-miR779.2,CNT2086021,0,13285,939,-7257
13286,mtr-miR171a,lcl_Mtruncatula_Medtr8g005030.1,1,13286,291,-7258
13287,mtr-miR5224b,lcl_Mtruncatula_Medtr2g009910.1,0,13287,1022,-1238
13288,gma-miR482b-5p,lcl_Gmax_Glyma.19G005400.1,1,13288,115,-7259
13289,gma-miR169p,lcl_Gmax_Glyma.05G080300.1,0,13289,193,-516
13290,ath-miR771,CNT2086601,1,13290,123,-7195
13291,ath-miR5014b,lcl_Athaliana_AT2G10605.1,0,13291,387,-5351
13292,mtr-miR2592d-5p,lcl_Mtruncatula_Medtr3g115170.1,1,13292,1207,-2611
13293,mtr-miR2592bm-3p,lcl_Mtruncatula_Medtr7g090430.1,0,13293,1308,-33
13294,gma-miR4386,lcl_Gmax_Glyma.17G000900.1,1,13294,237,-7260
13295,gma-miR394b-5p,lcl_Gmax_Glyma.05G010400.1,0,13295,236,-115
13296,ath-miR5652,CNT2088405,1,13296,443,-7261
