,A,B,Label
12775,>ath-miR5664,>lcl|Athaliana_AT3G31374.1,0
12776,>mtr-miR2586b,>lcl|Mtruncatula_Medtr2g087630.1,1
12777,>mtr-miR2089-5p,>lcl|Mtruncatula_Medtr3g109685.1,0
12778,>gma-miR5769,>lcl|Gmax_Glyma.13G155000.1,1
12779,>gma-miR159e-5p,>lcl|Gmax_Glyma.19G119500.1,0
12780,>ath-miR3440b-3p,>CNT2085249,1
12781,>ath-miR5664,>lcl|Athaliana_AT5G19221.1,0
12782,>mtr-miR5296,>lcl|Mtruncatula_Medtr7g034340.1,1
12783,>mtr-miR5296,>lcl|Mtruncatula_Medtr7g108080.1,0
12784,>gma-miR482b-3p,>lcl|Gmax_Glyma.06G026900.1,1
12785,>gma-miR5780b,>lcl|Gmax_Glyma.05G080300.5,0
12786,>ath-miR780.2,>lcl|Athaliana_AT4G15248.1,1
12787,>ath-miR4245,>lcl|Athaliana_AT1G01170.1,0
12788,>mtr-miR160f,>lcl|Mtruncatula_Medtr5g464350.1,1
12789,>mtr-miR5290,>lcl|Mtruncatula_Medtr3g117730.1,0
12790,>gma-miR4414a-5p,>lcl|Gmax_Glyma.18G262300.1,1
12791,>gma-miR1522,>lcl|Gmax_Glyma.15G030300.1,0
12792,>ath-miR399e,>lcl|Athaliana_AT1G65342.1,1
12793,>ath-miR5628,>NONATHT003333,0
12794,>mtr-miR530,>lcl|Mtruncatula_Medtr6g472360.1,1
12795,>mtr-miR2600e,>lcl|Mtruncatula_Medtr6g007970.1,0
12796,>gma-miR4340,>lcl|Gmax_Glyma.19G208500.1,1
12797,>gma-miR319d,>lcl|Gmax_Glyma.18G073900.1,0
12798,>ath-miR169b-5p,>lcl|Athaliana_AT3G30212.1,1
12799,>ath-miR161.1,>CNT2087560,0
12800,>mtr-miR2591,>lcl|Mtruncatula_Medtr8g469250.1,1
12801,>mtr-miR2089-5p,>lcl|Mtruncatula_Medtr0101s0020.4,0
12802,>gma-miR9740,>lcl|Gmax_Glyma.18G280100.1,1
12803,>gma-miR171r,>lcl|Gmax_Glyma.18G290700.4,0
12804,>ath-miR169g-3p,>CNT2087549,1
12805,>ath-miR5998a,>NONATHT002072,0
12806,>mtr-miR5252,>lcl|Mtruncatula_Medtr4g011990.1,1
12807,>mtr-miR2597,>lcl|Mtruncatula_Medtr7g108080.1,0
12808,>gma-miR395i,>lcl|Gmax_Glyma.16G074400.1,1
12809,>gma-miR391-5p,>lcl|Gmax_Glyma.01G071500.1,0
12810,>ath-miR157a-3p,>CNT2088459,1
12811,>ath-miR5025,>TAR-191,0
12812,>mtr-miR482-5p,>lcl|Mtruncatula_Medtr8g467130.1,1
12813,>mtr-miR319d-5p,>lcl|Mtruncatula_Medtr5g084410.2,0
12814,>gma-miR393h,>lcl|Gmax_Glyma.01G063400.1,1
12815,>gma-miR4374b,>lcl|Gmax_Glyma.12G162900.1,0
12816,>ath-miR779.2,>lcl|Athaliana_AT5G03440.2,1
12817,>ath-miR846-3p,>lcl|Athaliana_AT2G06810.1,0
12818,>mtr-miR2647a,>lcl|Mtruncatula_Medtr7g052340.1,1
12819,>mtr-miR5237,>lcl|Mtruncatula_Medtr0105s0070.1,0
12820,>gma-miR5038a,>lcl|Gmax_Glyma.02G060400.1,1
12821,>gma-miR169w,>lcl|Gmax_Glyma.20G107000.1,0
12822,>ath-miR832-3p,>lcl|Athaliana_AT2G40765.1,1
12823,>ath-miR5637,>CNT2084838,0
12824,>mtr-miR2631,>lcl|Mtruncatula_Medtr5g007245.1,1
12825,>mtr-miR2111c,>lcl|Mtruncatula_Medtr4g072130.1,0
12826,>gma-miR1520d,>lcl|Gmax_Glyma.U003400.2,1
12827,>gma-miR10200,>lcl|Gmax_Glyma.01G175700.8,0
12828,>ath-miR159a,>lcl|Athaliana_AT4G07742.1,1
12829,>ath-miR167c-3p,>lcl|Athaliana_AT1G19394.1,0
12830,>mtr-miR5206b,>lcl|Mtruncatula_Medtr7g037735.1,1
12831,>mtr-miR2590h,>lcl|Mtruncatula_Medtr3g053460.2,0
12832,>gma-miR4416c-5p,>lcl|Gmax_Glyma.16G054800.1,1
12833,>gma-miR169s-3p,>lcl|Gmax_Glyma.06G247400.1,0
12834,>ath-miR5663-3p,>lcl|Athaliana_AT4G06531.1,1
12835,>ath-miR2939,>CNT2085844,0
12836,>mtr-miR5225a,>lcl|Mtruncatula_Medtr3g031110.1,1
12837,>mtr-miR397-5p,>lcl|Mtruncatula_Medtr5g048060.2,0
12838,>gma-miR5036,>lcl|Gmax_Glyma.01G089600.1,1
12839,>gma-miR396g,>lcl|Gmax_Glyma.06G247400.1,0
12840,>ath-miR417,>NONATHT002171,1
12841,>ath-miR866-5p,>CNT2086440,0
12842,>mtr-miR1510b-3p,>lcl|Mtruncatula_Medtr7g104880.1,1
12843,>mtr-miR2598,>lcl|Mtruncatula_Medtr8g051620.3,0
12844,>gma-miR159b-3p,>lcl|Gmax_Glyma.09G153000.1,1
12845,>gma-miR4379,>lcl|Gmax_Glyma.13G029100.1,0
12846,>ath-miR5022,>NONATHT003011,1
12847,>ath-miR172e-3p,>CNT2086144,0
12848,>mtr-miR408-3p,>lcl|Mtruncatula_Medtr3g090840.1,1
12849,>mtr-miR5754,>lcl|Mtruncatula_Medtr8g051620.3,0
12850,>gma-miR156q,>lcl|Gmax_Glyma.08G006800.1,1
12851,>gma-miR10200,>lcl|Gmax_Glyma.03G179400.1,0
12852,>ath-miR842,>lcl|Athaliana_AT1G42040.1,1
12853,>ath-miR866-3p,>CNT2087289,0
12854,>mtr-miR5562-5p,>lcl|Mtruncatula_Medtr4g088140.1,1
12855,>mtr-miR156d-3p,>lcl|Mtruncatula_Medtr0101s0020.4,0
12856,>gma-miR482c-3p,>lcl|Gmax_Glyma.10G096100.1,1
12857,>gma-miR172h-5p,>lcl|Gmax_Glyma.14G074200.1,0
12858,>ath-miR395a,>lcl|Athaliana_AT1G44140.1,1
12859,>ath-miR5017-5p,>CNT2085778,0
12860,>mtr-miR5266,>lcl|Mtruncatula_Medtr3g087180.1,1
12861,>mtr-miR319a-3p,>lcl|Mtruncatula_Medtr4g043720.3,0
12862,>gma-miR169p,>lcl|Gmax_Glyma.16G108400.1,1
12863,>gma-miR4416b,>lcl|Gmax_Glyma.18G078100.1,0
12864,>ath-miR8176,>lcl|Athaliana_AT1G32570.2,1
12865,>ath-miR8166,>CNT2085425,0
12866,>mtr-miR2627,>lcl|Mtruncatula_Medtr3g071780.1,1
12867,>mtr-miR5274a,>lcl|Mtruncatula_Medtr8g022770.3,0
12868,>gma-miR169u,>lcl|Gmax_Glyma.19G246900.1,1
12869,>gma-miR4374b,>lcl|Gmax_Glyma.19G114700.1,0
12870,>ath-miR5015,>lcl|Athaliana_AT5G01015.2,1
12871,>ath-miR8170-3p,>CNT2084969,0
12872,>mtr-miR2586b,>lcl|Mtruncatula_Medtr6g072492.1,1
12873,>mtr-miR5223,>lcl|Mtruncatula_Medtr7g096640.2,0
12874,>gma-miR10196,>lcl|Gmax_Glyma.06G224400.1,1
12875,>gma-miR4379,>lcl|Gmax_Glyma.05G080300.3,0
12876,>ath-miR2934-3p,>NONATHT003309,1
12877,>ath-miR5014a-3p,>CNT2086470,0
12878,>mtr-miR2630a,>lcl|Mtruncatula_Medtr3g082210.1,1
12879,>mtr-miR5292b,>lcl|Mtruncatula_Medtr8g095630.2,0
12880,>gma-miR169i-5p,>lcl|Gmax_Glyma.18G054800.1,1
12881,>gma-miR1507b,>lcl|Gmax_Glyma.20G010700.1,0
12882,>ath-miR5646,>CNT2088591,1
12883,>ath-miR2111b-3p,>CNT2088790,0
12884,>mtr-miR166b,>lcl|Mtruncatula_Medtr5g030470.1,1
12885,>mtr-miR2111g-3p,>lcl|Mtruncatula_Medtr5g074570.1,0
12886,>gma-miR828a,>lcl|Gmax_Glyma.11G023000.1,1
12887,>gma-miR482b-5p,>lcl|Gmax_Glyma.13G372800.1,0
12888,>ath-miR837-5p,>CNT2085777,1
12889,>ath-miR161.2,>lcl|Athaliana_AT3G42230.1,0
12890,>mtr-miR2586a,>lcl|Mtruncatula_Medtr3g009980.1,1
12891,>mtr-miR530,>lcl|Mtruncatula_Medtr2g023920.2,0
12892,>gma-miR399l,>lcl|Gmax_Glyma.13G282400.1,1
12893,>gma-miR10407a,>lcl|Gmax_Glyma.12G162900.1,0
12894,>ath-miR166a-5p,>CNT2088238,1
12895,>ath-miR1887,>CNT2087574,0
12896,>mtr-miR5266,>lcl|Mtruncatula_Medtr2g094000.1,1
12897,>mtr-miR5221,>lcl|Mtruncatula_Medtr0152s0100.1,0
12898,>gma-miR9748,>lcl|Gmax_Glyma.12G229900.2,1
12899,>gma-miR4373,>lcl|Gmax_Glyma.16G092300.1,0
12900,>ath-miR5653,>lcl|Athaliana_AT2G11115.1,1
12901,>ath-miR8178,>lcl|Athaliana_AT3G61930.1,0
12902,>mtr-miR7700-5p,>lcl|Mtruncatula_Medtr7g065860.1,1
12903,>mtr-miR2627,>lcl|Mtruncatula_Medtr7g108080.1,0
12904,>gma-miR9752,>lcl|Gmax_Glyma.06G146800.1,1
12905,>gma-miR5376,>lcl|Gmax_Glyma.13G372800.2,0
12906,>ath-miR841b-3p,>CNT2085621,1
12907,>ath-miR3932a,>NONATHT002962,0
12908,>mtr-miR169c,>lcl|Mtruncatula_Medtr5g059100.3,1
12909,>mtr-miR5259,>lcl|Mtruncatula_Medtr0105s0070.1,0
12910,>gma-miR4414a-5p,>lcl|Gmax_Glyma.10G139100.1,1
12911,>gma-miR4387c,>lcl|Gmax_Glyma.12G173100.1,0
12912,>ath-miR835-3p,>lcl|Athaliana_AT1G16025.1,1
12913,>ath-miR171c-5p,>CNT2085157,0
12914,>mtr-miR398a-3p,>lcl|Mtruncatula_Medtr3g063970.2,1
12915,>mtr-miR2592bl-3p,>lcl|Mtruncatula_Medtr4g059760.1,0
12916,>gma-miR482e,>lcl|Gmax_Glyma.20G130500.3,1
12917,>gma-miR9734,>lcl|Gmax_Glyma.04G237800.1,0
12918,>ath-miR8181,>CNT2086005,1
12919,>ath-miR827,>NONATHT001356,0
12920,>mtr-miR319a-3p,>lcl|Mtruncatula_Medtr1g112610.1,1
12921,>mtr-miR2610a,>lcl|Mtruncatula_Medtr7g108080.1,0
12922,>gma-miR5037d,>lcl|Gmax_Glyma.01G225600.1,1
12923,>gma-miR156k,>lcl|Gmax_Glyma.06G247400.1,0
12924,>ath-miR168a-5p,>CNT2085254,1
12925,>ath-miR781a,>CNT2085043,0
12926,>mtr-miR5252,>lcl|Mtruncatula_Medtr7g102806.1,1
12927,>mtr-miR5242,>lcl|Mtruncatula_Medtr2g019360.1,0
12928,>gma-miR159c,>lcl|Gmax_Glyma.01G105800.1,1
12929,>gma-miR10414,>lcl|Gmax_Glyma.15G261000.1,0
12930,>ath-miR2937,>CNT2088372,1
12931,>ath-miR837-3p,>lcl|Athaliana_AT2G06280.1,0
12932,>mtr-miR5233,>lcl|Mtruncatula_Medtr5g020465.1,1
12933,>mtr-miR399c,>lcl|Mtruncatula_Medtr5g084410.3,0
12934,>gma-miR159a-3p,>lcl|Gmax_Glyma.18G279100.1,1
12935,>gma-miR1520b,>lcl|Gmax_Glyma.02G143900.2,0
12936,>ath-miR447a-3p,>CNT2086375,1
12937,>ath-miR3932a,>CNT2088471,0
12938,>mtr-miR5266,>lcl|Mtruncatula_Medtr3g061910.1,1
12939,>mtr-miR5246,>lcl|Mtruncatula_Medtr0016s0040.1,0
12940,>gma-miR9732,>lcl|Gmax_Glyma.15G267800.1,1
12941,>gma-miR171h,>lcl|Gmax_Glyma.05G013600.1,0
12942,>ath-miR8181,>lcl|Athaliana_AT5G24570.1,1
12943,>ath-miR4245,>CNT2086427,0
12944,>mtr-miR5208a,>lcl|Mtruncatula_Medtr3g025420.1,1
12945,>mtr-miR5288,>lcl|Mtruncatula_Medtr2g009910.1,0
12946,>gma-miR5032,>lcl|Gmax_Glyma.06G048300.1,1
12947,>gma-miR9736,>lcl|Gmax_Glyma.05G080300.2,0
12948,>ath-miR832-5p,>lcl|Athaliana_AT4G28460.1,1
12949,>ath-miR8173,>NONATHT003115,0
12950,>mtr-miR5233,>lcl|Mtruncatula_Medtr8g010270.1,1
12951,>mtr-miR171c,>lcl|Mtruncatula_Medtr1g107440.5,0
12952,>gma-miR5774a,>lcl|Gmax_Glyma.17G243400.1,1
12953,>gma-miR167g,>lcl|Gmax_Glyma.06G207900.2,0
12954,>ath-miR170-3p,>CNT2087114,1
12955,>ath-miR168a-5p,>CNT2087443,0
12956,>mtr-miR5229a,>lcl|Mtruncatula_Medtr7g451850.1,1
12957,>mtr-miR2664a,>lcl|Mtruncatula_Medtr4g049300.2,0
12958,>gma-miR156b,>lcl|Gmax_Glyma.04G191300.1,1
12959,>gma-miR4390,>lcl|Gmax_Glyma.01G122600.1,0
12960,>ath-miR8176,>CNT2085032,1
12961,>ath-miR5595a,>lcl|Athaliana_AT5G42530.1,0
12962,>mtr-miR156a,>lcl|Mtruncatula_Medtr3g034220.1,1
12963,>mtr-miR2674,>lcl|Mtruncatula_Medtr0101s0020.2,0
12964,>gma-miR9730,>lcl|Gmax_Glyma.05G030200.1,1
12965,>gma-miR167e,>lcl|Gmax_Glyma.U022300.1,0
12966,>ath-miR8181,>CNT2088712,1
12967,>ath-miR169a-3p,>NONATHT002226,0
12968,>mtr-miR2119,>lcl|Mtruncatula_Medtr3g093320.1,1
12969,>mtr-miR5208a,>lcl|Mtruncatula_Medtr2g105240.5,0
12970,>gma-miR5042-5p,>lcl|Gmax_Glyma.03G113900.1,1
12971,>gma-miR10419,>lcl|Gmax_Glyma.10G052100.1,0
12972,>ath-miR5644,>lcl|Athaliana_AT2G33520.1,1
12973,>ath-miR5017-3p,>CNT2088724,0
12974,>mtr-miR169j,>lcl|Mtruncatula_Medtr8g088440.1,1
12975,>mtr-miR395b,>lcl|Mtruncatula_Medtr8g087480.1,0
12976,>gma-miR394b-5p,>lcl|Gmax_Glyma.16G059600.1,1
12977,>gma-miR166a-5p,>lcl|Gmax_Glyma.10G256500.1,0
12978,>ath-miR8181,>CNT2087489,1
12979,>ath-miR862-5p,>lcl|Athaliana_AT1G72645.1,0
12980,>mtr-miR2621,>lcl|Mtruncatula_Medtr8g046080.1,1
12981,>mtr-miR2653a,>lcl|Mtruncatula_Medtr0101s0020.2,0
12982,>gma-miR4995,>lcl|Gmax_Glyma.14G035000.1,1
12983,>gma-miR1508a,>lcl|Gmax_Glyma.11G136800.1,0
12984,>ath-miR399b,>CNT2085956,1
12985,>ath-miR3932b-5p,>CNT2087831,0
12986,>mtr-miR166e-5p,>lcl|Mtruncatula_Medtr1g090813.1,1
12987,>mtr-miR2592bp-3p,>lcl|Mtruncatula_Medtr4g059760.1,0
12988,>gma-miR5774a,>lcl|Gmax_Glyma.08G211500.2,1
12989,>gma-miR5368,>lcl|Gmax_Glyma.14G074200.1,0
12990,>ath-miR859,>lcl|Athaliana_AT4G33610.1,1
12991,>ath-miR426,>CNT2085659,0
12992,>mtr-miR5284a,>lcl|Mtruncatula_Medtr7g021060.1,1
12993,>mtr-miR2086-5p,>lcl|Mtruncatula_Medtr5g084410.2,0
12994,>gma-miR164a,>lcl|Gmax_Glyma.15G146300.1,1
12995,>gma-miR393h,>lcl|Gmax_Glyma.13G195500.1,0
12996,>ath-miR399c-5p,>lcl|Athaliana_AT5G26673.1,1
12997,>ath-miR868-3p,>NONATHT001962,0
12998,>mtr-miR160f,>lcl|Mtruncatula_Medtr3g039820.1,1
12999,>mtr-miR5292a,>lcl|Mtruncatula_Medtr5g081650.3,0
13000,>gma-miR482e,>lcl|Gmax_Glyma.06G009600.1,1
13001,>gma-miR5670a,>lcl|Gmax_Glyma.17G191700.1,0
13002,>ath-miR8168,>lcl|Athaliana_AT2G06045.1,1
13003,>ath-miR845a,>lcl|Athaliana_AT2G41905.1,0
13004,>mtr-miR5558-5p,>lcl|Mtruncatula_Medtr1g057320.1,1
13005,>mtr-miR7698-3p,>lcl|Mtruncatula_Medtr8g087480.1,0
13006,>gma-miR169s-5p,>lcl|Gmax_Glyma.15G199100.1,1
13007,>gma-miR396i-3p,>lcl|Gmax_Glyma.11G136800.1,0
13008,>ath-miR319a,>CNT2087848,1
13009,>ath-miR5019,>CNT2086420,0
13010,>mtr-miR5224b,>lcl|Mtruncatula_Medtr8g059200.1,1
13011,>mtr-miR7701-5p,>lcl|Mtruncatula_Medtr3g053460.2,0
13012,>gma-miR168a,>lcl|Gmax_Glyma.20G068600.1,1
13013,>gma-miR1513c,>lcl|Gmax_Glyma.02G160000.1,0
13014,>ath-miR167d,>CNT2088083,1
13015,>ath-miR165a-3p,>CNT2085004,0
13016,>mtr-miR2600e,>lcl|Mtruncatula_Medtr8g043700.1,1
13017,>mtr-miR5271a,>lcl|Mtruncatula_Medtr3g053460.2,0
13018,>gma-miR159a-3p,>lcl|Gmax_Glyma.06G019600.1,1
13019,>gma-miR10417,>lcl|Gmax_Glyma.20G157000.2,0
13020,>ath-miR408-5p,>NONATHT001357,1
13021,>ath-miR164c-3p,>CNT2087411,0
13022,>mtr-miR2653a,>lcl|Mtruncatula_Medtr6g024145.1,1
13023,>mtr-miR5757,>lcl|Mtruncatula_Medtr8g043400.3,0
13024,>gma-miR166m,>lcl|Gmax_Glyma.20G005500.1,1
13025,>gma-miR390e,>lcl|Gmax_Glyma.13G020800.1,0
13026,>ath-miR3440b-3p,>CNT2089056,1
13027,>ath-miR860,>lcl|Athaliana_AT4G07595.1,0
13028,>mtr-miR169d-5p,>lcl|Mtruncatula_Medtr2g064760.1,1
13029,>mtr-miR7698-5p,>lcl|Mtruncatula_Medtr4g115740.6,0
13030,>gma-miR5782,>lcl|Gmax_Glyma.09G083600.1,1
13031,>gma-miR394a-3p,>lcl|Gmax_Glyma.19G197400.1,0
13032,>ath-miR5028,>lcl|Athaliana_AT2G38350.1,1
13033,>ath-miR863-5p,>CNT2085076,0
13034,>mtr-miR160c,>lcl|Mtruncatula_Medtr3g109720.1,1
13035,>mtr-miR399c,>lcl|Mtruncatula_Medtr4g049300.2,0
13036,>gma-miR1520p,>lcl|Gmax_Glyma.16G181800.1,1
13037,>gma-miR10423,>lcl|Gmax_Glyma.20G134300.1,0
13038,>ath-miR847,>lcl|Athaliana_AT2G24103.1,1
13039,>ath-miR399b,>NONATHT003640,0
13040,>mtr-miR5235a,>lcl|Mtruncatula_Medtr8g089625.1,1
13041,>mtr-miR5252,>lcl|Mtruncatula_Medtr4g115740.6,0
13042,>gma-miR169v,>lcl|Gmax_Glyma.15G199100.1,1
13043,>gma-miR10446,>lcl|Gmax_Glyma.02G111100.1,0
13044,>ath-miR3440b-5p,>NONATHT002620,1
13045,>ath-miR857,>CNT2085500,0
13046,>mtr-miR2623,>lcl|Mtruncatula_Medtr2g033420.1,1
13047,>mtr-miR5554a-5p,>lcl|Mtruncatula_Medtr7g108080.1,0
13048,>gma-miR156q,>lcl|Gmax_Glyma.13G268900.1,1
13049,>gma-miR5042-3p,>lcl|Gmax_Glyma.07G051900.1,0
13050,>ath-miR5630a,>NONATHT000345,1
13051,>ath-miR827,>NONATHT003297,0
13052,>mtr-miR159b,>lcl|Mtruncatula_Medtr3g010980.1,1
13053,>mtr-miR171b,>lcl|Mtruncatula_Medtr4g106400.1,0
13054,>gma-miR4993,>lcl|Gmax_Glyma.20G130500.6,1
13055,>gma-miR1514b-5p,>lcl|Gmax_Glyma.05G064400.3,0
13056,>ath-miR160a-3p,>NONATHT002384,1
13057,>ath-miR864-3p,>CNT2085152,0
13058,>mtr-miR2673a,>lcl|Mtruncatula_Medtr1g059990.1,1
13059,>mtr-miR2618a,>lcl|Mtruncatula_Medtr2g031430.1,0
13060,>gma-miR482b-5p,>lcl|Gmax_Glyma.13G263500.1,1
13061,>gma-miR5775,>lcl|Gmax_Glyma.01G175700.1,0
13062,>ath-miR8165,>CNT2087921,1
13063,>ath-miR415,>lcl|Athaliana_AT2G06715.1,0
13064,>mtr-miR5239,>lcl|Mtruncatula_Medtr2g094120.1,1
13065,>mtr-miR2606a,>lcl|Mtruncatula_Medtr3g466420.1,0
13066,>gma-miR5766,>lcl|Gmax_Glyma.02G216800.1,1
13067,>gma-miR399d,>lcl|Gmax_Glyma.07G054300.1,0
13068,>ath-miR8175,>CNT2086074,1
13069,>ath-miR1886.3,>CNT2086951,0
13070,>mtr-miR156j,>lcl|Mtruncatula_Medtr5g081370.1,1
13071,>mtr-miR171d,>lcl|Mtruncatula_Medtr2g023920.2,0
13072,>gma-miR2118a-3p,>lcl|Gmax_Glyma.03G064300.1,1
13073,>gma-miR9759,>lcl|Gmax_Glyma.19G038200.1,0
13074,>ath-miR854a,>lcl|Athaliana_AT1G54950.1,1
13075,>ath-miR8121,>NONATHT000974,0
13076,>mtr-miR5562-3p,>lcl|Mtruncatula_Medtr8g074230.1,1
13077,>mtr-miR2655b,>lcl|Mtruncatula_Medtr8g043400.3,0
13078,>gma-miR5667-5p,>lcl|Gmax_Glyma.09G157200.1,1
13079,>gma-miR169w,>lcl|Gmax_Glyma.05G013600.1,0
13080,>ath-miR157a-5p,>CNT2088880,1
13081,>ath-miR161.1,>CNT2087831,0
13082,>mtr-miR399q,>lcl|Mtruncatula_Medtr6g460720.1,1
13083,>mtr-miR5753,>lcl|Mtruncatula_Medtr2g009910.1,0
13084,>gma-miR5559,>lcl|Gmax_Glyma.01G243700.1,1
13085,>gma-miR390a-3p,>lcl|Gmax_Glyma.18G300000.1,0
13086,>ath-miR4228-3p,>CNT2086320,1
13087,>ath-miR415,>CNT2086401,0
13088,>mtr-miR399l,>lcl|Mtruncatula_Medtr7g090030.1,1
13089,>mtr-miR5260,>lcl|Mtruncatula_Medtr7g111640.2,0
13090,>gma-miR4351,>lcl|Gmax_Glyma.03G012200.1,1
13091,>gma-miR9765,>lcl|Gmax_Glyma.17G124000.1,0
13092,>ath-miR5638b,>lcl|Athaliana_AT1G20065.2,1
13093,>ath-miR5650,>lcl|Athaliana_AT5G28886.1,0
13094,>mtr-miR2616,>lcl|Mtruncatula_Medtr3g074760.1,1
13095,>mtr-miR2667a,>lcl|Mtruncatula_Medtr2g019360.1,0
13096,>gma-miR168a,>lcl|Gmax_Glyma.08G132200.1,1
13097,>gma-miR4994-5p,>lcl|Gmax_Glyma.16G100900.1,0
13098,>ath-miR780.2,>lcl|Athaliana_AT1G22580.1,1
13099,>ath-miR863-5p,>CNT2086049,0
13100,>mtr-miR398b,>lcl|Mtruncatula_Medtr5g084320.1,1
13101,>mtr-miR7697-5p,>lcl|Mtruncatula_Medtr0152s0100.1,0
13102,>gma-miR4397-3p,>lcl|Gmax_Glyma.15G220000.1,1
13103,>gma-miR1536,>lcl|Gmax_Glyma.04G095600.1,0
13104,>ath-miR164a,>CNT2086414,1
13105,>ath-miR5998a,>lcl|Athaliana_AT1G32992.1,0
13106,>mtr-miR408-3p,>lcl|Mtruncatula_Medtr3g117570.2,1
13107,>mtr-miR164a,>lcl|Mtruncatula_Medtr2g105230.5,0
13108,>gma-miR4355,>lcl|Gmax_Glyma.07G238100.1,1
13109,>gma-miR398c,>lcl|Gmax_Glyma.20G107000.1,0
13110,>ath-miR168a-5p,>CNT2086909,1
13111,>ath-miR406,>lcl|Athaliana_AT1G36640.1,0
13112,>mtr-miR2119,>lcl|Mtruncatula_Medtr4g126770.1,1
13113,>mtr-miR169f,>lcl|Mtruncatula_Medtr4g115740.7,0
13114,>gma-miR482e,>lcl|Gmax_Glyma.01G064000.1,1
13115,>gma-miR5044,>lcl|Gmax_Glyma.13G164400.1,0
13116,>ath-miR163,>lcl|Athaliana_AT2G21640.1,1
13117,>ath-miR858b,>CNT2088148,0
13118,>mtr-miR399l,>lcl|Mtruncatula_Medtr1g045030.1,1
13119,>mtr-miR169f,>lcl|Mtruncatula_Medtr4g059760.1,0
13120,>gma-miR5036,>lcl|Gmax_Glyma.11G243300.1,1
13121,>gma-miR2606a,>lcl|Gmax_Glyma.19G157900.1,0
13122,>ath-miR160a-5p,>lcl|Athaliana_AT1G06137.1,1
13123,>ath-miR854a,>CNT2085461,0
13124,>mtr-miR169d-3p,>lcl|Mtruncatula_Medtr2g017690.1,1
13125,>mtr-miR5756,>lcl|Mtruncatula_Medtr8g043400.3,0
13126,>gma-miR5767,>lcl|Gmax_Glyma.19G261900.1,1
13127,>gma-miR5780a,>lcl|Gmax_Glyma.17G146200.1,0
13128,>ath-miR414,>lcl|Athaliana_AT3G29140.1,1
13129,>ath-miR8179,>lcl|Athaliana_AT4G30010.1,0
13130,>mtr-miR399b,>lcl|Mtruncatula_Medtr0372s0030.1,1
13131,>mtr-miR160a,>lcl|Mtruncatula_Medtr4g006610.1,0
13132,>gma-miR10191,>lcl|Gmax_Glyma.09G231300.1,1
13133,>gma-miR5044,>lcl|Gmax_Glyma.01G175700.5,0
13134,>ath-miR159b-5p,>lcl|Athaliana_AT3G43005.1,1
13135,>ath-miR8121,>CNT2086584,0
13136,>mtr-miR399q,>lcl|Mtruncatula_Medtr8g056760.1,1
13137,>mtr-miR2612,>lcl|Mtruncatula_Medtr4g053180.2,0
13138,>gma-miR156b,>lcl|Gmax_Glyma.07G099300.1,1
13139,>gma-miR5371-5p,>lcl|Gmax_Glyma.11G013200.1,0
13140,>ath-miR861-5p,>CNT2086601,1
13141,>ath-miR8174,>lcl|Athaliana_AT5G28225.1,0
13142,>mtr-miR7696c-3p,>lcl|Mtruncatula_Medtr0021s0250.1,1
13143,>mtr-miR5274a,>lcl|Mtruncatula_Medtr8g051620.3,0
13144,>gma-miR4340,>lcl|Gmax_Glyma.08G039000.1,1
13145,>gma-miR10447,>lcl|Gmax_Glyma.20G071900.1,0
13146,>ath-miR841b-5p,>CNT2086592,1
13147,>ath-miR166a-5p,>CNT2086848,0
13148,>mtr-miR5247,>lcl|Mtruncatula_Medtr7g074390.1,1
13149,>mtr-miR5244,>lcl|Mtruncatula_Medtr0101s0020.4,0
13150,>gma-miR9740,>lcl|Gmax_Glyma.07G096200.1,1
13151,>gma-miR169t,>lcl|Gmax_Glyma.13G278900.4,0
13152,>ath-miR5639-3p,>CNT2087662,1
13153,>ath-miR824-5p,>CNT2086526,0
13154,>mtr-miR5254,>lcl|Mtruncatula_Medtr4g070930.1,1
13155,>mtr-miR5221,>lcl|Mtruncatula_Medtr3g053460.2,0
13156,>gma-miR482c-3p,>lcl|Gmax_Glyma.01G145500.1,1
13157,>gma-miR10433,>lcl|Gmax_Glyma.11G013200.1,0
13158,>ath-miR5636,>CNT2088576,1
13159,>ath-miR5997,>lcl|Athaliana_AT3G52420.1,0
13160,>mtr-miR2592bo-5p,>lcl|Mtruncatula_Medtr5g084380.1,1
13161,>mtr-miR1507-5p,>lcl|Mtruncatula_Medtr8g074520.1,0
13162,>gma-miR482b-3p,>lcl|Gmax_Glyma.16G080600.1,1
13163,>gma-miR4348a-3p,>lcl|Gmax_Glyma.03G243300.1,0
13164,>ath-miR156f-3p,>lcl|Athaliana_AT2G25095.1,1
13165,>ath-miR827,>CNT2087838,0
13166,>mtr-miR5756,>lcl|Mtruncatula_Medtr2g068890.1,1
13167,>mtr-miR2649,>lcl|Mtruncatula_Medtr4g115740.6,0
13168,>gma-miR408d,>lcl|Gmax_Glyma.01G134000.1,1
13169,>gma-miR4346,>lcl|Gmax_Glyma.06G038300.1,0
13170,>ath-miR394b-3p,>NONATHT001969,1
13171,>ath-miR5023,>NONATHT001885,0
13172,>mtr-miR5204,>lcl|Mtruncatula_Medtr4g077580.1,1
13173,>mtr-miR1510a-5p,>lcl|Mtruncatula_Medtr1g107440.5,0
13174,>gma-miR5036,>lcl|Gmax_Glyma.19G028300.1,1
13175,>gma-miR172g,>lcl|Gmax_Glyma.02G310500.1,0
