,A,B,A_seq,B_seq,Label,pair_seq
20332,>hsa-miR-486-5p,>ENST00000593642.5,,,1,
20333,>hsa-miR-16-5p,>ENST00000584199.5,,,1,
20334,>hsa-miR-499a-5p,>ENST00000513893.5,,,0,
20335,>hsa-miR-503-5p,>ENST00000488745.5,,,1,
20336,>hsa-miR-3619-5p,>ENST00000566293.1,,,0,
20337,>hsa-miR-3666,>ENST00000547492.1,,,0,
20338,>hsa-miR-148b-3p,>ENST00000455531.1,,,0,
20339,>hsa-miR-543,>ENST00000520629.5,,,1,
20340,>hsa-miR-18a-5p,>ENST00000442037.5,,,1,
20341,>hsa-miR-376b-3p,>ENST00000589355.1,,,1,
20342,>hsa-miR-17-5p,>ENST00000505537.1,,,1,
20343,>hsa-miR-328-3p,>ENST00000604333.1,,,1,
20344,>hsa-miR-140-5p,>ENST00000414894.1,,,1,
20345,>hsa-miR-302b-3p,>ENST00000600047.1,,,0,
20346,>hsa-miR-10b-5p,>ENST00000415536.5,,,0,
20347,>hsa-miR-195-5p,>ENST00000514109.1,,,1,
20348,>hsa-miR-363-3p,>ENST00000499499.2,,,0,
20349,>hsa-miR-30d-5p,>ENST00000531977.1,,,1,
20350,>hsa-miR-15b-5p,>ENST00000580902.5,,,1,
20351,>hsa-miR-26b-5p,>ENST00000450589.5,,,1,
20352,>hsa-miR-26b-5p,>ENST00000596366.1,,,0,
20353,>hsa-miR-30d-5p,>ENST00000468575.1,,,0,
20354,>hsa-miR-23a-3p,>ENST00000551146.5,,,0,
20355,>hsa-miR-190a-5p,>ENST00000602587.5,,,1,
20356,>hsa-miR-543,>ENST00000581398.1,,,0,
20357,>hsa-miR-148b-3p,>ENST00000441749.1,,,0,
20358,>hsa-miR-449a,>ENST00000445791.5,,,0,
20359,>hsa-miR-329-3p,>ENST00000427669.5,,,1,
20360,>hsa-miR-424-5p,>ENST00000559841.1,,,1,
20361,>hsa-miR-761,>ENST00000443946.1,,,1,
20362,>hsa-miR-15b-5p,>ENST00000621883.1,,,0,
20363,>hsa-miR-873-5p,>ENST00000600068.1,,,0,
20364,>hsa-miR-130b-3p,>ENST00000537157.5,,,1,
20365,>hsa-miR-4458,>ENST00000542112.5,,,0,
20366,>hsa-miR-148a-3p,>ENST00000585499.5,,,0,
20367,>hsa-miR-26a-5p,>ENST00000457898.1,,,0,
20368,>hsa-miR-107,>ENST00000592836.5,,,1,
20369,>hsa-miR-34a-5p,>ENST00000601494.1,,,1,
20370,>hsa-miR-17-5p,>ENST00000569752.1,,,0,
20371,>hsa-miR-29b-3p,>ENST00000568363.5,,,1,
20372,>hsa-miR-106a-5p,>ENST00000602319.1,,,1,
20373,>hsa-miR-454-3p,>ENST00000501541.1,,,0,
20374,>hsa-miR-30d-5p,>ENST00000308604.5,,,0,
20375,>hsa-miR-7-5p,>ENST00000586784.1,,,0,
20376,>hsa-miR-320d,>ENST00000412426.5,,,0,
20377,>hsa-miR-19a-3p,>ENST00000439725.5,,,1,
20378,>hsa-miR-16-5p,>ENST00000557660.5,,,0,
20379,>hsa-miR-3666,>ENST00000452057.1,,,1,
20380,>hsa-miR-339-5p,>ENST00000597267.5,,,1,
20381,>hsa-miR-15a-5p,>ENST00000586954.1,,,1,
20382,>hsa-miR-520c-3p,>ENST00000582866.1,,,1,
20383,>hsa-miR-373-3p,>ENST00000524048.1,,,1,
20384,>hsa-miR-26b-5p,>ENST00000455838.5,,,1,
20385,>hsa-miR-181a-5p,>ENST00000458623.1,,,0,
20386,>hsa-miR-424-5p,>ENST00000457898.1,,,0,
20387,>hsa-miR-382-5p,>ENST00000562834.1,,,1,
20388,>hsa-miR-4770,>ENST00000590657.1,,,0,
20389,>hsa-miR-96-5p,>ENST00000416066.1,,,1,
20390,>hsa-miR-222-3p,>ENST00000422183.5,,,1,
20391,>hsa-miR-365a-3p,>ENST00000504474.5,,,0,
20392,>hsa-miR-183-5p,>ENST00000599934.1,,,0,
20393,>hsa-miR-372-3p,>ENST00000590780.5,,,1,
20394,>hsa-miR-195-5p,>ENST00000553421.1,,,1,
20395,>hsa-miR-222-3p,>ENST00000449589.5,,,1,
20396,>hsa-miR-370-3p,>ENST00000431924.2,,,1,
20397,>hsa-miR-424-5p,>ENST00000596521.1,,,0,
20398,>hsa-miR-148a-3p,>ENST00000598448.5,,,0,
20399,>hsa-miR-340-5p,>ENST00000437681.1,,,1,
20400,>hsa-miR-335-5p,>ENST00000416381.1,,,1,
20401,>hsa-miR-4262,>ENST00000498199.1,,,1,
20402,>hsa-miR-133b,>ENST00000483289.2,,,0,
20403,>hsa-miR-599,>ENST00000589830.1,,,0,
20404,>hsa-miR-92a-3p,>ENST00000447911.6,,,1,
20405,>hsa-miR-761,>ENST00000521812.1,,,0,
20406,>hsa-miR-27b-3p,>ENST00000589137.5,,,1,
20407,>hsa-miR-7-5p,>ENST00000520714.5,,,1,
20408,>hsa-miR-378i,>ENST00000444968.1,,,0,
20409,>hsa-miR-543,>ENST00000551890.1,,,0,
20410,>hsa-miR-199b-5p,>ENST00000438002.1,,,1,
20411,>hsa-miR-33b-5p,>ENST00000593284.5,,,0,
20412,>hsa-miR-761,>ENST00000565256.1,,,0,
20413,>hsa-miR-21-5p,>ENST00000547179.1,,,0,
20414,>hsa-miR-3167,>ENST00000415536.5,,,0,
20415,>hsa-miR-92a-3p,>ENST00000431767.5,,,0,
20416,>hsa-miR-383-5p,>ENST00000596259.3,,,0,
20417,>hsa-miR-148a-3p,>ENST00000442037.5,,,1,
20418,>hsa-miR-382-5p,>ENST00000628924.1,,,1,
20419,>hsa-miR-320b,>ENST00000464115.1,,,1,
20420,>hsa-miR-26a-5p,>ENST00000621883.1,,,0,
20421,>hsa-miR-124-3p,>ENST00000455474.5,,,1,
20422,>hsa-miR-520d-3p,>ENST00000556379.1,,,0,
20423,>hsa-miR-3619-5p,>ENST00000599749.5,,,1,
20424,>hsa-miR-302b-3p,>ENST00000431268.5,,,0,
20425,>hsa-miR-148b-3p,>ENST00000562691.2,,,0,
20426,>hsa-miR-181c-5p,>ENST00000447307.5,,,0,
20427,>hsa-miR-363-3p,>ENST00000504474.5,,,1,
20428,>hsa-miR-135a-5p,>ENST00000448049.1,,,0,
20429,>hsa-miR-320b,>ENST00000411861.5,,,0,
20430,>hsa-miR-539-5p,>ENST00000413069.5,,,1,
20431,>hsa-miR-543,>ENST00000486015.1,,,0,
20432,>hsa-miR-17-5p,>ENST00000517641.1,,,1,
20433,>hsa-miR-363-3p,>ENST00000578280.5,,,0,
20434,>hsa-miR-18a-5p,>ENST00000432411.1,,,0,
20435,>hsa-miR-150-5p,>ENST00000425991.1,,,1,
20436,>hsa-miR-873-5p,>ENST00000506897.1,,,0,
20437,>hsa-miR-15a-5p,>ENST00000560812.5,,,1,
20438,>hsa-miR-221-3p,>ENST00000432604.5,,,0,
20439,>hsa-miR-181a-5p,>ENST00000577889.1,,,1,
20440,>hsa-miR-23c,>ENST00000603748.1,,,0,
20441,>hsa-miR-302e,>ENST00000525636.5,,,0,
20442,>hsa-miR-346,>ENST00000444470.5,,,1,
20443,>hsa-miR-429,>ENST00000458274.1,,,1,
20444,>hsa-miR-223-3p,>ENST00000593429.5,,,1,
20445,>hsa-miR-328-3p,>ENST00000573414.1,,,0,
20446,>hsa-miR-3619-5p,>ENST00000443373.1,,,1,
20447,>hsa-miR-382-5p,>ENST00000514288.5,,,1,
20448,>hsa-miR-199b-5p,>ENST00000462305.5,,,0,
20449,>hsa-miR-16-5p,>ENST00000444998.1,,,1,
20450,>hsa-miR-1297,>ENST00000412162.1,,,1,
20451,>hsa-miR-194-5p,>ENST00000358073.2,,,0,
20452,>hsa-miR-202-3p,>ENST00000412855.2,,,0,
20453,>hsa-miR-377-3p,>ENST00000589508.1,,,0,
20454,>hsa-miR-455-5p,>ENST00000601338.5,,,0,
20455,>hsa-miR-195-5p,>ENST00000577889.1,,,1,
20456,>hsa-miR-27a-3p,>ENST00000585625.5,,,1,
20457,>hsa-miR-424-5p,>ENST00000398474.7,,,0,
20458,>hsa-miR-302d-3p,>ENST00000580056.5,,,0,
20459,>hsa-miR-300,>ENST00000585882.5,,,1,
20460,>hsa-miR-302e,>ENST00000591223.5,,,0,
20461,>hsa-miR-376c-3p,>ENST00000571975.1,,,0,
20462,>hsa-miR-875-5p,>ENST00000604070.1,,,0,
20463,>hsa-miR-362-3p,>ENST00000501715.6,,,0,
20464,>hsa-miR-106b-5p,>ENST00000430166.5,,,1,
20465,>hsa-miR-20b-5p,>ENST00000562983.1,,,1,
20466,>hsa-miR-378h,>ENST00000596923.1,,,0,
20467,>hsa-miR-4429,>ENST00000546421.1,,,1,
20468,>hsa-miR-424-5p,>ENST00000398804.7,,,0,
20469,>hsa-miR-376a-3p,>ENST00000456104.5,,,1,
20470,>hsa-miR-34a-5p,>ENST00000511495.1,,,1,
20471,>hsa-miR-4295,>ENST00000414894.1,,,1,
20472,>hsa-miR-302a-3p,>ENST00000462305.5,,,0,
20473,>hsa-miR-449a,>ENST00000415060.6,,,1,
20474,>hsa-miR-3167,>ENST00000413238.1,,,1,
20475,>hsa-miR-34c-5p,>ENST00000561719.5,,,0,
20476,>hsa-miR-25-3p,>ENST00000426528.5,,,0,
20477,>hsa-miR-140-5p,>ENST00000414894.1,,,1,
20478,>hsa-miR-543,>ENST00000463561.5,,,0,
20479,>hsa-miR-15a-5p,>ENST00000504206.6,,,1,
20480,>hsa-miR-139-5p,>ENST00000581398.1,,,0,
20481,>hsa-miR-378h,>ENST00000444126.5,,,1,
20482,>hsa-miR-135a-5p,>ENST00000419666.2,,,0,
20483,>hsa-miR-495-3p,>ENST00000541775.5,,,0,
20484,>hsa-miR-374b-5p,>ENST00000440001.2,,,1,
20485,>hsa-miR-491-5p,>ENST00000457508.1,,,0,
20486,>hsa-miR-873-5p,>ENST00000358073.2,,,0,
20487,>hsa-miR-3666,>ENST00000414894.1,,,1,
20488,>hsa-miR-377-3p,>ENST00000585499.5,,,0,
20489,>hsa-miR-497-5p,>ENST00000505668.1,,,1,
20490,>hsa-miR-16-5p,>ENST00000440093.6,,,0,
20491,>hsa-miR-18a-5p,>ENST00000448567.2,,,1,
20492,>hsa-miR-33a-5p,>ENST00000430416.5,,,0,
20493,>hsa-miR-4429,>ENST00000500853.1,,,1,
20494,>hsa-miR-4262,>ENST00000602618.1,,,1,
20495,>hsa-miR-362-3p,>ENST00000456880.1,,,0,
20496,>hsa-miR-200b-3p,>ENST00000454613.1,,,1,
20497,>hsa-miR-141-3p,>ENST00000602488.5,,,0,
20498,>hsa-miR-497-5p,>ENST00000456352.2,,,1,
20499,>hsa-miR-299-3p,>ENST00000512287.1,,,0,
20500,>hsa-miR-129-5p,>ENST00000602077.5,,,0,
20501,>hsa-miR-376c-3p,>ENST00000470091.1,,,0,
20502,>hsa-miR-29a-3p,>ENST00000562632.1,,,0,
20503,>hsa-miR-15a-5p,>ENST00000595747.5,,,1,
20504,>hsa-miR-101-3p,>ENST00000521127.1,,,1,
20505,>hsa-miR-142-3p,>ENST00000518591.1,,,1,
20506,>hsa-miR-376b-3p,>ENST00000420459.5,,,0,
20507,>hsa-miR-4770,>ENST00000515419.5,,,0,
20508,>hsa-miR-539-5p,>ENST00000439494.1,,,0,
20509,>hsa-miR-153-3p,>ENST00000439057.5,,,0,
20510,>hsa-miR-362-3p,>ENST00000462305.5,,,0,
20511,>hsa-miR-302d-3p,>ENST00000567961.5,,,0,
20512,>hsa-miR-224-5p,>ENST00000527620.5,,,0,
20513,>hsa-miR-150-5p,>ENST00000435921.6,,,0,
20514,>hsa-miR-599,>ENST00000561107.5,,,1,
20515,>hsa-miR-520a-3p,>ENST00000458228.5,,,0,
20516,>hsa-miR-454-3p,>ENST00000443132.1,,,0,
20517,>hsa-miR-4465,>ENST00000484411.1,,,0,
20518,>hsa-miR-367-3p,>ENST00000551361.1,,,1,
20519,>hsa-miR-330-5p,>ENST00000542112.5,,,1,
20520,>hsa-miR-204-5p,>ENST00000414659.5,,,1,
20521,>hsa-miR-15b-5p,>ENST00000455957.5,,,1,
20522,>hsa-miR-506-3p,>ENST00000603347.5,,,1,
20523,>hsa-miR-181d-5p,>ENST00000556225.1,,,0,
20524,>hsa-miR-490-3p,>ENST00000577055.5,,,0,
20525,>hsa-miR-103a-3p,>ENST00000504718.5,,,0,
20526,>hsa-miR-124-3p,>ENST00000449589.5,,,0,
20527,>hsa-miR-16-5p,>ENST00000486015.1,,,0,
20528,>hsa-miR-520a-3p,>ENST00000512932.5,,,0,
20529,>hsa-miR-363-3p,>ENST00000431924.2,,,1,
20530,>hsa-miR-150-5p,>ENST00000548801.1,,,0,
20531,>hsa-miR-196b-5p,>ENST00000591956.1,,,1,
20532,>hsa-miR-411-5p,>ENST00000580458.5,,,1,
20533,>hsa-miR-708-5p,>ENST00000500276.6,,,0,
20534,>hsa-miR-29c-3p,>ENST00000584199.5,,,1,
20535,>hsa-miR-181c-5p,>ENST00000423402.5,,,0,
20536,>hsa-miR-15a-5p,>ENST00000508968.1,,,1,
20537,>hsa-miR-425-5p,>ENST00000519043.5,,,1,
20538,>hsa-miR-433-3p,>ENST00000450589.5,,,1,
20539,>hsa-miR-93-5p,>ENST00000593438.1,,,1,
20540,>hsa-miR-16-5p,>ENST00000443038.1,,,0,
20541,>hsa-miR-200a-3p,>ENST00000505364.1,,,1,
20542,>hsa-miR-93-5p,>ENST00000500358.6,,,0,
20543,>hsa-miR-29c-3p,>ENST00000568363.5,,,1,
20544,>hsa-miR-216a-5p,>ENST00000515466.1,,,0,
20545,>hsa-miR-520c-3p,>ENST00000602823.1,,,1,
20546,>hsa-miR-18b-5p,>ENST00000579383.5,,,1,
20547,>hsa-miR-326,>ENST00000602587.5,,,1,
20548,>hsa-miR-378e,>ENST00000560545.1,,,1,
20549,>hsa-miR-190a-5p,>ENST00000517641.1,,,0,
20550,>hsa-miR-449b-5p,>ENST00000602319.1,,,1,
20551,>hsa-miR-185-5p,>ENST00000562570.1,,,0,
20552,>hsa-miR-330-5p,>ENST00000589508.1,,,1,
20553,>hsa-miR-30c-5p,>ENST00000521159.5,,,0,
20554,>hsa-miR-181d-5p,>ENST00000411804.1,,,0,
20555,>hsa-miR-20a-5p,>ENST00000565959.1,,,1,
20556,>hsa-miR-204-5p,>ENST00000444998.1,,,1,
20557,>hsa-miR-320d,>ENST00000432988.1,,,1,
20558,>hsa-miR-15a-5p,>ENST00000427691.5,,,0,
20559,>hsa-miR-455-5p,>ENST00000527620.5,,,0,
20560,>hsa-miR-372-3p,>ENST00000582866.1,,,1,
20561,>hsa-miR-494-3p,>ENST00000501211.2,,,0,
20562,>hsa-miR-15b-5p,>ENST00000498917.2,,,1,
20563,>hsa-miR-215-5p,>ENST00000428029.6,,,1,
20564,>hsa-miR-181d-5p,>ENST00000521267.5,,,1,
20565,>hsa-miR-223-3p,>ENST00000400282.6,,,1,
20566,>hsa-miR-200c-3p,>ENST00000578293.6,,,1,
20567,>hsa-miR-302a-3p,>ENST00000358772.8,,,0,
20568,>hsa-miR-34c-5p,>ENST00000530002.1,,,0,
20569,>hsa-miR-15b-5p,>ENST00000591332.5,,,1,
20570,>hsa-miR-23a-3p,>ENST00000588612.5,,,1,
20571,>hsa-miR-505-3p,>ENST00000513581.5,,,1,
20572,>hsa-miR-10b-5p,>ENST00000598448.5,,,1,
20573,>hsa-miR-134-5p,>ENST00000445680.1,,,1,
20574,>hsa-miR-20a-5p,>ENST00000439298.5,,,0,
20575,>hsa-miR-506-3p,>ENST00000446528.6,,,1,
20576,>hsa-miR-497-5p,>ENST00000419458.1,,,1,
20577,>hsa-miR-302e,>ENST00000508772.5,,,0,
20578,>hsa-miR-27a-3p,>ENST00000520619.1,,,0,
20579,>hsa-miR-520a-3p,>ENST00000531702.1,,,0,
20580,>hsa-miR-520c-3p,>ENST00000602663.1,,,0,
20581,>hsa-miR-34c-5p,>ENST00000591237.1,,,0,
20582,>hsa-miR-15b-5p,>ENST00000421599.5,,,0,
20583,>hsa-miR-125b-5p,>ENST00000419237.1,,,0,
20584,>hsa-miR-193b-3p,>ENST00000454813.1,,,0,
20585,>hsa-miR-22-3p,>ENST00000572453.1,,,0,
20586,>hsa-miR-376b-3p,>ENST00000444301.5,,,0,
20587,>hsa-miR-15b-5p,>ENST00000540904.1,,,1,
20588,>hsa-miR-93-5p,>ENST00000623598.1,,,1,
20589,>hsa-miR-4295,>ENST00000451828.1,,,0,
20590,>hsa-miR-520d-3p,>ENST00000560248.1,,,1,
20591,>hsa-miR-155-5p,>ENST00000555766.1,,,0,
20592,>hsa-miR-146b-5p,>ENST00000587568.5,,,0,
20593,>hsa-miR-154-5p,>ENST00000430166.5,,,1,
20594,>hsa-miR-17-5p,>ENST00000522193.1,,,1,
20595,>hsa-miR-16-5p,>ENST00000588716.5,,,1,
20596,>hsa-miR-488-3p,>ENST00000451070.1,,,1,
20597,>hsa-miR-141-3p,>ENST00000588925.5,,,0,
20598,>hsa-miR-455-5p,>ENST00000421599.5,,,0,
20599,>hsa-miR-329-3p,>ENST00000449305.5,,,1,
20600,>hsa-miR-195-5p,>ENST00000453722.6,,,1,
20601,>hsa-miR-125a-3p,>ENST00000568764.1,,,1,
20602,>hsa-miR-27b-3p,>ENST00000568363.5,,,0,
20603,>hsa-miR-29b-3p,>ENST00000414142.5,,,0,
20604,>hsa-miR-128-3p,>ENST00000456293.5,,,1,
20605,>hsa-miR-200c-3p,>ENST00000560545.1,,,1,
20606,>hsa-miR-495-3p,>ENST00000414430.5,,,1,
20607,>hsa-miR-17-5p,>ENST00000483289.2,,,0,
20608,>hsa-miR-23c,>ENST00000436656.5,,,1,
20609,>hsa-miR-18a-5p,>ENST00000511893.1,,,0,
20610,>hsa-miR-302d-3p,>ENST00000587694.5,,,0,
20611,>hsa-miR-370-3p,>ENST00000602587.5,,,1,
20612,>hsa-miR-129-5p,>ENST00000427868.6,,,1,
20613,>hsa-miR-320c,>ENST00000593438.1,,,0,
20614,>hsa-miR-378h,>ENST00000451355.2,,,1,
20615,>hsa-miR-135a-5p,>ENST00000436656.5,,,1,
20616,>hsa-miR-145-5p,>ENST00000333145.9,,,1,
20617,>hsa-miR-361-5p,>ENST00000423473.6,,,0,
20618,>hsa-miR-302b-3p,>ENST00000586030.5,,,1,
20619,>hsa-miR-181a-5p,>ENST00000553157.1,,,0,
20620,>hsa-miR-181c-5p,>ENST00000590628.1,,,0,
20621,>hsa-miR-26a-5p,>ENST00000422008.5,,,1,
20622,>hsa-miR-23c,>ENST00000582866.1,,,1,
20623,>hsa-miR-376b-3p,>ENST00000456685.5,,,0,
20624,>hsa-miR-539-5p,>ENST00000563205.1,,,0,
20625,>hsa-miR-4500,>ENST00000594557.1,,,0,
20626,>hsa-miR-19a-3p,>ENST00000432735.5,,,1,
20627,>hsa-miR-761,>ENST00000599749.5,,,1,
20628,>hsa-miR-497-5p,>ENST00000595459.5,,,0,
20629,>hsa-miR-3619-5p,>ENST00000429932.1,,,0,
20630,>hsa-miR-29c-3p,>ENST00000514291.1,,,1,
20631,>hsa-miR-23b-3p,>ENST00000450589.5,,,1,
20632,>hsa-miR-29c-3p,>ENST00000431268.5,,,1,
20633,>hsa-miR-34a-5p,>ENST00000564194.5,,,0,
20634,>hsa-miR-599,>ENST00000428584.5,,,0,
20635,>hsa-miR-495-3p,>ENST00000600183.5,,,0,
20636,>hsa-miR-429,>ENST00000589907.5,,,0,
20637,>hsa-miR-371a-5p,>ENST00000580458.5,,,1,
20638,>hsa-miR-7-5p,>ENST00000448049.1,,,0,
20639,>hsa-miR-3666,>ENST00000430416.5,,,0,
20640,>hsa-miR-122-5p,>ENST00000579174.5,,,1,
20641,>hsa-miR-216a-5p,>ENST00000560706.5,,,1,
20642,>hsa-miR-374a-5p,>ENST00000416952.5,,,1,
20643,>hsa-miR-302e,>ENST00000517550.1,,,1,
20644,>hsa-miR-18b-5p,>ENST00000539975.5,,,1,
20645,>hsa-miR-302b-3p,>ENST00000453289.1,,,0,
20646,>hsa-miR-425-5p,>ENST00000562082.1,,,1,
20647,>hsa-miR-33a-5p,>ENST00000601445.5,,,1,
20648,>hsa-miR-340-5p,>ENST00000552781.2,,,1,
20649,>hsa-miR-16-5p,>ENST00000420651.2,,,1,
20650,>hsa-miR-107,>ENST00000589830.1,,,1,
20651,>hsa-miR-19a-3p,>ENST00000412788.5,,,1,
20652,>hsa-miR-148b-3p,>ENST00000581192.1,,,1,
20653,>hsa-miR-26b-5p,>ENST00000476405.1,,,1,
20654,>hsa-miR-29b-3p,>ENST00000479395.2,,,1,
20655,>hsa-miR-122-5p,>ENST00000500733.6,,,0,
20656,>hsa-miR-144-3p,>ENST00000425771.5,,,0,
20657,>hsa-miR-29a-3p,>ENST00000507826.1,,,0,
20658,>hsa-miR-153-3p,>ENST00000566293.1,,,0,
20659,>hsa-miR-590-3p,>ENST00000573950.5,,,0,
20660,>hsa-miR-153-3p,>ENST00000452051.1,,,1,
20661,>hsa-miR-155-5p,>ENST00000465215.1,,,1,
20662,>hsa-miR-16-5p,>ENST00000438538.1,,,1,
20663,>hsa-miR-520a-3p,>ENST00000550118.2,,,0,
20664,>hsa-miR-16-5p,>ENST00000447413.1,,,0,
20665,>hsa-miR-9-5p,>ENST00000415640.1,,,1,
20666,>hsa-miR-181a-5p,>ENST00000594959.5,,,1,
20667,>hsa-miR-200a-3p,>ENST00000587743.1,,,1,
20668,>hsa-miR-17-5p,>ENST00000413706.1,,,0,
20669,>hsa-miR-16-5p,>ENST00000586974.5,,,0,
20670,>hsa-miR-208b-3p,>ENST00000553176.1,,,1,
20671,>hsa-miR-216b-5p,>ENST00000529328.1,,,0,
20672,>hsa-miR-122-5p,>ENST00000603347.5,,,1,
20673,>hsa-miR-4429,>ENST00000418442.1,,,0,
20674,>hsa-miR-140-5p,>ENST00000441749.1,,,0,
20675,>hsa-miR-106a-5p,>ENST00000594398.1,,,0,
20676,>hsa-miR-497-5p,>ENST00000592689.5,,,1,
20677,>hsa-miR-876-5p,>ENST00000421927.1,,,1,
20678,>hsa-miR-371a-5p,>ENST00000419458.1,,,1,
20679,>hsa-miR-29a-3p,>ENST00000430643.1,,,0,
20680,>hsa-miR-18a-5p,>ENST00000358073.2,,,0,
20681,>hsa-miR-424-5p,>ENST00000554852.5,,,1,
20682,>hsa-miR-320b,>ENST00000582733.5,,,1,
20683,>hsa-miR-17-5p,>ENST00000599755.5,,,0,
20684,>hsa-miR-15a-5p,>ENST00000540904.1,,,1,
20685,>hsa-miR-302c-3p,>ENST00000566531.1,,,1,
20686,>hsa-miR-16-5p,>ENST00000420006.5,,,0,
20687,>hsa-miR-106b-5p,>ENST00000437621.6,,,0,
20688,>hsa-miR-134-5p,>ENST00000442860.5,,,0,
20689,>hsa-miR-302a-3p,>ENST00000453876.1,,,0,
20690,>hsa-miR-148b-3p,>ENST00000431767.5,,,0,
20691,>hsa-miR-29a-3p,>ENST00000587694.5,,,0,
20692,>hsa-miR-191-5p,>ENST00000562570.1,,,1,
20693,>hsa-miR-155-5p,>ENST00000590807.5,,,1,
20694,>hsa-miR-130a-3p,>ENST00000496733.6,,,1,
20695,>hsa-miR-485-5p,>ENST00000502789.2,,,1,
20696,>hsa-miR-539-5p,>ENST00000589440.1,,,1,
20697,>hsa-miR-324-5p,>ENST00000421648.1,,,0,
20698,>hsa-miR-320d,>ENST00000560706.5,,,1,
20699,>hsa-miR-30b-5p,>ENST00000521507.5,,,1,
20700,>hsa-miR-301a-3p,>ENST00000520432.1,,,0,
20701,>hsa-miR-761,>ENST00000444301.5,,,0,
20702,>hsa-miR-199a-5p,>ENST00000578293.6,,,0,
20703,>hsa-miR-4500,>ENST00000499418.2,,,0,
20704,>hsa-miR-93-5p,>ENST00000413706.1,,,0,
20705,>hsa-miR-455-5p,>ENST00000564206.1,,,1,
20706,>hsa-miR-32-5p,>ENST00000412067.1,,,1,
20707,>hsa-miR-221-3p,>ENST00000440150.5,,,0,
20708,>hsa-miR-211-5p,>ENST00000318291.4,,,0,
20709,>hsa-miR-320b,>ENST00000560395.5,,,1,
20710,>hsa-miR-449b-5p,>ENST00000602091.1,,,1,
20711,>hsa-miR-211-5p,>ENST00000425771.5,,,0,
20712,>hsa-miR-200b-3p,>ENST00000456429.5,,,1,
20713,>hsa-miR-19a-3p,>ENST00000451894.6,,,0,
20714,>hsa-miR-378a-3p,>ENST00000602498.1,,,1,
20715,>hsa-miR-23c,>ENST00000425991.1,,,0,
20716,>hsa-miR-216b-5p,>ENST00000534671.1,,,0,
20717,>hsa-miR-23c,>ENST00000559356.1,,,1,
20718,>hsa-miR-4429,>ENST00000579024.5,,,1,
20719,>hsa-miR-876-5p,>ENST00000565256.1,,,0,
20720,>hsa-miR-29b-3p,>ENST00000439943.5,,,0,
20721,>hsa-miR-328-3p,>ENST00000532358.5,,,0,
20722,>hsa-miR-302c-3p,>ENST00000589451.1,,,0,
20723,>hsa-miR-200a-3p,>ENST00000508015.1,,,1,
20724,>hsa-miR-17-5p,>ENST00000602516.1,,,1,
20725,>hsa-miR-3666,>ENST00000555578.1,,,0,
20726,>hsa-miR-195-5p,>ENST00000517774.1,,,0,
20727,>hsa-miR-195-5p,>ENST00000447424.5,,,1,
20728,>hsa-miR-296-3p,>ENST00000597578.1,,,1,
20729,>hsa-miR-302b-3p,>ENST00000627197.1,,,1,
20730,>hsa-miR-3666,>ENST00000456104.5,,,1,
20731,>hsa-miR-362-3p,>ENST00000526617.1,,,1,
20732,>hsa-miR-320b,>ENST00000599421.1,,,0,
20733,>hsa-miR-92b-3p,>ENST00000593928.5,,,0,
20734,>hsa-miR-361-5p,>ENST00000422183.5,,,1,
20735,>hsa-miR-4770,>ENST00000437621.6,,,1,
20736,>hsa-miR-139-5p,>ENST00000420279.5,,,0,
20737,>hsa-miR-488-3p,>ENST00000484550.1,,,0,
20738,>hsa-miR-193b-3p,>ENST00000428100.1,,,1,
20739,>hsa-miR-3666,>ENST00000417942.5,,,1,
20740,>hsa-miR-195-5p,>ENST00000514114.5,,,0,
20741,>hsa-miR-23c,>ENST00000521609.5,,,1,
20742,>hsa-miR-376a-3p,>ENST00000584485.1,,,1,
20743,>hsa-miR-30a-5p,>ENST00000423031.1,,,0,
20744,>hsa-miR-149-5p,>ENST00000603948.5,,,0,
20745,>hsa-miR-300,>ENST00000469301.1,,,0,
20746,>hsa-miR-23c,>ENST00000484698.5,,,0,
20747,>hsa-miR-122-5p,>ENST00000505541.1,,,0,
20748,>hsa-miR-30d-5p,>ENST00000423999.2,,,0,
20749,>hsa-miR-15b-5p,>ENST00000587253.5,,,0,
20750,>hsa-miR-411-5p,>ENST00000599315.5,,,1,
20751,>hsa-miR-302a-3p,>ENST00000526243.1,,,0,
20752,>hsa-miR-519d-3p,>ENST00000602498.1,,,1,
20753,>hsa-miR-27a-3p,>ENST00000588244.5,,,1,
20754,>hsa-miR-143-3p,>ENST00000588027.5,,,1,
20755,>hsa-miR-367-3p,>ENST00000585451.5,,,0,
20756,>hsa-miR-16-5p,>ENST00000594752.5,,,1,
20757,>hsa-miR-107,>ENST00000412751.5,,,0,
20758,>hsa-miR-16-5p,>ENST00000382313.2,,,0,
20759,>hsa-miR-761,>ENST00000573187.1,,,1,
20760,>hsa-miR-495-3p,>ENST00000561275.5,,,1,
20761,>hsa-miR-185-5p,>ENST00000591332.5,,,0,
20762,>hsa-miR-302d-3p,>ENST00000592750.5,,,0,
20763,>hsa-miR-10a-5p,>ENST00000598150.5,,,1,
20764,>hsa-miR-19b-3p,>ENST00000555379.1,,,0,
20765,>hsa-miR-106b-5p,>ENST00000517641.1,,,1,
20766,>hsa-miR-193b-3p,>ENST00000439321.1,,,1,
20767,>hsa-miR-19a-3p,>ENST00000414659.5,,,1,
