,Seqname,0,1,2,3,4,5,6,7,8
1421,ENST00000665518.1,-0.25272,-0.267559,0.94454,-0.222081,-0.223081,0.995516,-206,0.110957,-0.285319
1422,ENST00000653814.1,-0.106116,-0.116808,0.90847,-0.107654,-0.109636,0.981921,-347,0.125346,-0.319521
1423,ENST00000659494.1,-0.110391,-0.117955,0.93587,-0.11795,-0.117794,1.001317,-349.2,0.120849,-0.321843
1424,ENST00000653415.1,-0.056956,-0.063779,0.893026,-0.066541,-0.067719,0.982614,-621.9,0.111653,-0.336891
1425,ENST00000655737.1,-0.204661,-0.216606,0.944854,-0.192433,-0.19393,0.99228,-234.1,0.121172,-0.311303
1426,ENST00000663620.1,-0.0453,-0.052287,0.866375,-0.063112,-0.065247,0.967284,-575.7,0.114102,-0.336667
1427,ENST00000667249.1,-0.127097,-0.143026,0.888633,-0.129485,-0.130492,0.992282,-340,0.12337,-0.340681
1428,ENST00000658620.1,-0.319619,-0.327505,0.97592,-0.231197,-0.23776,0.972399,-157.3,0.119863,-0.268889
1429,ENST00000668055.1,-0.122732,-0.141959,0.864558,-0.10884,-0.113185,0.961605,-435.7,0.109449,-0.342801
1430,ENST00000661019.1,-0.072895,-0.080985,0.900103,-0.075908,-0.074278,1.021932,-489.7,0.113139,-0.29769
1431,ENST00000660044.1,-0.176653,-0.195443,0.903858,-0.140742,-0.144344,0.975052,-310.5,0.122566,-0.355263
1432,ENST00000663582.1,-0.081135,-0.101073,0.802735,-0.097496,-0.099092,0.983893,-376.9,0.13253,-0.348981
1433,ENST00000652813.1,-0.224287,-0.244078,0.918917,-0.194121,-0.199587,0.972611,-230.9,0.131619,-0.348792
1434,ENST00000661179.1,-0.039525,-0.048873,0.808728,-0.059091,-0.058802,1.00491,-620.5,0.110259,-0.297317
1435,ENST00000659856.1,-0.023028,-0.028274,0.814466,-0.029458,-0.030266,0.973308,-1108.3,0.110554,-0.308547
1436,ENST00000663127.1,-0.03007,-0.035802,0.839888,-0.035211,-0.035418,0.994171,-1082.6,0.105423,-0.299474
1437,ENST00000446816.1,-0.09467,-0.110505,0.856696,-0.074291,-0.078591,0.945282,-637.8,0.12844,-0.417682
1438,ENST00000666290.1,-0.03542,-0.042525,0.832919,-0.037074,-0.038707,0.957808,-1110.3,0.108308,-0.373336
1439,ENST00000665242.1,-0.023477,-0.029953,0.783791,-0.02316,-0.024867,0.931343,-1356.1,0.121287,-0.372862
1440,ENST00000628232.2,-0.259671,-0.26296,0.98749,-0.271686,-0.265455,1.023472,-196.3,0.105678,-0.309134
1441,ENST00000629719.2,-0.379573,-0.391825,0.968731,-0.32686,-0.326493,1.001126,-192.8,0.092562,-0.318152
1442,ENST00000626582.2,-0.127444,-0.146976,0.867107,-0.125334,-0.131379,0.953985,-329.7,0.114433,-0.339547
1443,ENST00000628580.2,-0.213409,-0.24613,0.867057,-0.159778,-0.177778,0.898752,-257.4,0.138889,-0.39661
1444,ENST00000629439.2,-0.31272,-0.323193,0.967595,-0.244938,-0.243863,1.00441,-194.6,0.106084,-0.303115
1445,ENST00000627992.3,-0.036578,-0.052577,0.695702,-0.04839,-0.053363,0.90681,-632,0.116602,-0.350721
1446,ENST00000629547.2,-0.122814,-0.14654,0.83809,-0.144364,-0.149372,0.966477,-275.7,0.136732,-0.319097
1447,ENST00000626865.2,-0.630147,-0.627529,1.004172,-0.442034,-0.433589,1.019476,-130.4,0.095349,-0.302552
1448,ENST00000628165.2,-1.20474,-1.216857,0.990042,-0.92362,-0.924423,0.999131,-103,0.11194,-0.3829
1449,ENST00000627172.2,-0.139643,-0.140546,0.993577,-0.138595,-0.140315,0.987737,-279.6,0.119718,-0.281005
1450,ENST00000626718.2,-0.156991,-0.168564,0.931344,-0.17867,-0.179469,0.995547,-254.9,0.124352,-0.329754
1451,ENST00000427168.6,-0.46921,-0.469491,0.999401,-0.376584,-0.370626,1.016074,-126.1,0.118012,-0.260537
1452,ENST00000626456.2,-0.188844,-0.192967,0.978635,-0.172395,-0.165877,1.039295,-249.7,0.110485,-0.281194
1453,ENST00000593090.5,-0.404262,-0.411041,0.983508,-0.328504,-0.318112,1.032669,-178.1,0.09901,-0.29341
1454,ENST00000628238.2,-0.269424,-0.279162,0.965116,-0.236379,-0.228543,1.034286,-205,0.106648,-0.283541
1455,ENST00000625348.2,-0.26757,-0.268678,0.995876,-0.301568,-0.289479,1.041762,-146.9,0.117544,-0.257268
1456,ENST00000609565.5,-0.210833,-0.209704,1.005383,-0.188265,-0.179399,1.049421,-199.5,0.12069,-0.264238
1457,ENST00000610172.5,-0.306991,-0.313936,0.977879,-0.270313,-0.268443,1.006965,-203,0.099024,-0.28273
1458,ENST00000606100.5,-0.237377,-0.241136,0.984413,-0.234031,-0.226747,1.032126,-197.3,0.116592,-0.294478
1459,ENST00000606849.5,-0.321727,-0.317967,1.011822,-0.285692,-0.274785,1.039693,-184.5,0.091181,-0.275373
1460,ENST00000612373.4,-0.6079,-0.606632,1.00209,-0.455064,-0.443853,1.025259,-127.1,0.105747,-0.291514
1461,ENST00000653994.1,-0.032722,-0.039852,0.821071,-0.04139,-0.043271,0.956537,-853.4,0.1079,-0.32839
1462,ENST00000660098.1,-0.042051,-0.048756,0.862471,-0.041852,-0.042883,0.975957,-749.8,0.114835,-0.334882
1463,ENST00000660493.1,-0.150505,-0.162329,0.927161,-0.141318,-0.140964,1.002514,-285.3,0.122492,-0.300949
1464,ENST00000657397.1,-0.294899,-0.336987,0.875103,-0.197164,-0.212611,0.92735,-260.7,0.121396,-0.395
1465,ENST00000457339.5,-0.029603,-0.030942,0.956716,-0.045266,-0.044701,1.012643,-616.4,0.113365,-0.245089
1466,ENST00000665546.1,-0.116986,-0.114138,1.024945,-0.112053,-0.108804,1.029866,-319.4,0.106834,-0.250706
1467,ENST00000662971.1,-0.057234,-0.058083,0.985379,-0.059583,-0.058015,1.02703,-527.6,0.10886,-0.248516
1468,ENST00000670646.1,-0.063297,-0.062775,1.008308,-0.092549,-0.091022,1.016779,-321.7,0.121655,-0.260697
1469,ENST00000664900.1,-0.106974,-0.106295,1.006387,-0.107825,-0.10464,1.030438,-298.2,0.108969,-0.249749
1470,ENST00000666914.1,-0.08661,-0.085625,1.011508,-0.086071,-0.083316,1.033067,-363.8,0.12294,-0.249691
1471,ENST00000654682.1,-0.107254,-0.109119,0.982908,-0.103872,-0.101108,1.027337,-271.2,0.124088,-0.24722
1472,ENST00000666729.1,-0.103935,-0.102073,1.018241,-0.098162,-0.094472,1.039061,-327.3,0.119048,-0.25119
1473,ENST00000655865.1,-0.124643,-0.121996,1.021703,-0.132412,-0.127159,1.041311,-260.3,0.125245,-0.254448
1474,ENST00000656014.1,-0.10373,-0.104249,0.995021,-0.121947,-0.118854,1.026026,-314.2,0.124573,-0.26786
1475,ENST00000670892.1,-0.032841,-0.032504,1.010375,-0.042292,-0.040951,1.032742,-568.9,0.11587,-0.256377
1476,ENST00000670829.1,-0.07671,-0.079408,0.966029,-0.095193,-0.093372,1.019502,-402.1,0.116848,-0.27298
1477,ENST00000659399.1,-0.054457,-0.056642,0.961419,-0.067731,-0.066498,1.018545,-523.3,0.106477,-0.256645
1478,ENST00000314481.3,-0.040651,-0.043085,0.943504,-0.050248,-0.049537,1.01436,-661.1,0.114907,-0.293171
1479,ENST00000658538.1,-0.055609,-0.061641,0.902149,-0.066825,-0.066621,1.003055,-521.3,0.117889,-0.305569
1480,ENST00000421767.1,-0.03888,-0.045536,0.853827,-0.041833,-0.043141,0.969688,-1727,0.112317,-0.367291
1481,ENST00000416572.1,-0.281312,-0.288639,0.974616,-0.290536,-0.286115,1.015449,-170.9,0.126126,-0.307374
1482,ENST00000438894.1,-0.342512,-0.337656,1.014381,-0.331669,-0.317511,1.04459,-146.8,0.108818,-0.274906
1483,ENST00000638517.1,-0.005458,-0.008321,0.65585,-0.022095,-0.023215,0.951748,-1665.5,0.109957,-0.36042
1484,ENST00000640964.1,-0.016403,-0.0178,0.921533,-0.022968,-0.023249,0.987923,-1319.2,0.114661,-0.326615
1485,ENST00000416366.1,-0.589716,-0.626149,0.941815,-0.442745,-0.453031,0.977296,-262.7,0.132948,-0.505192
1486,ENST00000442578.5,-0.147324,-0.144297,1.02098,-0.124447,-0.120842,1.029829,-291.7,0.120197,-0.287106
1487,ENST00000638592.1,-0.026647,-0.033224,0.802041,-0.038674,-0.039621,0.976085,-683.5,0.117699,-0.3023
1488,ENST00000450353.3,-0.100448,-0.111684,0.899395,-0.081018,-0.08521,0.950809,-461.5,0.114439,-0.354183
1489,ENST00000412091.1,-0.249995,-0.279915,0.893109,-0.21674,-0.228291,0.949403,-250.4,0.120411,-0.367155
1490,ENST00000654214.1,-0.197888,-0.223213,0.886544,-0.192008,-0.199114,0.964312,-204,0.127243,-0.332248
1491,ENST00000573259.5,-0.044868,-0.051757,0.866888,-0.045691,-0.047147,0.969119,-706.2,0.113667,-0.312202
1492,ENST00000576410.5,-0.037519,-0.043832,0.855972,-0.048807,-0.050342,0.969511,-716.6,0.115589,-0.31722
1493,ENST00000574846.5,-0.255491,-0.279088,0.915449,-0.220998,-0.233011,0.948443,-176.2,0.132979,-0.311858
1494,ENST00000576096.5,-0.271554,-0.291416,0.931843,-0.274648,-0.276468,0.993416,-176.2,0.126079,-0.303793
1495,ENST00000576702.5,-0.317533,-0.330816,0.959848,-0.217193,-0.2196,0.98904,-179.4,0.112593,-0.265385
1496,ENST00000575766.1,-0.442139,-0.456716,0.968083,-0.364943,-0.360142,1.013329,-139.8,0.10566,-0.263277
1497,ENST00000665340.1,-0.044438,-0.052503,0.846388,-0.047518,-0.048579,0.978159,-683.7,0.111767,-0.288238
1498,ENST00000660874.1,-0.90793,-0.903504,1.004899,-0.663778,-0.641626,1.034525,-75.7,0.115727,-0.223964
1499,ENST00000654845.1,-0.043855,-0.047371,0.925785,-0.051596,-0.051674,0.998502,-731.6,0.108731,-0.295596
1500,ENST00000486906.2,-0.305355,-0.314938,0.969572,-0.242502,-0.242604,0.99958,-178.6,0.103953,-0.261111
1501,ENST00000653232.1,-0.059979,-0.064427,0.930955,-0.059169,-0.05806,1.01909,-533.2,0.108333,-0.261244
1502,ENST00000332558.8,-0.071456,-0.077741,0.919164,-0.060384,-0.061725,0.978273,-697.9,0.115173,-0.349299
1503,ENST00000573229.1,-0.2914,-0.31305,0.930843,-0.255109,-0.26048,0.979379,-213.9,0.138333,-0.355907
1504,ENST00000611604.2,-0.018777,-0.035441,0.529805,-0.043802,-0.04809,0.910832,-814.4,0.118247,-0.414875
1505,ENST00000630208.1,-0.028311,-0.032475,0.87178,-0.026618,-0.027499,0.967973,-1468,0.111277,-0.312274
1506,ENST00000542933.5,-0.123501,-0.139731,0.883844,-0.100535,-0.102815,0.977824,-495.4,0.126333,-0.406066
1507,ENST00000429892.5,-0.077508,-0.095411,0.812359,-0.0736,-0.078164,0.9416,-570.4,0.1125,-0.375148
1508,ENST00000537157.5,-0.497697,-0.543188,0.916252,-0.345252,-0.368816,0.936109,-234.9,0.117155,-0.490397
1509,ENST00000428029.6,-0.131308,-0.14433,0.909775,-0.124591,-0.127045,0.980688,-394.2,0.121212,-0.384961
1510,ENST00000541694.5,-0.151628,-0.169117,0.896584,-0.144453,-0.147417,0.979893,-311.1,0.116705,-0.355543
1511,ENST00000543167.5,-0.051799,-0.066508,0.778838,-0.097093,-0.100872,0.962539,-342.5,0.117202,-0.323418
1512,ENST00000535643.5,-0.159518,-0.174629,0.913465,-0.139726,-0.14276,0.978747,-334.1,0.103653,-0.329487
1513,ENST00000543334.5,-0.070509,-0.081622,0.863847,-0.106399,-0.106411,0.999893,-393.1,0.103044,-0.30663
1514,ENST00000535614.5,-0.433866,-0.474793,0.913801,-0.382289,-0.394721,0.968506,-213.5,0.110647,-0.444792
1515,ENST00000538335.1,-0.33016,-0.376631,0.876615,-0.267868,-0.284642,0.94107,-309,0.120827,-0.490476
1516,ENST00000654922.1,-0.110377,-0.124876,0.883895,-0.101031,-0.102939,0.981463,-394.6,0.111922,-0.318963
1517,ENST00000656108.1,-0.131095,-0.144399,0.90787,-0.108422,-0.110102,0.984739,-383.3,0.118629,-0.336523
1518,ENST00000666283.1,-0.027023,-0.032633,0.828094,-0.030184,-0.030798,0.980078,-1029.8,0.115059,-0.335549
1519,ENST00000665200.1,-0.318916,-0.341677,0.933385,-0.249587,-0.255201,0.978003,-199.5,0.116641,-0.309783
1520,ENST00000674829.1,-0.189772,-0.197676,0.960016,-0.135023,-0.134742,1.00208,-317.6,0.109537,-0.299623
1521,ENST00000656645.1,-0.107993,-0.112747,0.95784,-0.105332,-0.105552,0.997916,-389.9,0.107196,-0.29206
1522,ENST00000675279.1,-0.066601,-0.072378,0.920185,-0.069963,-0.070646,0.990325,-596.3,0.115313,-0.369455
1523,ENST00000675949.1,-0.1339,-0.140379,0.953841,-0.115023,-0.115387,0.996846,-342.1,0.117012,-0.307644
1524,ENST00000340510.8,-0.058181,-0.065736,0.885073,-0.046692,-0.047827,0.976267,-1059,0.120735,-0.347327
1525,ENST00000668152.1,-0.096322,-0.098928,0.973656,-0.110533,-0.107353,1.029622,-361.4,0.110939,-0.280155
1526,ENST00000658784.1,-0.178499,-0.181445,0.983764,-0.135183,-0.131769,1.025902,-316.4,0.107273,-0.287375
1527,ENST00000421331.1,-0.050639,-0.061513,0.823219,-0.047628,-0.050583,0.941582,-776.1,0.11567,-0.338613
1528,ENST00000397787.5,-0.037146,-0.045974,0.807979,-0.03312,-0.036811,0.89973,-1553.1,0.121203,-0.45346
1529,ENST00000534336.1,-0.003661,-0.006765,0.5411,-0.009409,-0.010195,0.922951,-2487.3,0.110716,-0.285634
1530,ENST00000617791.1,-0.840504,-0.828723,1.014217,-0.563547,-0.553588,1.01799,-68.3,0.101781,-0.17335
1531,ENST00000610481.1,-0.671303,-0.681144,0.985552,-0.505096,-0.510489,0.989436,-85.5,0.125,-0.24221
1532,ENST00000508832.2,-0.091906,-0.088958,1.033134,-0.097251,-0.091916,1.058047,-401.7,0.098814,-0.26445
1533,ENST00000616527.4,-0.256868,-0.246525,1.041959,-0.26348,-0.248884,1.058645,-148.1,0.112084,-0.258916
1534,ENST00000620465.4,-0.751529,-0.747161,1.005846,-0.608495,-0.595223,1.022297,-83.1,0.114458,-0.24955
1535,ENST00000618132.1,-0.249265,-0.246839,1.009829,-0.241656,-0.231215,1.045154,-193.2,0.103591,-0.266483
1536,ENST00000613376.1,-2.919856,-2.907838,1.004133,-2.249694,-2.237036,1.005658,-35.9,0.10687,-0.27197
1537,ENST00000618227.1,-0.335851,-0.344867,0.973856,-0.264267,-0.258793,1.021153,-164.7,0.126689,-0.27774
1538,ENST00000617489.1,-1.027793,-1.025351,1.002382,-0.641359,-0.630822,1.016703,-75.7,0.107256,-0.23805
1539,ENST00000616691.1,-0.361755,-0.36086,1.002479,-0.281005,-0.274929,1.0221,-172.5,0.114334,-0.293867
1540,ENST00000647665.1,-0.00822,-0.012736,0.645426,-0.018762,-0.019723,0.951281,-1555.5,0.109859,-0.31875
1541,ENST00000662214.1,-0.015374,-0.022983,0.668905,-0.019669,-0.021457,0.916707,-1228.5,0.113668,-0.344697
1542,ENST00000424684.2,-0.008887,-0.014344,0.619544,-0.013768,-0.015399,0.894101,-1929.97,0.113888,-0.368104
1543,ENST00000667152.1,-0.152162,-0.152101,1.000405,-0.148714,-0.144045,1.032408,-313.7,0.095631,-0.258402
1544,ENST00000619222.4,-0.033743,-0.034656,0.973649,-0.03343,-0.032845,1.017813,-890.9,0.106187,-0.2563
1545,ENST00000658644.1,-0.098061,-0.09724,1.008445,-0.104728,-0.100754,1.039435,-326.4,0.108175,-0.269307
1546,ENST00000656642.1,-0.144611,-0.149746,0.965711,-0.117894,-0.115535,1.020423,-267.3,0.120344,-0.255057
1547,ENST00000456342.6,-0.233748,-0.233372,1.001612,-0.174854,-0.171774,1.017932,-214,0.117506,-0.256287
1548,ENST00000419952.6,-0.122815,-0.124509,0.986394,-0.124668,-0.120892,1.031236,-306.5,0.102151,-0.235226
1549,ENST00000657710.1,-0.077927,-0.07782,1.001378,-0.073459,-0.069547,1.056258,-422.4,0.10619,-0.239728
1550,ENST00000445461.7,-0.177249,-0.18025,0.983351,-0.179747,-0.171831,1.046067,-187,0.128866,-0.240669
1551,ENST00000667703.1,-0.274574,-0.273385,1.004351,-0.209996,-0.202912,1.034914,-182.1,0.112022,-0.248431
1552,ENST00000602892.5,-0.27498,-0.273634,1.004919,-0.28615,-0.278004,1.029302,-167.6,0.11129,-0.269887
1553,ENST00000665230.1,-0.143426,-0.143246,1.001261,-0.114974,-0.111487,1.031281,-314.9,0.103781,-0.253135
1554,ENST00000664445.1,-0.041884,-0.043569,0.96133,-0.048383,-0.047585,1.01677,-750.2,0.102907,-0.250568
1555,ENST00000656690.1,-0.159649,-0.165357,0.965476,-0.128894,-0.12613,1.021917,-311.9,0.098842,-0.277491
1556,ENST00000665504.1,-0.069937,-0.075116,0.931054,-0.069649,-0.070261,0.991295,-548.64,0.103183,-0.281498
1557,ENST00000670980.1,-0.08966,-0.088942,1.008076,-0.084337,-0.080067,1.053324,-383,0.107098,-0.238332
1558,ENST00000652938.1,-0.167299,-0.162882,1.027119,-0.193533,-0.183181,1.056511,-200.5,0.114286,-0.248759
1559,ENST00000658826.1,-0.093288,-0.102194,0.91285,-0.080937,-0.082656,0.979208,-429,0.108979,-0.294521
1560,ENST00000665282.1,-0.380155,-0.371888,1.022228,-0.252141,-0.238988,1.055035,-140.4,0.115824,-0.228664
1561,ENST00000664910.1,-0.194548,-0.192374,1.011297,-0.177224,-0.169317,1.046702,-224.8,0.104143,-0.251454
1562,ENST00000659105.1,-0.207668,-0.210223,0.987847,-0.199171,-0.191914,1.037818,-214.9,0.098964,-0.247011
1563,ENST00000667804.1,-0.057593,-0.05871,0.980975,-0.060283,-0.058933,1.022911,-621.8,0.101801,-0.260385
1564,ENST00000656619.1,-0.390535,-0.383508,1.018323,-0.294371,-0.285224,1.032071,-117.1,0.143898,-0.212909
1565,ENST00000665779.1,-0.034124,-0.035244,0.96822,-0.046187,-0.045172,1.022471,-789.94,0.099268,-0.214192
1566,ENST00000660532.1,-0.117272,-0.117118,1.001313,-0.118286,-0.112393,1.05243,-276,0.114058,-0.243816
1567,ENST00000655197.1,-0.21082,-0.20676,1.019636,-0.207275,-0.198549,1.043951,-187.3,0.11245,-0.250401
1568,ENST00000662647.1,-0.311387,-0.313758,0.992445,-0.268606,-0.261046,1.02896,-170.6,0.10104,-0.253116
1569,ENST00000657060.1,-0.385551,-0.399255,0.965674,-0.32264,-0.31948,1.009891,-143.2,0.123596,-0.267664
1570,ENST00000671218.1,-0.111355,-0.120091,0.927257,-0.093411,-0.094763,0.985732,-414,0.103989,-0.294662
1571,ENST00000669307.1,-0.334966,-0.334895,1.000213,-0.260303,-0.254593,1.022427,-184.9,0.101302,-0.267197
1572,ENST00000667011.1,-0.186174,-0.186393,0.998824,-0.198344,-0.193008,1.027649,-216.9,0.107143,-0.257907
1573,ENST00000665189.1,-0.315101,-0.317187,0.993424,-0.283658,-0.279035,1.016568,-166.1,0.093883,-0.235938
1574,ENST00000660455.1,-0.122585,-0.114025,1.075064,-0.136801,-0.127895,1.069633,-268.9,0.101562,-0.209914
1575,ENST00000660213.1,-0.140885,-0.141614,0.994857,-0.126964,-0.122765,1.034205,-289.8,0.097774,-0.230183
1576,ENST00000661987.1,-0.102445,-0.101321,1.011091,-0.10697,-0.103419,1.034332,-361.2,0.099796,-0.245047
1577,ENST00000661403.1,-0.123741,-0.121236,1.020658,-0.114412,-0.109393,1.045876,-271,0.101896,-0.213891
1578,ENST00000659192.1,-0.420118,-0.425477,0.987406,-0.366905,-0.359971,1.019261,-129.1,0.12253,-0.254635
1579,ENST00000665243.1,-0.215092,-0.20826,1.032801,-0.194524,-0.182329,1.066884,-175.2,0.124332,-0.233912
1580,ENST00000660287.1,-0.253787,-0.247993,1.023362,-0.215054,-0.207199,1.037911,-166.4,0.103651,-0.195765
1581,ENST00000670446.1,-0.175401,-0.169615,1.034112,-0.175303,-0.167376,1.047358,-220.8,0.09816,-0.225536
1582,ENST00000663516.1,-0.143197,-0.141378,1.01287,-0.127357,-0.120653,1.055561,-257.4,0.106906,-0.243289
1583,ENST00000602901.6,-0.650199,-0.647306,1.00447,-0.459892,-0.445525,1.032249,-86.1,0.122353,-0.202113
1584,ENST00000670108.1,-0.616072,-0.614702,1.002229,-0.483716,-0.479584,1.008616,-101.9,0.121281,-0.232648
1585,ENST00000666704.1,-0.051478,-0.05072,1.014936,-0.075744,-0.071597,1.057911,-459.6,0.102711,-0.2395
1586,ENST00000666517.1,-0.032892,-0.034431,0.955283,-0.032194,-0.031317,1.02799,-927.4,0.10277,-0.256826
1587,ENST00000671666.1,-0.107248,-0.10061,1.065978,-0.114597,-0.108015,1.060934,-262,0.110942,-0.198937
1588,ENST00000654245.1,-0.135404,-0.143341,0.944631,-0.117139,-0.114499,1.023059,-306.8,0.105929,-0.242338
1589,ENST00000654560.1,-0.076787,-0.083221,0.922688,-0.076762,-0.076876,0.998514,-456.3,0.109538,-0.280627
1590,ENST00000663776.1,-0.122537,-0.127319,0.962441,-0.109819,-0.107617,1.020461,-329.9,0.114148,-0.26498
1591,ENST00000667869.1,-0.141222,-0.142176,0.99329,-0.128762,-0.125853,1.023111,-339.2,0.099843,-0.266457
1592,ENST00000668571.1,-0.252764,-0.246451,1.025616,-0.21726,-0.205364,1.057927,-147,0.119293,-0.216176
1593,ENST00000667777.1,-0.110736,-0.105959,1.04508,-0.112797,-0.106008,1.064042,-269.7,0.104418,-0.216453
1594,ENST00000661418.1,-0.379542,-0.375618,1.010446,-0.287284,-0.277539,1.03511,-125.9,0.132275,-0.221655
1595,ENST00000654176.1,-0.343867,-0.342639,1.003584,-0.259493,-0.249066,1.041864,-140.5,0.141653,-0.236532
1596,ENST00000602620.2,-0.224828,-0.22562,0.996492,-0.184513,-0.178998,1.03081,-190,0.1169,-0.241117
1597,ENST00000670888.1,-0.136191,-0.138075,0.986359,-0.125334,-0.122514,1.023016,-321.8,0.11453,-0.274808
1598,ENST00000669537.1,-0.124784,-0.125919,0.990991,-0.126238,-0.122416,1.031225,-301.2,0.109308,-0.256997
1599,ENST00000662969.1,-0.22175,-0.220056,1.007697,-0.239741,-0.23319,1.028092,-195.1,0.097893,-0.24146
1600,ENST00000666636.1,-0.253116,-0.243919,1.037702,-0.214535,-0.204949,1.046771,-175.2,0.098476,-0.205152
1601,ENST00000670003.1,-0.069047,-0.068278,1.011264,-0.069822,-0.067098,1.040593,-411.4,0.109305,-0.230476
1602,ENST00000654997.1,-0.096925,-0.092447,1.04844,-0.108426,-0.101824,1.064846,-266.5,0.108608,-0.214228
1603,ENST00000657408.1,-0.093722,-0.089334,1.049121,-0.096944,-0.090186,1.074934,-319.5,0.106267,-0.217495
1604,ENST00000668830.1,-0.180518,-0.175698,1.027432,-0.163897,-0.155569,1.053531,-171.4,0.128609,-0.22464
1605,ENST00000665555.1,-0.107899,-0.101613,1.061856,-0.113339,-0.105687,1.072408,-262.1,0.107404,-0.213089
1606,ENST00000658514.1,-0.400563,-0.396363,1.010597,-0.325982,-0.315422,1.033478,-147.1,0.108626,-0.234609
1607,ENST00000666860.1,-0.218929,-0.216076,1.013204,-0.213024,-0.207158,1.028313,-152.8,0.132836,-0.22772
1608,ENST00000655848.1,-0.199699,-0.200558,0.995719,-0.163547,-0.160245,1.020604,-241.2,0.116109,-0.252038
1609,ENST00000653669.1,-0.094887,-0.092675,1.023868,-0.113315,-0.108414,1.045203,-336.1,0.100962,-0.230679
1610,ENST00000656817.1,-0.179238,-0.181329,0.988468,-0.150005,-0.144457,1.038406,-240.2,0.108798,-0.227032
1611,ENST00000655790.1,-0.170363,-0.172725,0.986324,-0.161274,-0.155179,1.039272,-207.1,0.121729,-0.235341
1612,ENST00000660794.1,-0.012223,-0.014594,0.837532,-0.019088,-0.01904,1.002508,-1658.4,0.100543,-0.28161
1613,ENST00000664319.1,-0.083192,-0.077538,1.072919,-0.098054,-0.09104,1.077033,-297.2,0.111431,-0.213506
1614,ENST00000656031.1,-0.082211,-0.083205,0.988057,-0.103508,-0.099089,1.044595,-310.5,0.105866,-0.221944
1615,ENST00000663968.1,-0.081436,-0.078451,1.038044,-0.123536,-0.118697,1.040769,-323.7,0.101658,-0.232637
1616,ENST00000658724.1,-0.164944,-0.170559,0.967081,-0.121602,-0.118991,1.02195,-266.1,0.126306,-0.252467
1617,ENST00000670045.1,-0.070833,-0.068495,1.034134,-0.075056,-0.07027,1.068095,-321.7,0.117966,-0.217954
1618,ENST00000658708.1,-0.101423,-0.100475,1.009442,-0.108328,-0.104714,1.034509,-335.2,0.101124,-0.235228
1619,ENST00000658075.1,-0.326783,-0.335851,0.973001,-0.229561,-0.228894,1.002918,-205.3,0.10274,-0.280848
1620,ENST00000670290.1,-0.279675,-0.272787,1.025249,-0.252969,-0.241742,1.046441,-154.4,0.114286,-0.231832
1621,ENST00000669276.1,-0.09253,-0.096065,0.963205,-0.109838,-0.105802,1.038148,-270.7,0.132893,-0.254896
1622,ENST00000658389.1,-0.234156,-0.235339,0.994972,-0.212759,-0.208286,1.021477,-201,0.104459,-0.255725
1623,ENST00000663412.1,-0.158553,-0.157722,1.005269,-0.151268,-0.146079,1.035527,-260.1,0.102439,-0.253509
1624,ENST00000663661.1,-0.058943,-0.063371,0.930121,-0.066846,-0.065181,1.025551,-457.5,0.111475,-0.249863
1625,ENST00000413645.2,-0.248088,-0.237989,1.042434,-0.214014,-0.198523,1.078031,-136.4,0.129134,-0.214465
1626,ENST00000668889.1,-0.455412,-0.453209,1.004861,-0.3871,-0.37538,1.031221,-113.7,0.115686,-0.222505
1627,ENST00000653129.1,-0.068627,-0.070412,0.974653,-0.066401,-0.065172,1.018858,-582.2,0.105437,-0.275142
1628,ENST00000666465.1,-0.334627,-0.341446,0.980032,-0.214318,-0.211228,1.01463,-190.7,0.112,-0.253928
1629,ENST00000664579.1,-0.110971,-0.115326,0.962233,-0.107043,-0.106283,1.00715,-435.5,0.103604,-0.280064
1630,ENST00000667485.1,-0.086746,-0.089542,0.968772,-0.071696,-0.070607,1.015426,-501.8,0.101543,-0.249652
1631,ENST00000654360.1,-0.04701,-0.046398,1.013182,-0.055018,-0.053387,1.030547,-560.4,0.105782,-0.251075
1632,ENST00000653624.1,-0.131179,-0.135993,0.964596,-0.139549,-0.134299,1.039094,-333.5,0.103242,-0.284314
1633,ENST00000667533.1,-0.009234,-0.011194,0.824905,-0.029335,-0.029057,1.009571,-1265.7,0.105227,-0.288841
1634,ENST00000653809.1,-0.021963,-0.023985,0.915699,-0.02674,-0.026895,0.99421,-1025.3,0.102887,-0.234891
1635,ENST00000671280.1,-0.349109,-0.35372,0.986963,-0.292757,-0.291045,1.005883,-141.1,0.113971,-0.258899
1636,ENST00000670538.1,-0.030505,-0.033241,0.917706,-0.02704,-0.026844,1.007299,-916.7,0.112125,-0.269697
1637,ENST00000659209.1,-0.177933,-0.183558,0.969355,-0.200179,-0.195635,1.023224,-164.4,0.135215,-0.243917
1638,ENST00000666305.1,-0.028655,-0.032876,0.871597,-0.046302,-0.046532,0.995044,-655.3,0.10735,-0.223958
1639,ENST00000653518.1,-0.126701,-0.129093,0.98147,-0.146247,-0.13996,1.044917,-230.9,0.110218,-0.264794
1640,ENST00000657239.1,-0.15889,-0.155651,1.020808,-0.178983,-0.170578,1.049275,-206.2,0.115055,-0.252078
1641,ENST00000669034.1,-0.033637,-0.036214,0.92885,-0.039371,-0.039231,1.003579,-839.9,0.102209,-0.314334
1642,ENST00000610688.2,-0.080736,-0.093002,0.868115,-0.081901,-0.084447,0.969854,-533.5,0.125555,-0.338086
