A,B,Label
mtr-miR2592ap,lcl_Mtruncatula_Medtr1g107440.5,0
gma-miR169h,lcl_Gmax_Glyma.08G358000.1,1
gma-miR1510b-3p,lcl_Gmax_Glyma.19G045000.1,0
ath-miR869.2,lcl_Athaliana_AT2G11168.1,1
ath-miR4240,lcl_Athaliana_AT4G17453.1,0
mtr-miR2627,lcl_Mtruncatula_Medtr8g037965.1,1
mtr-miR2643b-5p,lcl_Mtruncatula_Medtr4g115740.7,0
gma-miR4364a,lcl_Gmax_Glyma.11G088100.1,1
gma-miR9729,lcl_Gmax_Glyma.U035100.2,0
ath-miR8177,lcl_Athaliana_AT1G49832.1,1
ath-miR837-3p,lcl_Athaliana_AT5G34800.1,0
mtr-miR5255,lcl_Mtruncatula_Medtr8g028900.1,1
mtr-miR408-3p,lcl_Mtruncatula_Medtr5g084410.2,0
gma-miR4380a,lcl_Gmax_Glyma.17G134400.1,1
gma-miR9722,lcl_Gmax_Glyma.18G300000.1,0
ath-miR8181,lcl_Athaliana_AT4G10810.1,1
ath-miR5628,CNT2088401,0
mtr-miR399r,lcl_Mtruncatula_Medtr1g103250.1,1
mtr-miR156j,lcl_Mtruncatula_Medtr0016s0040.1,0
gma-miR4390,lcl_Gmax_Glyma.03G063800.1,1
gma-miR4371a,lcl_Gmax_Glyma.11G013200.1,0
ath-miR831-3p,lcl_Athaliana_AT5G43570.1,1
ath-miR3933,CNT2088281,0
mtr-miR160c,lcl_Mtruncatula_Medtr4g086000.1,1
mtr-miR2596,lcl_Mtruncatula_Medtr4g115740.6,0
gma-miR4357,lcl_Gmax_Glyma.03G207400.1,1
gma-miR5667-5p,lcl_Gmax_Glyma.10G289300.1,0
ath-miR4228-5p,CNT2087989,1
ath-miR863-5p,CNT2086246,0
mtr-miR482-5p,lcl_Mtruncatula_Medtr8g014620.1,1
mtr-miR2634,lcl_Mtruncatula_Medtr1g086180.2,0
gma-miR156ab,lcl_Gmax_Glyma.09G110000.1,1
gma-miR4374b,lcl_Gmax_Glyma.11G172700.1,0
ath-miR164c-5p,CNT2087441,1
ath-miR5654-5p,CNT2087337,0
mtr-miR5560-5p,lcl_Mtruncatula_Medtr6g012635.1,1
mtr-miR5235a,lcl_Mtruncatula_Medtr8g051620.3,0
gma-miR166j-3p,lcl_Gmax_Glyma.13G118000.1,1
gma-miR5375,lcl_Gmax_Glyma.17G142500.4,0
ath-miR869.2,CNT2087331,1
ath-miR407,CNT2087596,0
mtr-miR5298b,lcl_Mtruncatula_Medtr3g080075.1,1
mtr-miR2654,lcl_Mtruncatula_Medtr5g084410.3,0
gma-miR5776,lcl_Gmax_Glyma.19G136600.8,1
gma-miR171i-3p,lcl_Gmax_Glyma.19G234700.1,0
ath-miR414,CNT2088708,1
ath-miR447a.2-3p,CNT2088794,0
mtr-miR164d,lcl_Mtruncatula_Medtr4g077703.1,1
mtr-miR5255,lcl_Mtruncatula_Medtr4g115740.7,0
gma-miR482b-5p,lcl_Gmax_Glyma.06G287300.1,1
gma-miR5379,lcl_Gmax_Glyma.12G132700.1,0
ath-miR168a-5p,CNT2085580,1
ath-miR161.2,CNT2088516,0
mtr-miR5743a,lcl_Mtruncatula_Medtr2g048570.1,1
mtr-miR172d-3p,lcl_Mtruncatula_Medtr4g035885.1,0
gma-miR2118a-5p,lcl_Gmax_Glyma.17G181700.1,1
gma-miR9730,lcl_Gmax_Glyma.14G072000.1,0
ath-miR163,lcl_Athaliana_AT3G13438.1,1
ath-miR403-3p,NONATHT002213,0
mtr-miR1507-5p,lcl_Mtruncatula_Medtr2g090600.1,1
mtr-miR156h-3p,lcl_Mtruncatula_Medtr1g086180.2,0
gma-miR398a,lcl_Gmax_Glyma.05G072400.1,1
gma-miR5762,lcl_Gmax_Glyma.01G015700.1,0
ath-miR396b-5p,CNT2087738,1
ath-miR406,NONATHT002450,0
mtr-miR2591,lcl_Mtruncatula_Medtr2g064750.1,1
mtr-miR2111m-3p,lcl_Mtruncatula_Medtr4g115740.7,0
gma-miR5771,lcl_Gmax_Glyma.15G094300.1,1
gma-miR4387c,lcl_Gmax_Glyma.13G132200.1,0
ath-miR164b-3p,NONATHT002791,1
ath-miR5655,NONATHT003699,0
mtr-miR5248,lcl_Mtruncatula_Medtr8g089145.1,1
mtr-miR5556-3p,lcl_Mtruncatula_Medtr3g053460.2,0
gma-miR4995,lcl_Gmax_Glyma.15G256100.1,1
gma-miR4350,lcl_Gmax_Glyma.18G042500.1,0
ath-miR8168,lcl_Athaliana_AT1G68862.1,1
ath-miR5640,NONATHT001069,0
mtr-miR2602a,lcl_Mtruncatula_Medtr3g030100.1,1
mtr-miR5233,lcl_Mtruncatula_Medtr2g023920.2,0
gma-miR9743,lcl_Gmax_Glyma.08G192400.2,1
gma-miR5377,lcl_Gmax_Glyma.05G080300.4,0
ath-miR165a-5p,NONATHT002583,1
ath-miR5645c,lcl_Athaliana_AT3G45285.1,0
mtr-miR5295a,lcl_Mtruncatula_Medtr5g018540.1,1
mtr-miR5255,lcl_Mtruncatula_Medtr1g107440.2,0
gma-miR530b,lcl_Gmax_Glyma.16G013700.1,1
gma-miR1520d,lcl_Gmax_Glyma.17G142500.1,0
ath-miR156d-3p,CNT2086033,1
ath-miR399e,lcl_Athaliana_AT4G12334.1,0
mtr-miR2086-5p,lcl_Mtruncatula_Medtr8g022990.1,1
mtr-miR156d-3p,lcl_Mtruncatula_Medtr2g031430.1,0
gma-miR169c,lcl_Gmax_Glyma.15G199100.1,1
gma-miR1535b,lcl_Gmax_Glyma.08G328700.1,0
ath-miR5662,CNT2085945,1
ath-miR5650,lcl_Athaliana_AT5G26840.1,0
mtr-miR5233,lcl_Mtruncatula_Medtr1g008930.1,1
mtr-miR2597,lcl_Mtruncatula_Medtr8g051620.3,0
gma-miR4998,lcl_Gmax_Glyma.15G053200.1,1
gma-miR172b-5p,lcl_Gmax_Glyma.11G157900.1,0
ath-miR831-5p,lcl_Athaliana_AT3G43521.1,1
ath-miR781a,lcl_Athaliana_AT2G39725.1,0
mtr-miR2589,lcl_Mtruncatula_Medtr4g097795.1,1
mtr-miR169e-5p,lcl_Mtruncatula_Medtr2g009910.1,0
gma-miR5783,lcl_Gmax_Glyma.13G175900.1,1
gma-miR10414,lcl_Gmax_Glyma.19G234700.1,0
ath-miR774b-5p,lcl_Athaliana_AT4G22440.1,1
ath-miR5641,NONATHT001378,0
mtr-miR2589,lcl_Mtruncatula_Medtr4g082817.1,1
mtr-miR395k,lcl_Mtruncatula_Medtr6g007970.1,0
gma-miR396f,lcl_Gmax_Glyma.03G022200.1,1
gma-miR4397-3p,lcl_Gmax_Glyma.11G013200.3,0
ath-miR8181,CNT2086191,1
ath-miR5633,lcl_Athaliana_AT4G03873.1,0
mtr-miR2623,lcl_Mtruncatula_Medtr3g104445.1,1
mtr-miR397-3p,lcl_Mtruncatula_Medtr3g117730.1,0
gma-miR164b,lcl_Gmax_Glyma.01G031200.2,1
gma-miR172k,lcl_Gmax_Glyma.09G078500.1,0
ath-miR851-5p,lcl_Athaliana_AT3G01940.1,1
ath-miR5024-5p,lcl_Athaliana_AT4G06568.1,0
mtr-miR2673a,lcl_Mtruncatula_Medtr6g073000.1,1
mtr-miR5242,lcl_Mtruncatula_Medtr4g006610.1,0
gma-miR4414a-3p,lcl_Gmax_Glyma.11G096300.1,1
gma-miR2111b,lcl_Gmax_Glyma.01G175700.11,0
ath-miR779.1,lcl_Athaliana_AT2G36815.2,1
ath-miR390b-3p,CNT2084989,0
mtr-miR319c-3p,lcl_Mtruncatula_Medtr5g010600.1,1
mtr-miR5232,lcl_Mtruncatula_Medtr0101s0020.2,0
gma-miR4397-5p,lcl_Gmax_Glyma.02G246300.1,1
gma-miR395d,lcl_Gmax_Glyma.13G195500.1,0
ath-miR8176,lcl_Athaliana_AT5G27927.1,1
ath-miR161.2,NONATHT000882,0
mtr-miR5296,lcl_Mtruncatula_Medtr1g062120.1,1
mtr-miR5752a,lcl_Mtruncatula_Medtr5g015470.1,0
gma-miR1520p,lcl_Gmax_Glyma.04G181200.2,1
gma-miR4386,lcl_Gmax_Glyma.16G055000.2,0
ath-miR169a-3p,lcl_Athaliana_AT2G10611.1,1
ath-miR837-3p,NONATHT000535,0
mtr-miR5293,lcl_Mtruncatula_Medtr5g030975.1,1
mtr-miR5265,lcl_Mtruncatula_Medtr4g059760.1,0
gma-miR399i,lcl_Gmax_Glyma.05G075700.1,1
gma-miR5766,lcl_Gmax_Glyma.03G084100.2,0
ath-miR839-5p,NONATHT000875,1
ath-miR2939,lcl_Athaliana_AT3G45243.1,0
mtr-miR2621,lcl_Mtruncatula_Medtr5g037347.1,1
mtr-miR2659a,lcl_Mtruncatula_Medtr3g050170.1,0
gma-miR171n,lcl_Gmax_Glyma.13G204500.1,1
gma-miR4412-3p,lcl_Gmax_Glyma.16G002000.1,0
ath-miR5658,lcl_Athaliana_AT5G57735.1,1
ath-miR868-3p,lcl_Athaliana_AT3G43359.1,0
mtr-miR2673a,lcl_Mtruncatula_Medtr2g075530.1,1
mtr-miR2612,lcl_Mtruncatula_Medtr5g081650.3,0
gma-miR4377,lcl_Gmax_Glyma.20G108200.1,1
gma-miR172c,lcl_Gmax_Glyma.18G290700.3,0
ath-miR854a,lcl_Athaliana_AT2G18970.1,1
ath-miR8121,CNT2089059,0
mtr-miR2586b,lcl_Mtruncatula_Medtr5g042750.1,1
mtr-miR5745a,lcl_Mtruncatula_Medtr8g022770.3,0
gma-miR9742,lcl_Gmax_Glyma.03G101500.1,1
gma-miR396j,lcl_Gmax_Glyma.11G136800.1,0
ath-miR854a,CNT2086925,1
ath-miR5633,NONATHT001815,0
mtr-miR5233,lcl_Mtruncatula_Medtr1g033700.1,1
mtr-miR2653a,lcl_Mtruncatula_Medtr2g031430.1,0
gma-miR4340,lcl_Gmax_Glyma.04G070800.1,1
gma-miR4405,lcl_Gmax_Glyma.10G052100.1,0
ath-miR8173,lcl_Athaliana_AT4G39404.1,1
ath-miR1887,CNT2088516,0
mtr-miR5211,lcl_Mtruncatula_Medtr4g043930.1,1
mtr-miR5745a,lcl_Mtruncatula_Medtr1g107440.5,0
gma-miR4414a-5p,lcl_Gmax_Glyma.04G254400.2,1
gma-miR169e,lcl_Gmax_Glyma.13G202700.1,0
ath-miR169g-3p,CNT2086042,1
ath-miR864-5p,CNT2086488,0
mtr-miR5756,lcl_Mtruncatula_Medtr4g045720.1,1
mtr-miR5268a,lcl_Mtruncatula_Medtr7g108080.1,0
gma-miR10442,lcl_Gmax_Glyma.09G216500.1,1
gma-miR5670b,lcl_Gmax_Glyma.19G119500.1,0
ath-miR8167a,CNT2086217,1
ath-miR171b-5p,NONATHT001309,0
mtr-miR2111e-3p,lcl_Mtruncatula_Medtr6g049250.1,1
mtr-miR169d-5p,lcl_Mtruncatula_Medtr7g111640.3,0
gma-miR5037c,lcl_Gmax_Glyma.02G188500.1,1
gma-miR172g,lcl_Gmax_Glyma.17G142500.4,0
ath-miR169a-5p,lcl_Athaliana_AT5G28913.1,1
ath-miR407,NONATHT002027,0
mtr-miR2673a,lcl_Mtruncatula_Medtr1g097000.1,1
mtr-miR2606a,lcl_Mtruncatula_Medtr4g043720.3,0
gma-miR482e,lcl_Gmax_Glyma.07G058000.1,1
gma-miR4382,lcl_Gmax_Glyma.06G248000.1,0
ath-miR4239,lcl_Athaliana_AT3G31810.1,1
ath-miR833b,lcl_Athaliana_AT3G22022.1,0
mtr-miR2111a-3p,lcl_Mtruncatula_Medtr6g015355.1,1
mtr-miR5561-3p,lcl_Mtruncatula_Medtr3g053460.2,0
gma-miR5041-5p,lcl_Gmax_Glyma.03G063800.2,1
gma-miR398a,lcl_Gmax_Glyma.10G187600.1,0
ath-miR160a-5p,lcl_Athaliana_AT1G40071.1,1
ath-miR829-5p,NONATHT001657,0
mtr-miR5746,lcl_Mtruncatula_Medtr0212s0010.1,1
mtr-miR2628,lcl_Mtruncatula_Medtr8g043400.3,0
gma-miR159d,lcl_Gmax_Glyma.12G206300.10,1
gma-miR1530,lcl_Gmax_Glyma.09G078500.1,0
ath-miR157a-3p,lcl_Athaliana_AT2G42310.1,1
ath-miR418,CNT2084978,0
mtr-miR5743a,lcl_Mtruncatula_Medtr3g009980.1,1
mtr-miR2640,lcl_Mtruncatula_Medtr2g028720.1,0
gma-miR4414b,lcl_Gmax_Glyma.18G185700.1,1
gma-miR4416b,lcl_Gmax_Glyma.13G202700.1,0
ath-miR5020a,CNT2087113,1
ath-miR824-5p,CNT2088846,0
mtr-miR399q,lcl_Mtruncatula_Medtr4g062070.1,1
mtr-miR2663,lcl_Mtruncatula_Medtr2g105240.5,0
gma-miR164b,lcl_Gmax_Glyma.08G118500.1,1
gma-miR5765,lcl_Gmax_Glyma.15G168400.1,0
ath-miR8172,lcl_Athaliana_AT2G07042.1,1
ath-miR848,CNT2087293,0
mtr-miR168b,lcl_Mtruncatula_Medtr1g107065.1,1
mtr-miR2592bl-3p,lcl_Mtruncatula_Medtr5g015470.1,0
gma-miR5767,lcl_Gmax_Glyma.20G011600.1,1
gma-miR5037a,lcl_Gmax_Glyma.01G175700.10,0
ath-miR5016,lcl_Athaliana_AT1G36450.1,1
ath-miR778,CNT2086694,0
mtr-miR5284b,lcl_Mtruncatula_Medtr7g021060.1,1
mtr-miR1510a-5p,lcl_Mtruncatula_Medtr8g087480.1,0
gma-miR169h,lcl_Gmax_Glyma.01G122500.1,1
gma-miR1509b,lcl_Gmax_Glyma.08G342400.1,0
ath-miR8176,NONATHT002108,1
ath-miR5637,lcl_Athaliana_AT5G35470.1,0
mtr-miR169j,lcl_Mtruncatula_Medtr2g012390.1,1
mtr-miR396c,lcl_Mtruncatula_Medtr7g102320.4,0
gma-miR5764b,lcl_Gmax_Glyma.03G084100.4,1
gma-miR5667-3p,lcl_Gmax_Glyma.05G148600.1,0
ath-miR5999,lcl_Athaliana_AT2G28725.1,1
ath-miR406,lcl_Athaliana_AT1G11970.1,0
mtr-miR2640,lcl_Mtruncatula_Medtr0056s0190.1,1
mtr-miR171c,lcl_Mtruncatula_Medtr2g009910.1,0
gma-miR4414a-5p,lcl_Gmax_Glyma.U015700.1,1
gma-miR396h,lcl_Gmax_Glyma.01G175700.6,0
ath-miR156j,lcl_Athaliana_AT1G65481.1,1
ath-miR161.1,lcl_Athaliana_AT5G27170.1,0
mtr-miR5284h,lcl_Mtruncatula_Medtr2g047845.1,1
mtr-miR5760,lcl_Mtruncatula_Medtr2g023920.2,0
gma-miR10194,lcl_Gmax_Glyma.15G209900.1,1
gma-miR390a-3p,lcl_Gmax_Glyma.01G175700.10,0
ath-miR5638b,lcl_Athaliana_AT2G40530.1,1
ath-miR4245,CNT2088703,0
mtr-miR5276,lcl_Mtruncatula_Medtr2g077490.1,1
mtr-miR5275,lcl_Mtruncatula_Medtr3g466420.1,0
gma-miR171b-5p,lcl_Gmax_Glyma.06G007200.1,1
gma-miR4405b,lcl_Gmax_Glyma.19G157900.1,0
ath-miR8168,CNT2085808,1
ath-miR863-3p,lcl_Athaliana_AT2G10234.1,0
mtr-miR5261,lcl_Mtruncatula_Medtr6g071185.1,1
mtr-miR2667a,lcl_Mtruncatula_Medtr5g048060.2,0
gma-miR1535b,lcl_Gmax_Glyma.10G226500.1,1
gma-miR9742,lcl_Gmax_Glyma.04G163500.1,0
ath-miR854a,CNT2086125,1
ath-miR844-3p,lcl_Athaliana_AT5G09976.1,0
mtr-miR7700-5p,lcl_Mtruncatula_Medtr1831s0010.1,1
mtr-miR5558-3p,lcl_Mtruncatula_Medtr2g028720.1,0
gma-miR4407,lcl_Gmax_Glyma.10G266800.1,1
gma-miR9722,lcl_Gmax_Glyma.12G224100.1,0
ath-miR5665,CNT2086873,1
ath-miR827,CNT2085061,0
mtr-miR399s-5p,lcl_Mtruncatula_Medtr7g090720.1,1
mtr-miR2586b,lcl_Mtruncatula_Medtr0101s0020.2,0
gma-miR399l,lcl_Gmax_Glyma.20G087300.1,1
gma-miR10445,lcl_Gmax_Glyma.01G071500.1,0
ath-miR4239,CNT2087207,1
ath-miR837-3p,NONATHT003602,0
mtr-miR168c-3p,lcl_Mtruncatula_Medtr2g073150.1,1
mtr-miR5232,lcl_Mtruncatula_Medtr0101s0020.4,0
gma-miR9732,lcl_Gmax_Glyma.13G082900.1,1
gma-miR4363,lcl_Gmax_Glyma.07G054300.1,0
ath-miR172d-5p,lcl_Athaliana_AT3G07273.1,1
ath-miR822-3p,lcl_Athaliana_AT1G07175.1,0
mtr-miR164a,lcl_Mtruncatula_Medtr1g106030.1,1
mtr-miR169h,lcl_Mtruncatula_Medtr4g006610.1,0
gma-miR159e-5p,lcl_Gmax_Glyma.10G056200.1,1
gma-miR10412,lcl_Gmax_Glyma.13G164400.1,0
ath-miR854a,CNT2086186,1
ath-miR406,NONATHT000463,0
mtr-miR5252,lcl_Mtruncatula_Medtr8g059780.1,1
mtr-miR2622,lcl_Mtruncatula_Medtr4g072130.1,0
gma-miR9743,lcl_Gmax_Glyma.20G088300.1,1
gma-miR1514a-3p,lcl_Gmax_Glyma.U035100.2,0
ath-miR169a-3p,CNT2088614,1
ath-miR169b-3p,NONATHT000583,0
mtr-miR160c,lcl_Mtruncatula_Medtr7g053440.1,1
mtr-miR4414b,lcl_Mtruncatula_Medtr0101s0020.2,0
gma-miR5041-3p,lcl_Gmax_Glyma.04G220300.1,1
gma-miR164b,lcl_Gmax_Glyma.07G135200.1,0
ath-miR848,CNT2087203,1
ath-miR864-3p,NONATHT003667,0
mtr-miR2617a,lcl_Mtruncatula_Medtr3g019920.1,1
mtr-miR5744,lcl_Mtruncatula_Medtr2g023920.2,0
gma-miR156z,lcl_Gmax_Glyma.19G107600.1,1
gma-miR9762,lcl_Gmax_Glyma.20G104100.1,0
ath-miR854a,CNT2085017,1
ath-miR5655,NONATHT001934,0
mtr-miR2621,lcl_Mtruncatula_Medtr3g058090.1,1
mtr-miR5292b,lcl_Mtruncatula_Medtr7g111640.3,0
gma-miR319f,lcl_Gmax_Glyma.09G077700.1,1
gma-miR4992,lcl_Gmax_Glyma.16G092300.1,0
ath-miR4227,lcl_Athaliana_AT1G79170.1,1
ath-miR403-5p,NONATHT002199,0
mtr-miR5745a,lcl_Mtruncatula_Medtr1g051735.1,1
mtr-miR172b,lcl_Mtruncatula_Medtr1g107440.2,0
gma-miR9748,lcl_Gmax_Glyma.08G017900.1,1
gma-miR10407a,lcl_Gmax_Glyma.18G210200.1,0
ath-miR5660,CNT2088506,1
ath-miR827,lcl_Athaliana_AT5G22608.2,0
mtr-miR169d-5p,lcl_Mtruncatula_Medtr2g072880.1,1
mtr-miR5280,lcl_Mtruncatula_Medtr7g111640.3,0
gma-miR482c-5p,lcl_Gmax_Glyma.10G030200.1,1
gma-miR5670b,lcl_Gmax_Glyma.02G184400.1,0
ath-miR8181,CNT2088885,1
ath-miR866-3p,lcl_Athaliana_AT1G24148.1,0
mtr-miR5206a,lcl_Mtruncatula_Medtr4g008270.1,1
mtr-miR5559-3p,lcl_Mtruncatula_Medtr2g028720.1,0
gma-miR1510a-5p,lcl_Gmax_Glyma.02G139000.1,1
gma-miR4409,lcl_Gmax_Glyma.04G237800.1,0
ath-miR162a-5p,CNT2088910,1
ath-miR2111b-3p,lcl_Athaliana_AT3G60990.1,0
mtr-miR172d-5p,lcl_Mtruncatula_Medtr8g028560.1,1
mtr-miR2595,lcl_Mtruncatula_Medtr0016s0040.1,0
gma-miR169b,lcl_Gmax_Glyma.04G114400.1,1
gma-miR530b,lcl_Gmax_Glyma.06G214300.1,0
ath-miR5020c,CNT2088913,1
ath-miR866-3p,lcl_Athaliana_AT5G31807.1,0
mtr-miR5554a-3p,lcl_Mtruncatula_Medtr7g089840.1,1
mtr-miR399d,lcl_Mtruncatula_Medtr4g053180.2,0
gma-miR4340,lcl_Gmax_Glyma.19G101200.1,1
gma-miR1513a-5p,lcl_Gmax_Glyma.10G052100.1,0
ath-miR398b-3p,CNT2085176,1
ath-miR418,NONATHT001542,0
mtr-miR2600e,lcl_Mtruncatula_Medtr1g069600.1,1
mtr-miR2111g-3p,lcl_Mtruncatula_Medtr8g051620.3,0
gma-miR169j-5p,lcl_Gmax_Glyma.10G164400.1,1
gma-miR9765,lcl_Gmax_Glyma.12G082900.1,0
ath-miR8171,CNT2086271,1
ath-miR165a-5p,CNT2086818,0
mtr-miR7696c-3p,lcl_Mtruncatula_Medtr3g078140.1,1
mtr-miR4414a-3p,lcl_Mtruncatula_Medtr4g106400.1,0
gma-miR1507c-5p,lcl_Gmax_Glyma.09G189700.1,1
gma-miR4343b,lcl_Gmax_Glyma.11G137200.1,0
ath-miR156i,lcl_Athaliana_AT2G33509.1,1
ath-miR3434-5p,lcl_Athaliana_AT1G40118.1,0
mtr-miR5560-5p,lcl_Mtruncatula_Medtr3g452410.1,1
mtr-miR5272f,lcl_Mtruncatula_Medtr2g023920.2,0
gma-miR5036,lcl_Gmax_Glyma.10G044600.1,1
gma-miR4404,lcl_Gmax_Glyma.13G132200.1,0
ath-miR8168,NONATHT001957,1
ath-miR400,CNT2086735,0
mtr-miR5209,lcl_Mtruncatula_Medtr7g092350.1,1
mtr-miR2670e,lcl_Mtruncatula_Medtr2g031430.1,0
gma-miR159e-5p,lcl_Gmax_Glyma.02G220200.1,1
gma-miR5670b,lcl_Gmax_Glyma.10G256400.1,0
ath-miR472-3p,lcl_Athaliana_AT4G39404.1,1
ath-miR168a-5p,lcl_Athaliana_AT5G32950.1,0
mtr-miR5273,lcl_Mtruncatula_Medtr1g098190.1,1
mtr-miR5274b-3p,lcl_Mtruncatula_Medtr1g086180.2,0
gma-miR5044,lcl_Gmax_Glyma.03G091900.1,1
gma-miR1507b,lcl_Gmax_Glyma.05G080300.3,0
ath-miR156f-3p,CNT2086878,1
ath-miR159b-3p,CNT2087765,0
mtr-miR159a,lcl_Mtruncatula_Medtr3g069830.1,1
mtr-miR2617a,lcl_Mtruncatula_Medtr7g096640.2,0
gma-miR171e,lcl_Gmax_Glyma.01G161300.1,1
gma-miR10406a,lcl_Gmax_Glyma.12G173100.1,0
ath-miR157c-3p,lcl_Athaliana_AT4G11945.1,1
ath-miR1887,lcl_Athaliana_AT3G31374.1,0
mtr-miR5276,lcl_Mtruncatula_Medtr7g027125.1,1
mtr-miR5291a,lcl_Mtruncatula_Medtr4g059760.1,0
gma-miR1520r,lcl_Gmax_Glyma.10G056200.1,1
gma-miR5036,lcl_Gmax_Glyma.16G100900.1,0
ath-miR5016,CNT2085320,1
ath-miR403-3p,CNT2087906,0
mtr-miR2586b,lcl_Mtruncatula_Medtr7g023150.1,1
mtr-miR5213-5p,lcl_Mtruncatula_Medtr5g015470.1,0
gma-miR4398,lcl_Gmax_Glyma.19G104100.1,1
gma-miR10191,lcl_Gmax_Glyma.19G119500.1,0
ath-miR5020c,CNT2089090,1
ath-miR5026,CNT2086097,0
mtr-miR4414a-3p,lcl_Mtruncatula_Medtr6g072955.1,1
mtr-miR2646a,lcl_Mtruncatula_Medtr8g022410.1,0
gma-miR2118a-5p,lcl_Gmax_Glyma.08G083200.1,1
gma-miR4994-3p,lcl_Gmax_Glyma.17G251800.2,0
ath-miR156f-3p,CNT2088713,1
ath-miR8121,NONATHT001741,0
mtr-miR5554a-3p,lcl_Mtruncatula_Medtr1g016330.1,1
mtr-miR2597,lcl_Mtruncatula_Medtr0016s0040.1,0
gma-miR4993,lcl_Gmax_Glyma.13G078300.1,1
gma-miR5041-5p,lcl_Gmax_Glyma.05G080300.5,0
ath-miR156f-3p,CNT2088923,1
ath-miR426,CNT2086254,0
mtr-miR169l-3p,lcl_Mtruncatula_Medtr3g114930.1,1
mtr-miR169l-3p,lcl_Mtruncatula_Medtr3g053460.2,0
gma-miR396g,lcl_Gmax_Glyma.13G328200.2,1
gma-miR10443,lcl_Gmax_Glyma.19G038200.1,0
ath-miR394b-3p,NONATHT001342,1
ath-miR2937,lcl_Athaliana_AT2G32179.1,0
mtr-miR2664a,lcl_Mtruncatula_Medtr4g127980.1,1
mtr-miR5742,lcl_Mtruncatula_Medtr7g111640.3,0
gma-miR1510a-5p,lcl_Gmax_Glyma.04G217800.1,1
gma-miR10419,lcl_Gmax_Glyma.04G106700.1,0
ath-miR2111a-3p,NONATHT000503,1
ath-miR5015,CNT2087847,0
mtr-miR398a-5p,lcl_Mtruncatula_Medtr2g008300.1,1
mtr-miR2590a,lcl_Mtruncatula_Medtr7g090430.1,0
gma-miR2111a,lcl_Gmax_Glyma.01G121500.1,1
gma-miR4398,lcl_Gmax_Glyma.01G175700.3,0
ath-miR5642a,CNT2088515,1
ath-miR8184,CNT2087216,0
mtr-miR5233,lcl_Mtruncatula_Medtr0807s0010.1,1
mtr-miR319d-3p,lcl_Mtruncatula_Medtr1g107440.5,0
gma-miR5044,lcl_Gmax_Glyma.20G051000.1,1
gma-miR5376,lcl_Gmax_Glyma.01G175700.5,0
ath-miR8175,CNT2088714,1
ath-miR827,CNT2087589,0
mtr-miR5266,lcl_Mtruncatula_Medtr7g109425.1,1
mtr-miR169f,lcl_Mtruncatula_Medtr7g108080.1,0
gma-miR408a-5p,lcl_Gmax_Glyma.10G144400.1,1
gma-miR10195,lcl_Gmax_Glyma.10G256400.1,0
ath-miR8175,NONATHT002085,1
ath-miR8166,NONATHT003555,0
mtr-miR166b,lcl_Mtruncatula_Medtr2g073150.1,1
mtr-miR2619b-3p,lcl_Mtruncatula_Medtr4g049300.2,0
gma-miR482e,lcl_Gmax_Glyma.20G122000.1,1
gma-miR1520d,lcl_Gmax_Glyma.15G030300.1,0
ath-miR862-5p,CNT2087270,1
ath-miR4243,NONATHT001448,0
mtr-miR2613,lcl_Mtruncatula_Medtr7g094130.1,1
mtr-miR2647a,lcl_Mtruncatula_Medtr2g105240.5,0
gma-miR2109-5p,lcl_Gmax_Glyma.10G233000.1,1
gma-miR390e,lcl_Gmax_Glyma.07G094000.1,0
ath-miR397a,lcl_Athaliana_AT1G40076.1,1
ath-miR864-5p,CNT2087768,0
mtr-miR2086-5p,lcl_Mtruncatula_Medtr8g032360.1,1
mtr-miR5290,lcl_Mtruncatula_Medtr7g111640.3,0
gma-miR5766,lcl_Gmax_Glyma.16G147100.1,1
gma-miR4394,lcl_Gmax_Glyma.03G143300.1,0
ath-miR5653,NONATHT000798,1
ath-miR831-5p,NONATHT000974,0
mtr-miR2592bm-3p,lcl_Mtruncatula_Medtr7g050540.1,1
mtr-miR5255,lcl_Mtruncatula_Medtr2g023920.2,0
gma-miR482b-3p,lcl_Gmax_Glyma.03G060800.1,1
gma-miR5673,lcl_Gmax_Glyma.06G248000.1,0
ath-miR167a-5p,CNT2089021,1
ath-miR829-3p.2,CNT2086179,0
mtr-miR5291a,lcl_Mtruncatula_Medtr8g079130.1,1
mtr-miR5280,lcl_Mtruncatula_Medtr8g087480.1,0
gma-miR319i,lcl_Gmax_Glyma.08G000600.1,1
gma-miR4993,lcl_Gmax_Glyma.20G107000.1,0
ath-miR1886.1,CNT2088298,1
ath-miR862-3p,NONATHT002261,0
mtr-miR4414a-5p,lcl_Mtruncatula_Medtr8g030480.1,1
mtr-miR171d,lcl_Mtruncatula_Medtr4g043720.3,0
gma-miR408d,lcl_Gmax_Glyma.05G134900.1,1
gma-miR1531-3p,lcl_Gmax_Glyma.06G214300.1,0
ath-miR8176,NONATHT000210,1
ath-miR837-3p,CNT2088173,0
mtr-miR2630a,lcl_Mtruncatula_Medtr0023s0340.1,1
mtr-miR5297,lcl_Mtruncatula_Medtr5g084410.2,0
gma-miR530a,lcl_Gmax_Glyma.16G013700.1,1
gma-miR4994-5p,lcl_Gmax_Glyma.20G157000.2,0
ath-miR162a-5p,CNT2085678,1
ath-miR5628,CNT2088256,0
