,mirna,lncrna,Label,mirna_id,lncrna_id,pair_index
12741,mtr-miR2635,lcl_Mtruncatula_Medtr2g031430.1,0,136,-581,12741
12742,gma-miR156a,lcl_Gmax_Glyma.07G099300.1,1,351,-708,12742
12743,gma-miR171d,lcl_Gmax_Glyma.15G180100.1,0,1075,-137,12743
12744,ath-miR5015,lcl_Athaliana_AT5G01015.1,1,657,-7015,12744
12745,ath-miR848,CNT2085353,0,627,-7016,12745
12746,mtr-miR2586b,lcl_Mtruncatula_Medtr4g021560.1,1,356,-7017,12746
12747,mtr-miR2592bm-3p,lcl_Mtruncatula_Medtr4g115740.7,0,1308,-1018,12747
12748,gma-miR482c-3p,lcl_Gmax_Glyma.02G172400.2,1,258,-7018,12748
12749,gma-miR4378b,lcl_Gmax_Glyma.07G051900.1,0,1206,-937,12749
12750,ath-miR8176,CNT2088075,1,369,-7019,12750
12751,ath-miR824-5p,CNT2085977,0,8,-7020,12751
12752,mtr-miR5243,lcl_Mtruncatula_Medtr6g032940.1,1,184,-7021,12752
12753,mtr-miR169g,lcl_Mtruncatula_Medtr3g109685.1,0,244,-595,12753
12754,gma-miR9742,lcl_Gmax_Glyma.19G067700.1,1,924,-746,12754
12755,gma-miR171i-5p,lcl_Gmax_Glyma.11G018900.1,0,1155,-1386,12755
12756,ath-miR169a-5p,CNT2087938,1,480,-6923,12756
12757,ath-miR829-5p,lcl_Athaliana_AT5G61605.1,0,428,-7022,12757
12758,mtr-miR2087-5p,lcl_Mtruncatula_Medtr3g451900.1,1,1204,-4495,12758
12759,mtr-miR2619a,lcl_Mtruncatula_Medtr2g009910.2,0,1324,-74,12759
12760,gma-miR9737,lcl_Gmax_Glyma.10G274200.2,1,510,-7023,12760
12761,gma-miR399l,lcl_Gmax_Glyma.17G142500.1,0,865,-322,12761
12762,ath-miR822-5p,AtCR20-1,1,293,-7024,12762
12763,ath-miR5016,NONATHT001830,0,150,-7025,12763
12764,mtr-miR5229a,lcl_Mtruncatula_Medtr7g095730.1,1,104,-7026,12764
12765,mtr-miR399t-5p,lcl_Mtruncatula_Medtr6g007970.1,0,243,-454,12765
12766,gma-miR394b-5p,lcl_Gmax_Glyma.08G151000.1,1,236,-7027,12766
12767,gma-miR1520l,lcl_Gmax_Glyma.15G148400.1,0,1025,-1024,12767
12768,ath-miR414,CNT2087382,1,503,-7028,12768
12769,ath-miR5634,lcl_Athaliana_AT3G13686.1,0,1015,-7029,12769
12770,mtr-miR5204,lcl_Mtruncatula_Medtr4g010300.1,1,159,-754,12770
12771,mtr-miR172b,lcl_Mtruncatula_Medtr4g053180.2,0,833,-16,12771
12772,gma-miR169l-3p,lcl_Gmax_Glyma.18G226700.1,1,28,-7030,12772
12773,gma-miR391-5p,lcl_Gmax_Glyma.04G237800.1,0,479,-82,12773
12774,ath-miR156g,NONATHT001486,1,711,-7031,12774
12775,ath-miR5664,lcl_Athaliana_AT3G31374.1,0,876,-7032,12775
12776,mtr-miR2586b,lcl_Mtruncatula_Medtr2g087630.1,1,356,-7033,12776
12777,mtr-miR2089-5p,lcl_Mtruncatula_Medtr3g109685.1,0,477,-595,12777
12778,gma-miR5769,lcl_Gmax_Glyma.13G155000.1,1,215,-2313,12778
12779,gma-miR159e-5p,lcl_Gmax_Glyma.19G119500.1,0,354,-349,12779
12780,ath-miR3440b-3p,CNT2085249,1,272,-7034,12780
12781,ath-miR5664,lcl_Athaliana_AT5G19221.1,0,876,-7035,12781
12782,mtr-miR5296,lcl_Mtruncatula_Medtr7g034340.1,1,553,-7036,12782
12783,mtr-miR5296,lcl_Mtruncatula_Medtr7g108080.1,0,553,-496,12783
12784,gma-miR482b-3p,lcl_Gmax_Glyma.06G026900.1,1,388,-5070,12784
12785,gma-miR5780b,lcl_Gmax_Glyma.05G080300.5,0,309,-817,12785
12786,ath-miR780.2,lcl_Athaliana_AT4G15248.1,1,25,-7037,12786
12787,ath-miR4245,lcl_Athaliana_AT1G01170.1,0,774,-7038,12787
12788,mtr-miR160f,lcl_Mtruncatula_Medtr5g464350.1,1,701,-5704,12788
12789,mtr-miR5290,lcl_Mtruncatula_Medtr3g117730.1,0,543,-68,12789
12790,gma-miR4414a-5p,lcl_Gmax_Glyma.18G262300.1,1,540,-7039,12790
12791,gma-miR1522,lcl_Gmax_Glyma.15G030300.1,0,938,-621,12791
12792,ath-miR399e,lcl_Athaliana_AT1G65342.1,1,785,-4257,12792
12793,ath-miR5628,NONATHT003333,0,467,-5274,12793
12794,mtr-miR530,lcl_Mtruncatula_Medtr6g472360.1,1,218,-7040,12794
12795,mtr-miR2600e,lcl_Mtruncatula_Medtr6g007970.1,0,1268,-454,12795
12796,gma-miR4340,lcl_Gmax_Glyma.19G208500.1,1,419,-7041,12796
12797,gma-miR319d,lcl_Gmax_Glyma.18G073900.1,0,853,-344,12797
12798,ath-miR169b-5p,lcl_Athaliana_AT3G30212.1,1,403,-4787,12798
12799,ath-miR161.1,CNT2087560,0,151,-7042,12799
12800,mtr-miR2591,lcl_Mtruncatula_Medtr8g469250.1,1,478,-79,12800
12801,mtr-miR2089-5p,lcl_Mtruncatula_Medtr0101s0020.4,0,477,-92,12801
12802,gma-miR9740,lcl_Gmax_Glyma.18G280100.1,1,33,-7043,12802
12803,gma-miR171r,lcl_Gmax_Glyma.18G290700.4,0,483,-206,12803
12804,ath-miR169g-3p,CNT2087549,1,600,-4584,12804
12805,ath-miR5998a,NONATHT002072,0,614,-7044,12805
12806,mtr-miR5252,lcl_Mtruncatula_Medtr4g011990.1,1,682,-7045,12806
12807,mtr-miR2597,lcl_Mtruncatula_Medtr7g108080.1,0,601,-496,12807
12808,gma-miR395i,lcl_Gmax_Glyma.16G074400.1,1,1215,-1043,12808
12809,gma-miR391-5p,lcl_Gmax_Glyma.01G071500.1,0,479,-1298,12809
12810,ath-miR157a-3p,CNT2088459,1,649,-7046,12810
12811,ath-miR5025,TAR-191,0,424,-7047,12811
12812,mtr-miR482-5p,lcl_Mtruncatula_Medtr8g467130.1,1,495,-7048,12812
12813,mtr-miR319d-5p,lcl_Mtruncatula_Medtr5g084410.2,0,163,-86,12813
12814,gma-miR393h,lcl_Gmax_Glyma.01G063400.1,1,1283,-211,12814
12815,gma-miR4374b,lcl_Gmax_Glyma.12G162900.1,0,1192,-487,12815
12816,ath-miR779.2,lcl_Athaliana_AT5G03440.2,1,939,-7049,12816
12817,ath-miR846-3p,lcl_Athaliana_AT2G06810.1,0,515,-7050,12817
12818,mtr-miR2647a,lcl_Mtruncatula_Medtr7g052340.1,1,223,-802,12818
12819,mtr-miR5237,lcl_Mtruncatula_Medtr0105s0070.1,0,568,-530,12819
12820,gma-miR5038a,lcl_Gmax_Glyma.02G060400.1,1,347,-7051,12820
12821,gma-miR169w,lcl_Gmax_Glyma.20G107000.1,0,372,-4002,12821
12822,ath-miR832-3p,lcl_Athaliana_AT2G40765.1,1,1265,-6874,12822
12823,ath-miR5637,CNT2084838,0,575,-7052,12823
12824,mtr-miR2631,lcl_Mtruncatula_Medtr5g007245.1,1,576,-7053,12824
12825,mtr-miR2111c,lcl_Mtruncatula_Medtr4g072130.1,0,299,-671,12825
12826,gma-miR1520d,lcl_Gmax_Glyma.U003400.2,1,1282,-7054,12826
12827,gma-miR10200,lcl_Gmax_Glyma.01G175700.8,0,1232,-148,12827
12828,ath-miR159a,lcl_Athaliana_AT4G07742.1,1,782,-5219,12828
12829,ath-miR167c-3p,lcl_Athaliana_AT1G19394.1,0,1084,-7055,12829
12830,mtr-miR5206b,lcl_Mtruncatula_Medtr7g037735.1,1,903,-7056,12830
12831,mtr-miR2590h,lcl_Mtruncatula_Medtr3g053460.2,0,1223,-107,12831
12832,gma-miR4416c-5p,lcl_Gmax_Glyma.16G054800.1,1,852,-7057,12832
12833,gma-miR169s-3p,lcl_Gmax_Glyma.06G247400.1,0,831,-968,12833
12834,ath-miR5663-3p,lcl_Athaliana_AT4G06531.1,1,665,-7058,12834
12835,ath-miR2939,CNT2085844,0,83,-7059,12835
12836,mtr-miR5225a,lcl_Mtruncatula_Medtr3g031110.1,1,273,-3416,12836
12837,mtr-miR397-5p,lcl_Mtruncatula_Medtr5g048060.2,0,644,-314,12837
12838,gma-miR5036,lcl_Gmax_Glyma.01G089600.1,1,318,-7060,12838
12839,gma-miR396g,lcl_Gmax_Glyma.06G247400.1,0,547,-968,12839
12840,ath-miR417,NONATHT002171,1,1337,-7061,12840
12841,ath-miR866-5p,CNT2086440,0,42,-7062,12841
12842,mtr-miR1510b-3p,lcl_Mtruncatula_Medtr7g104880.1,1,1177,-1385,12842
12843,mtr-miR2598,lcl_Mtruncatula_Medtr8g051620.3,0,84,-80,12843
12844,gma-miR159b-3p,lcl_Gmax_Glyma.09G153000.1,1,322,-7063,12844
12845,gma-miR4379,lcl_Gmax_Glyma.13G029100.1,0,1065,-713,12845
12846,ath-miR5022,NONATHT003011,1,804,-7064,12846
12847,ath-miR172e-3p,CNT2086144,0,1295,-7065,12847
12848,mtr-miR408-3p,lcl_Mtruncatula_Medtr3g090840.1,1,990,-7066,12848
12849,mtr-miR5754,lcl_Mtruncatula_Medtr8g051620.3,0,224,-80,12849
12850,gma-miR156q,lcl_Gmax_Glyma.08G006800.1,1,605,-639,12850
12851,gma-miR10200,lcl_Gmax_Glyma.03G179400.1,0,1232,-131,12851
12852,ath-miR842,lcl_Athaliana_AT1G42040.1,1,255,-7067,12852
12853,ath-miR866-3p,CNT2087289,0,537,-7068,12853
12854,mtr-miR5562-5p,lcl_Mtruncatula_Medtr4g088140.1,1,1278,-949,12854
12855,mtr-miR156d-3p,lcl_Mtruncatula_Medtr0101s0020.4,0,408,-92,12855
12856,gma-miR482c-3p,lcl_Gmax_Glyma.10G096100.1,1,258,-7069,12856
12857,gma-miR172h-5p,lcl_Gmax_Glyma.14G074200.1,0,528,-667,12857
12858,ath-miR395a,lcl_Athaliana_AT1G44140.1,1,88,-7070,12858
12859,ath-miR5017-5p,CNT2085778,0,124,-7071,12859
12860,mtr-miR5266,lcl_Mtruncatula_Medtr3g087180.1,1,481,-7072,12860
12861,mtr-miR319a-3p,lcl_Mtruncatula_Medtr4g043720.3,0,421,-320,12861
12862,gma-miR169p,lcl_Gmax_Glyma.16G108400.1,1,193,-7073,12862
12863,gma-miR4416b,lcl_Gmax_Glyma.18G078100.1,0,1047,-2304,12863
12864,ath-miR8176,lcl_Athaliana_AT1G32570.2,1,369,-7074,12864
12865,ath-miR8166,CNT2085425,0,765,-7075,12865
12866,mtr-miR2627,lcl_Mtruncatula_Medtr3g071780.1,1,698,-7076,12866
12867,mtr-miR5274a,lcl_Mtruncatula_Medtr8g022770.3,0,79,-288,12867
12868,gma-miR169u,lcl_Gmax_Glyma.19G246900.1,1,1064,-239,12868
12869,gma-miR4374b,lcl_Gmax_Glyma.19G114700.1,0,1192,-808,12869
12870,ath-miR5015,lcl_Athaliana_AT5G01015.2,1,657,-7077,12870
12871,ath-miR8170-3p,CNT2084969,0,20,-7078,12871
12872,mtr-miR2586b,lcl_Mtruncatula_Medtr6g072492.1,1,356,-7079,12872
12873,mtr-miR5223,lcl_Mtruncatula_Medtr7g096640.2,0,755,-544,12873
12874,gma-miR10196,lcl_Gmax_Glyma.06G224400.1,1,1213,-6589,12874
12875,gma-miR4379,lcl_Gmax_Glyma.05G080300.3,0,1065,-4849,12875
12876,ath-miR2934-3p,NONATHT003309,1,829,-4412,12876
12877,ath-miR5014a-3p,CNT2086470,0,306,-7080,12877
12878,mtr-miR2630a,lcl_Mtruncatula_Medtr3g082210.1,1,228,-7081,12878
12879,mtr-miR5292b,lcl_Mtruncatula_Medtr8g095630.2,0,563,-147,12879
12880,gma-miR169i-5p,lcl_Gmax_Glyma.18G054800.1,1,343,-7082,12880
12881,gma-miR1507b,lcl_Gmax_Glyma.20G010700.1,0,368,-70,12881
12882,ath-miR5646,CNT2088591,1,447,-7083,12882
12883,ath-miR2111b-3p,CNT2088790,0,887,-4294,12883
12884,mtr-miR166b,lcl_Mtruncatula_Medtr5g030470.1,1,209,-1469,12884
12885,mtr-miR2111g-3p,lcl_Mtruncatula_Medtr5g074570.1,0,1061,-277,12885
12886,gma-miR828a,lcl_Gmax_Glyma.11G023000.1,1,97,-6996,12886
12887,gma-miR482b-5p,lcl_Gmax_Glyma.13G372800.1,0,115,-378,12887
12888,ath-miR837-5p,CNT2085777,1,746,-7084,12888
12889,ath-miR161.2,lcl_Athaliana_AT3G42230.1,0,840,-7085,12889
12890,mtr-miR2586a,lcl_Mtruncatula_Medtr3g009980.1,1,15,-3806,12890
12891,mtr-miR530,lcl_Mtruncatula_Medtr2g023920.2,0,218,-661,12891
12892,gma-miR399l,lcl_Gmax_Glyma.13G282400.1,1,865,-3985,12892
12893,gma-miR10407a,lcl_Gmax_Glyma.12G162900.1,0,1159,-487,12893
12894,ath-miR166a-5p,CNT2088238,1,280,-7086,12894
12895,ath-miR1887,CNT2087574,0,53,-4755,12895
12896,mtr-miR5266,lcl_Mtruncatula_Medtr2g094000.1,1,481,-7087,12896
12897,mtr-miR5221,lcl_Mtruncatula_Medtr0152s0100.1,0,349,-152,12897
12898,gma-miR9748,lcl_Gmax_Glyma.12G229900.2,1,517,-7088,12898
12899,gma-miR4373,lcl_Gmax_Glyma.16G092300.1,0,1191,-201,12899
12900,ath-miR5653,lcl_Athaliana_AT2G11115.1,1,250,-7089,12900
12901,ath-miR8178,lcl_Athaliana_AT3G61930.1,0,896,-2163,12901
12902,mtr-miR7700-5p,lcl_Mtruncatula_Medtr7g065860.1,1,436,-7090,12902
12903,mtr-miR2627,lcl_Mtruncatula_Medtr7g108080.1,0,698,-496,12903
12904,gma-miR9752,lcl_Gmax_Glyma.06G146800.1,1,469,-2859,12904
12905,gma-miR5376,lcl_Gmax_Glyma.13G372800.2,0,626,-1744,12905
12906,ath-miR841b-3p,CNT2085621,1,112,-1342,12906
12907,ath-miR3932a,NONATHT002962,0,256,-7091,12907
12908,mtr-miR169c,lcl_Mtruncatula_Medtr5g059100.3,1,1023,-7092,12908
12909,mtr-miR5259,lcl_Mtruncatula_Medtr0105s0070.1,0,726,-530,12909
12910,gma-miR4414a-5p,lcl_Gmax_Glyma.10G139100.1,1,540,-7093,12910
12911,gma-miR4387c,lcl_Gmax_Glyma.12G173100.1,0,70,-2059,12911
12912,ath-miR835-3p,lcl_Athaliana_AT1G16025.1,1,1179,-7094,12912
12913,ath-miR171c-5p,CNT2085157,0,1294,-7095,12913
12914,mtr-miR398a-3p,lcl_Mtruncatula_Medtr3g063970.2,1,32,-5571,12914
12915,mtr-miR2592bl-3p,lcl_Mtruncatula_Medtr4g059760.1,0,776,-113,12915
12916,gma-miR482e,lcl_Gmax_Glyma.20G130500.3,1,313,-7096,12916
12917,gma-miR9734,lcl_Gmax_Glyma.04G237800.1,0,1125,-82,12917
12918,ath-miR8181,CNT2086005,1,46,-3134,12918
12919,ath-miR827,NONATHT001356,0,519,-7097,12919
12920,mtr-miR319a-3p,lcl_Mtruncatula_Medtr1g112610.1,1,421,-7098,12920
12921,mtr-miR2610a,lcl_Mtruncatula_Medtr7g108080.1,0,1096,-496,12921
12922,gma-miR5037d,lcl_Gmax_Glyma.01G225600.1,1,85,-5451,12922
12923,gma-miR156k,lcl_Gmax_Glyma.06G247400.1,0,902,-968,12923
12924,ath-miR168a-5p,CNT2085254,1,177,-7099,12924
12925,ath-miR781a,CNT2085043,0,504,-7100,12925
12926,mtr-miR5252,lcl_Mtruncatula_Medtr7g102806.1,1,682,-7101,12926
12927,mtr-miR5242,lcl_Mtruncatula_Medtr2g019360.1,0,453,-1066,12927
12928,gma-miR159c,lcl_Gmax_Glyma.01G105800.1,1,60,-7102,12928
12929,gma-miR10414,lcl_Gmax_Glyma.15G261000.1,0,982,-726,12929
12930,ath-miR2937,CNT2088372,1,1233,-7103,12930
12931,ath-miR837-3p,lcl_Athaliana_AT2G06280.1,0,233,-2027,12931
12932,mtr-miR5233,lcl_Mtruncatula_Medtr5g020465.1,1,452,-7104,12932
12933,mtr-miR399c,lcl_Mtruncatula_Medtr5g084410.3,0,841,-848,12933
12934,gma-miR159a-3p,lcl_Gmax_Glyma.18G279100.1,1,816,-98,12934
12935,gma-miR1520b,lcl_Gmax_Glyma.02G143900.2,0,1132,-412,12935
12936,ath-miR447a-3p,CNT2086375,1,207,-5161,12936
12937,ath-miR3932a,CNT2088471,0,256,-3458,12937
12938,mtr-miR5266,lcl_Mtruncatula_Medtr3g061910.1,1,481,-7105,12938
12939,mtr-miR5246,lcl_Mtruncatula_Medtr0016s0040.1,0,981,-10,12939
12940,gma-miR9732,lcl_Gmax_Glyma.15G267800.1,1,812,-7106,12940
12941,gma-miR171h,lcl_Gmax_Glyma.05G013600.1,0,1189,-587,12941
12942,ath-miR8181,lcl_Athaliana_AT5G24570.1,1,46,-7107,12942
12943,ath-miR4245,CNT2086427,0,774,-5178,12943
12944,mtr-miR5208a,lcl_Mtruncatula_Medtr3g025420.1,1,468,-665,12944
12945,mtr-miR5288,lcl_Mtruncatula_Medtr2g009910.1,0,879,-1238,12945
12946,gma-miR5032,lcl_Gmax_Glyma.06G048300.1,1,485,-7108,12946
12947,gma-miR9736,lcl_Gmax_Glyma.05G080300.2,0,275,-827,12947
12948,ath-miR832-5p,lcl_Athaliana_AT4G28460.1,1,342,-7109,12948
12949,ath-miR8173,NONATHT003115,0,781,-7110,12949
12950,mtr-miR5233,lcl_Mtruncatula_Medtr8g010270.1,1,452,-7111,12950
12951,mtr-miR171c,lcl_Mtruncatula_Medtr1g107440.5,0,146,-169,12951
12952,gma-miR5774a,lcl_Gmax_Glyma.17G243400.1,1,300,-4282,12952
12953,gma-miR167g,lcl_Gmax_Glyma.06G207900.2,0,64,-1702,12953
12954,ath-miR170-3p,CNT2087114,1,980,-1203,12954
12955,ath-miR168a-5p,CNT2087443,0,177,-6547,12955
12956,mtr-miR5229a,lcl_Mtruncatula_Medtr7g451850.1,1,104,-6243,12956
12957,mtr-miR2664a,lcl_Mtruncatula_Medtr4g049300.2,0,693,-129,12957
12958,gma-miR156b,lcl_Gmax_Glyma.04G191300.1,1,526,-7112,12958
12959,gma-miR4390,lcl_Gmax_Glyma.01G122600.1,0,790,-305,12959
12960,ath-miR8176,CNT2085032,1,369,-7113,12960
12961,ath-miR5595a,lcl_Athaliana_AT5G42530.1,0,552,-6800,12961
12962,mtr-miR156a,lcl_Mtruncatula_Medtr3g034220.1,1,1027,-7114,12962
12963,mtr-miR2674,lcl_Mtruncatula_Medtr0101s0020.2,0,856,-39,12963
12964,gma-miR9730,lcl_Gmax_Glyma.05G030200.1,1,101,-7115,12964
12965,gma-miR167e,lcl_Gmax_Glyma.U022300.1,0,1020,-402,12965
12966,ath-miR8181,CNT2088712,1,46,-7116,12966
12967,ath-miR169a-3p,NONATHT002226,0,679,-1927,12967
12968,mtr-miR2119,lcl_Mtruncatula_Medtr3g093320.1,1,988,-7117,12968
12969,mtr-miR5208a,lcl_Mtruncatula_Medtr2g105240.5,0,468,-406,12969
12970,gma-miR5042-5p,lcl_Gmax_Glyma.03G113900.1,1,1214,-6406,12970
12971,gma-miR10419,lcl_Gmax_Glyma.10G052100.1,0,1013,-730,12971
12972,ath-miR5644,lcl_Athaliana_AT2G33520.1,1,521,-7118,12972
12973,ath-miR5017-3p,CNT2088724,0,377,-7119,12973
12974,mtr-miR169j,lcl_Mtruncatula_Medtr8g088440.1,1,48,-1641,12974
12975,mtr-miR395b,lcl_Mtruncatula_Medtr8g087480.1,0,520,-45,12975
12976,gma-miR394b-5p,lcl_Gmax_Glyma.16G059600.1,1,236,-2740,12976
12977,gma-miR166a-5p,lcl_Gmax_Glyma.10G256500.1,0,794,-839,12977
12978,ath-miR8181,CNT2087489,1,46,-6045,12978
12979,ath-miR862-5p,lcl_Athaliana_AT1G72645.1,0,1109,-4991,12979
12980,mtr-miR2621,lcl_Mtruncatula_Medtr8g046080.1,1,400,-7120,12980
12981,mtr-miR2653a,lcl_Mtruncatula_Medtr0101s0020.2,0,766,-39,12981
12982,gma-miR4995,lcl_Gmax_Glyma.14G035000.1,1,175,-1051,12982
12983,gma-miR1508a,lcl_Gmax_Glyma.11G136800.1,0,992,-1028,12983
12984,ath-miR399b,CNT2085956,1,246,-1120,12984
12985,ath-miR3932b-5p,CNT2087831,0,376,-7121,12985
12986,mtr-miR166e-5p,lcl_Mtruncatula_Medtr1g090813.1,1,1035,-7122,12986
12987,mtr-miR2592bp-3p,lcl_Mtruncatula_Medtr4g059760.1,0,508,-113,12987
12988,gma-miR5774a,lcl_Gmax_Glyma.08G211500.2,1,300,-7123,12988
12989,gma-miR5368,lcl_Gmax_Glyma.14G074200.1,0,23,-667,12989
12990,ath-miR859,lcl_Athaliana_AT4G33610.1,1,472,-7124,12990
12991,ath-miR426,CNT2085659,0,977,-6194,12991
12992,mtr-miR5284a,lcl_Mtruncatula_Medtr7g021060.1,1,907,-7125,12992
12993,mtr-miR2086-5p,lcl_Mtruncatula_Medtr5g084410.2,0,54,-86,12993
12994,gma-miR164a,lcl_Gmax_Glyma.15G146300.1,1,143,-6227,12994
12995,gma-miR393h,lcl_Gmax_Glyma.13G195500.1,0,1283,-635,12995
12996,ath-miR399c-5p,lcl_Athaliana_AT5G26673.1,1,35,-7126,12996
12997,ath-miR868-3p,NONATHT001962,0,628,-6882,12997
12998,mtr-miR160f,lcl_Mtruncatula_Medtr3g039820.1,1,701,-7127,12998
12999,mtr-miR5292a,lcl_Mtruncatula_Medtr5g081650.3,0,114,-56,12999
13000,gma-miR482e,lcl_Gmax_Glyma.06G009600.1,1,313,-7128,13000
13001,gma-miR5670a,lcl_Gmax_Glyma.17G191700.1,0,1255,-196,13001
13002,ath-miR8168,lcl_Athaliana_AT2G06045.1,1,221,-3163,13002
13003,ath-miR845a,lcl_Athaliana_AT2G41905.1,0,471,-7129,13003
13004,mtr-miR5558-5p,lcl_Mtruncatula_Medtr1g057320.1,1,1252,-7130,13004
13005,mtr-miR7698-3p,lcl_Mtruncatula_Medtr8g087480.1,0,975,-45,13005
13006,gma-miR169s-5p,lcl_Gmax_Glyma.15G199100.1,1,1292,-5502,13006
13007,gma-miR396i-3p,lcl_Gmax_Glyma.11G136800.1,0,1091,-1028,13007
13008,ath-miR319a,CNT2087848,1,139,-7131,13008
13009,ath-miR5019,CNT2086420,0,118,-4208,13009
13010,mtr-miR5224b,lcl_Mtruncatula_Medtr8g059200.1,1,1022,-7132,13010
13011,mtr-miR7701-5p,lcl_Mtruncatula_Medtr3g053460.2,0,1290,-107,13011
13012,gma-miR168a,lcl_Gmax_Glyma.20G068600.1,1,482,-7133,13012
13013,gma-miR1513c,lcl_Gmax_Glyma.02G160000.1,0,192,-6,13013
13014,ath-miR167d,CNT2088083,1,238,-7134,13014
13015,ath-miR165a-3p,CNT2085004,0,533,-7135,13015
13016,mtr-miR2600e,lcl_Mtruncatula_Medtr8g043700.1,1,1268,-7136,13016
13017,mtr-miR5271a,lcl_Mtruncatula_Medtr3g053460.2,0,845,-107,13017
13018,gma-miR159a-3p,lcl_Gmax_Glyma.06G019600.1,1,816,-3951,13018
13019,gma-miR10417,lcl_Gmax_Glyma.20G157000.2,0,585,-1918,13019
13020,ath-miR408-5p,NONATHT001357,1,808,-7137,13020
13021,ath-miR164c-3p,CNT2087411,0,1083,-96,13021
13022,mtr-miR2653a,lcl_Mtruncatula_Medtr6g024145.1,1,766,-7138,13022
13023,mtr-miR5757,lcl_Mtruncatula_Medtr8g043400.3,0,1074,-62,13023
13024,gma-miR166m,lcl_Gmax_Glyma.20G005500.1,1,1067,-7139,13024
13025,gma-miR390e,lcl_Gmax_Glyma.13G020800.1,0,945,-743,13025
13026,ath-miR3440b-3p,CNT2089056,1,272,-7140,13026
13027,ath-miR860,lcl_Athaliana_AT4G07595.1,0,217,-1172,13027
13028,mtr-miR169d-5p,lcl_Mtruncatula_Medtr2g064760.1,1,493,-1848,13028
13029,mtr-miR7698-5p,lcl_Mtruncatula_Medtr4g115740.6,0,213,-435,13029
13030,gma-miR5782,lcl_Gmax_Glyma.09G083600.1,1,1222,-7141,13030
13031,gma-miR394a-3p,lcl_Gmax_Glyma.19G197400.1,0,393,-652,13031
13032,ath-miR5028,lcl_Athaliana_AT2G38350.1,1,946,-7142,13032
13033,ath-miR863-5p,CNT2085076,0,991,-3195,13033
13034,mtr-miR160c,lcl_Mtruncatula_Medtr3g109720.1,1,448,-7143,13034
13035,mtr-miR399c,lcl_Mtruncatula_Medtr4g049300.2,0,841,-129,13035
13036,gma-miR1520p,lcl_Gmax_Glyma.16G181800.1,1,639,-3319,13036
13037,gma-miR10423,lcl_Gmax_Glyma.20G134300.1,0,1102,-648,13037
13038,ath-miR847,lcl_Athaliana_AT2G24103.1,1,1166,-7144,13038
13039,ath-miR399b,NONATHT003640,0,246,-7145,13039
13040,mtr-miR5235a,lcl_Mtruncatula_Medtr8g089625.1,1,1051,-7146,13040
13041,mtr-miR5252,lcl_Mtruncatula_Medtr4g115740.6,0,682,-435,13041
13042,gma-miR169v,lcl_Gmax_Glyma.15G199100.1,1,1054,-5502,13042
13043,gma-miR10446,lcl_Gmax_Glyma.02G111100.1,0,565,-437,13043
13044,ath-miR3440b-5p,NONATHT002620,1,560,-7147,13044
13045,ath-miR857,CNT2085500,0,178,-7148,13045
13046,mtr-miR2623,lcl_Mtruncatula_Medtr2g033420.1,1,772,-7149,13046
13047,mtr-miR5554a-5p,lcl_Mtruncatula_Medtr7g108080.1,0,1114,-496,13047
13048,gma-miR156q,lcl_Gmax_Glyma.13G268900.1,1,605,-5493,13048
13049,gma-miR5042-3p,lcl_Gmax_Glyma.07G051900.1,0,1108,-937,13049
13050,ath-miR5630a,NONATHT000345,1,849,-7150,13050
13051,ath-miR827,NONATHT003297,0,519,-1979,13051
13052,mtr-miR159b,lcl_Mtruncatula_Medtr3g010980.1,1,200,-7151,13052
13053,mtr-miR171b,lcl_Mtruncatula_Medtr4g106400.1,0,727,-180,13053
13054,gma-miR4993,lcl_Gmax_Glyma.20G130500.6,1,437,-7152,13054
13055,gma-miR1514b-5p,lcl_Gmax_Glyma.05G064400.3,0,1258,-273,13055
13056,ath-miR160a-3p,NONATHT002384,1,427,-7153,13056
13057,ath-miR864-3p,CNT2085152,0,204,-1624,13057
13058,mtr-miR2673a,lcl_Mtruncatula_Medtr1g059990.1,1,31,-7154,13058
13059,mtr-miR2618a,lcl_Mtruncatula_Medtr2g031430.1,0,593,-581,13059
13060,gma-miR482b-5p,lcl_Gmax_Glyma.13G263500.1,1,115,-1429,13060
13061,gma-miR5775,lcl_Gmax_Glyma.01G175700.1,0,608,-18,13061
13062,ath-miR8165,CNT2087921,1,103,-2289,13062
13063,ath-miR415,lcl_Athaliana_AT2G06715.1,0,809,-7155,13063
13064,mtr-miR5239,lcl_Mtruncatula_Medtr2g094120.1,1,1103,-7156,13064
13065,mtr-miR2606a,lcl_Mtruncatula_Medtr3g466420.1,0,1092,-210,13065
13066,gma-miR5766,lcl_Gmax_Glyma.02G216800.1,1,1143,-7157,13066
13067,gma-miR399d,lcl_Gmax_Glyma.07G054300.1,0,762,-447,13067
13068,ath-miR8175,CNT2086074,1,260,-7158,13068
13069,ath-miR1886.3,CNT2086951,0,860,-7159,13069
13070,mtr-miR156j,lcl_Mtruncatula_Medtr5g081370.1,1,983,-7160,13070
13071,mtr-miR171d,lcl_Mtruncatula_Medtr2g023920.2,0,212,-661,13071
13072,gma-miR2118a-3p,lcl_Gmax_Glyma.03G064300.1,1,17,-7161,13072
13073,gma-miR9759,lcl_Gmax_Glyma.19G038200.1,0,1277,-1261,13073
13074,ath-miR854a,lcl_Athaliana_AT1G54950.1,1,319,-7162,13074
13075,ath-miR8121,NONATHT000974,0,99,-923,13075
