ViRBase ID	Virus Name	Virus Strain Name	Taxonomy ID	Virus Family	Host Species	Interactor1 Source	Interactor1 Category	Interactor1 Symbol	Interactor1 ID	Interactor2 Source	Interactor2 Category	Interactor2 Symbol	Interactor2 ID	PMID	Score
VHID00487154	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-2-3p	MIMAT0015215	host	lncRNA	SNHG28	284677		0.2202
VHID00487155	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-2-3p	MIMAT0015215	host	lncRNA	LINC02693	339263		0.2202
VHID00487156	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-2-3p	MIMAT0015215	host	lncRNA	ATP11AUN	400165		0.2202
VHID00487157	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-2-3p	MIMAT0015215	host	lncRNA	LINC02694	400359		0.2202
VHID00487158	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-2-3p	MIMAT0015215	host	lncRNA	ST20	400410		0.2202
VHID00487159	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-2-3p	MIMAT0015215	host	lncRNA	LINC02908	401563		0.2202
VHID00487160	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-2-3p	MIMAT0015215	host	lncRNA	C10orf55	414236		0.2381
VHID00487161	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-2-3p	MIMAT0015215	host	lncRNA	CLLU1-AS1	574016		0.2202
VHID00487162	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-2-3p	MIMAT0015215	host	lncRNA	CLLU1	574028		0.2202
VHID00487163	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-2-3p	MIMAT0015215	host	lncRNA	BLOC1S5-TXNDC5	100526836		0.2202
VHID00487164	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-2-3p	MIMAT0015215	host	lncRNA	DNAAF4-CCPG1	100533483		0.2202
VHID00487165	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-2-3p	MIMAT0015215	host	lncRNA	LOC100294020	LOC100294020		0.2202
VHID00490024	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-8-5p	MIMAT0015216	host	lncRNA	LINC01565	23434		0.2202
VHID00490025	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-8-5p	MIMAT0015216	host	lncRNA	C2orf27A	29798		0.2202
VHID00490026	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-8-5p	MIMAT0015216	host	lncRNA	CCDC140	151278		0.2202
VHID00490027	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-8-5p	MIMAT0015216	host	lncRNA	C5orf38	153571		0.2202
VHID00490028	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-8-5p	MIMAT0015216	host	lncRNA	CT62	196993		0.2202
VHID00490029	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-8-5p	MIMAT0015216	host	lncRNA	C11orf45	219833		0.2202
VHID00490030	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-8-5p	MIMAT0015216	host	lncRNA	ZNF22-AS1	220979		0.2202
VHID00490031	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-8-5p	MIMAT0015216	host	lncRNA	C6orf223	221416		0.2202
VHID00490032	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-8-5p	MIMAT0015216	host	lncRNA	H19	283120		0.1828
VHID00490033	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-8-5p	MIMAT0015216	host	lncRNA	LINC01465	283416		0.2202
VHID00490034	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-8-5p	MIMAT0015216	host	lncRNA	TMEM105	284186		0.2202
VHID00490035	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-8-5p	MIMAT0015216	host	lncRNA	SNHG28	284677		0.2381
VHID00490036	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-8-5p	MIMAT0015216	host	lncRNA	C5orf64	285668		0.2202
VHID00490037	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-8-5p	MIMAT0015216	host	lncRNA	LINC02693	339263		0.2202
VHID00490038	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-8-5p	MIMAT0015216	host	lncRNA	C3orf35	339883		0.2381
VHID00490039	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-8-5p	MIMAT0015216	host	lncRNA	LINC02875	388407		0.2202
VHID00490040	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-8-5p	MIMAT0015216	host	lncRNA	LINC02897	388759		0.2381
VHID00490041	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-8-5p	MIMAT0015216	host	lncRNA	MIR1915HG	399726		0.2202
VHID00490042	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-8-5p	MIMAT0015216	host	lncRNA	TMEM132E-DT	400591		0.2202
VHID00490043	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-8-5p	MIMAT0015216	host	lncRNA	LINC02902	401335		0.2202
VHID00490044	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-8-5p	MIMAT0015216	host	lncRNA	LINC02872	401535		0.2202
VHID00490045	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-8-5p	MIMAT0015216	host	lncRNA	LINC02908	401563		0.2202
VHID00490046	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-8-5p	MIMAT0015216	host	lncRNA	CDRT15P3	408029		0.2202
VHID00490047	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-8-5p	MIMAT0015216	host	lncRNA	CLLU1-AS1	574016		0.2202
VHID00490048	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-8-5p	MIMAT0015216	host	lncRNA	HEPN1	641654		0.2202
VHID00490049	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-8-5p	MIMAT0015216	host	lncRNA	PAK6-AS1	644809		0.2202
VHID00490050	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-8-5p	MIMAT0015216	host	lncRNA	BLOC1S5-TXNDC5	100526836		0.2202
VHID00490051	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-8-5p	MIMAT0015216	host	lncRNA	LOC100294020	LOC100294020		0.2202
VHID00494198	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-7-5p	MIMAT0015217	host	lncRNA	LINC01565	23434		0.2202
VHID00494199	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-7-5p	MIMAT0015217	host	lncRNA	C5orf38	153571		0.2202
VHID00494200	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-7-5p	MIMAT0015217	host	lncRNA	DOCK8-AS1	157983		0.2381
VHID00494201	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-7-5p	MIMAT0015217	host	lncRNA	LINC02897	388759		0.2381
VHID00494202	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-7-5p	MIMAT0015217	host	lncRNA	LINC02908	401563		0.2202
VHID00494203	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-7-5p	MIMAT0015217	host	lncRNA	C10orf55	414236		0.2202
VHID00494204	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-7-5p	MIMAT0015217	host	lncRNA	DNAAF4-CCPG1	100533483		0.2202
VHID00495614	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-5-5p	MIMAT0015218	host	lncRNA	LINC01587	10141		0.2202
VHID00495615	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-5-5p	MIMAT0015218	host	lncRNA	H19	283120		0.1828
VHID00495616	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-5-5p	MIMAT0015218	host	lncRNA	LINC01465	283416		0.2202
VHID00495617	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-5-5p	MIMAT0015218	host	lncRNA	LINC02910	284756		0.2202
VHID00495618	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-5-5p	MIMAT0015218	host	lncRNA	LINC02904	286122		0.2202
VHID00495619	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-5-5p	MIMAT0015218	host	lncRNA	LINC02897	388759		0.2202
VHID00495620	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-5-5p	MIMAT0015218	host	lncRNA	MIR1915HG	399726		0.2202
VHID00495621	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-5-5p	MIMAT0015218	host	lncRNA	LINC02908	401563		0.2202
VHID00495622	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-5-5p	MIMAT0015218	host	lncRNA	PAK6-AS1	644809		0.2202
VHID00497545	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-12-3p	MIMAT0015238	host	lncRNA	PRR34	55267		0.2202
VHID00497546	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-12-3p	MIMAT0015238	host	lncRNA	FOXD2-AS1	84793		0.1828
VHID00497547	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-12-3p	MIMAT0015238	host	lncRNA	DIRC1	116093		0.2381
VHID00497548	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-12-3p	MIMAT0015238	host	lncRNA	LINC02870	170393		0.2202
VHID00497549	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-12-3p	MIMAT0015238	host	lncRNA	C6orf223	221416		0.2202
VHID00497550	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-12-3p	MIMAT0015238	host	lncRNA	LINC01342	254099		0.1828
VHID00497551	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-12-3p	MIMAT0015238	host	lncRNA	LINC01465	283416		0.2202
VHID00497552	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-12-3p	MIMAT0015238	host	lncRNA	TMEM105	284186		0.2202
VHID00497553	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-12-3p	MIMAT0015238	host	lncRNA	SNHG28	284677		0.2381
VHID00497554	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-12-3p	MIMAT0015238	host	lncRNA	ST20	400410		0.2202
VHID00497555	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-12-3p	MIMAT0015238	host	lncRNA	LRRC8C-DT	400761		0.1828
VHID00497556	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-12-3p	MIMAT0015238	host	lncRNA	LINC02908	401563		0.2381
VHID00497557	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-12-3p	MIMAT0015238	host	lncRNA	PRDM16-DT	440556		0.1828
VHID00497558	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-12-3p	MIMAT0015238	host	lncRNA	CYMP-AS1	440602		0.1828
VHID00497559	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-12-3p	MIMAT0015238	host	lncRNA	MATN1-AS1	100129196		0.1828
VHID00497560	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-12-3p	MIMAT0015238	host	lncRNA	KDM4A-AS1	100132774		0.1828
VHID00497561	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-12-3p	MIMAT0015238	host	lncRNA	GNG12-AS1	100289178		0.1828
VHID00497562	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-12-3p	MIMAT0015238	host	lncRNA	LINC01672	100505887		0.1828
VHID00497563	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-12-3p	MIMAT0015238	host	lncRNA	ECE1-AS1	100506801		0.1828
VHID00497564	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-12-3p	MIMAT0015238	host	lncRNA	LOC100507564	100507564		0.1828
VHID00497565	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-12-3p	MIMAT0015238	host	lncRNA	ZRANB2-AS2	100852410		0.1828
VHID00497566	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-12-3p	MIMAT0015238	host	lncRNA	SRGAP2-AS1	100873165		0.1828
VHID00497567	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-12-3p	MIMAT0015238	host	lncRNA	LOC100996263	100996263		0.1828
VHID00497568	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-12-3p	MIMAT0015238	host	lncRNA	LAMTOR5-AS1	101410535		0.1828
VHID00497569	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-12-3p	MIMAT0015238	host	lncRNA	LINC01359	101927084		0.1828
VHID00497570	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-12-3p	MIMAT0015238	host	lncRNA	SLC44A3-AS1	101928079		0.1828
VHID00497571	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-12-3p	MIMAT0015238	host	lncRNA	LINC01649	101928995		0.1828
VHID00497572	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-12-3p	MIMAT0015238	host	lncRNA	LOC101929099	101929099		0.1828
VHID00497573	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-12-3p	MIMAT0015238	host	lncRNA	LINC01648	101929406		0.1828
VHID00497574	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	Human gammaherpesvirus 8 (Kaposi's sarcoma herpesvirus, KSHV)	37296	Herpesviridae	Homo sapiens	virus	miRNA	kshv-miR-K12-12-3p	MIMAT0015238	host	lncRNA	LOC105378614	105378614		0.1828
