,mirna,lncrna,Label,mirna_id,lncrna_id,pair_id
15861,ebv-miR-BART7-3p,ENST00000662916.1,0.0,85,-1711,10488
15862,hsv2-miR-H10,ENST00000407797.6,1.0,33,-140,5056
15863,hbv-miR-B20-3p,ENST00000659725.1,0.0,144,-738,15437
15864,hbv-miR-B7-5p,ENST00000414532.6,0.0,148,-340,17777
15865,hbv-miR-B20-3p,ENST00000408887.3,1.0,144,-65,1466
15866,kshv-miR-K12-5-5p,ENST00000430228.1,0.0,139,-1284,14324
15867,ebv-miR-BART20-5p,ENST00000655848.1,0.0,102,-1609,17261
15868,hsv2-miR-H22,ENST00000648094.1,0.0,38,-177,18091
15869,hsv1-miR-H4-5p,ENST00000661019.1,0.0,5,-1431,16483
15870,hcmv-miR-US25-1-5p,ENST00000655540.1,1.0,54,-830,8510
15871,kshv-miR-K12-11-5p,ENST00000658416.1,1.0,134,-198,6268
15872,hiv1-miR-H1,ENST00000657125.1,1.0,163,-460,7839
15873,hsv1-miR-H16,ENST00000629184.2,0.0,19,-574,13061
15874,ebv-miR-BART10-5p,ENST00000630508.2,0.0,107,-377,16054
15875,hsv2-miR-H22,ENST00000665678.1,0.0,38,-1846,17642
15876,hcmv-miR-US29-5p,ENST00000464203.1,1.0,68,-21,269
15877,ebv-miR-BART1-3p,ENST00000663605.1,1.0,78,-191,5942
15878,hsv2-miR-H23-5p,ENST00000667964.1,0.0,39,-1133,18483
15879,ebv-miR-BART7-3p,ENST00000366314.4,0.0,85,-1261,18404
15880,ebv-miR-BART18-3p,ENST00000658751.1,0.0,109,-1882,9977
15881,hiv1-miR-H1,ENST00000624760.1,1.0,163,-238,6964
15882,hcmv-miR-US4-5p,ENST00000574093.1,1.0,58,-87,2559
15883,hsv1-miR-H1-5p,ENST00000612390.4,1.0,1,-57,1281
15884,jcv-miR-J1-5p,ENST00000662969.1,0.0,158,-1600,15005
15885,hsv1-miR-H4-3p,ENST00000491341.5,0.0,6,-922,11963
15886,ebv-miR-BHRF1-2-5p,ENST00000661785.1,1.0,73,-103,3487
15887,ebv-miR-BART1-3p,ENST00000557142.6,1.0,78,-216,6658
15888,hsv1-miR-H5-5p,ENST00000442114.6,1.0,24,-84,2330
15889,hsv1-miR-H6-5p,ENST00000643648.1,1.0,25,-42,759
15890,kshv-miR-K12-10a-5p,ENST00000646232.1,1.0,133,-45,930
15891,hsv1-miR-H26,ENST00000654486.1,0.0,26,-503,17524
15892,ebv-miR-BART4-3p,ENST00000659698.1,0.0,111,-1122,12901
15893,hsv2-miR-H23-3p,ENST00000414046.3,0.0,40,-968,10143
15894,kshv-miR-K12-3-5p,ENST00000648852.1,1.0,130,-396,7554
15895,kshv-miR-K12-4-5p,ENST00000409898.2,0.0,128,-1167,11419
15896,kshv-miR-K12-10a-3p,ENST00000521889.5,1.0,116,-31,449
15897,hcmv-miR-US33-5p,ENST00000624760.1,1.0,57,-238,6944
15898,hsv2-miR-H13,ENST00000661019.1,0.0,36,-1431,11746
15899,ebv-miR-BART22,ENST00000626735.2,0.0,115,-558,11313
15900,ebv-miR-BART1-3p,ENST00000665180.1,1.0,78,-193,6030
15901,kshv-miR-K12-12-5p,ENST00000409178.5,1.0,132,-51,1222
15902,ebv-miR-BART4-5p,ENST00000663437.1,1.0,81,-113,4402
15903,hiv1-miR-H1,ENST00000442114.6,1.0,163,-84,2396
15904,hcmv-miR-US33-5p,ENST00000608602.5,0.0,57,-366,13152
15905,kshv-miR-K12-7-3p,ENST00000663992.1,0.0,124,-1313,9737
15906,hsv2-miR-H22,ENST00000524935.1,1.0,38,-344,7363
15907,ebv-miR-BHRF1-2-5p,ENST00000650318.1,1.0,73,-96,2850
15908,ebv-miR-BART8-5p,ENST00000659749.1,1.0,86,-114,4497
15909,hsv1-miR-H14-3p,ENST00000664910.1,0.0,17,-1562,16713
15910,hsv1-miR-H17,ENST00000666432.1,1.0,20,-162,5321
15911,ebv-miR-BART20-5p,ENST00000648852.1,0.0,102,-396,10100
15912,hsv2-miR-H23-3p,ENST00000631506.1,0.0,40,-1138,17278
15913,ebv-miR-BHRF1-2-3p,ENST00000640437.1,0.0,74,-777,16421
15914,hsv2-miR-H11-3p,ENST00000657911.1,0.0,34,-1212,13875
15915,hsv2-miR-H5,ENST00000435388.1,1.0,45,-453,7825
15916,hsv2-miR-H7-3p,ENST00000623673.1,0.0,43,-133,12165
15917,hbv-miR-B14RC-3p,ENST00000612967.2,1.0,154,-136,4916
15918,kshv-miR-K12-8-3p,ENST00000658620.1,0.0,123,-1429,9760
15919,hsv1-miR-H6-5p,ENST00000426078.5,1.0,25,-152,5191
15920,kshv-miR-K12-2-5p,ENST00000671518.1,1.0,120,-817,8465
15921,ebv-miR-BART1-5p,ENST00000578380.6,0.0,76,-834,18788
15922,kshv-miR-K12-10b,ENST00000652879.1,0.0,117,-721,11502
15923,ebv-miR-BART17-3p,ENST00000667703.1,0.0,99,-1552,12712
15924,hsv2-miR-H9-3p,ENST00000667136.1,1.0,32,-108,3925
15925,hsv2-miR-H7-5p,ENST00000667581.1,0.0,31,-1398,17769
15926,ebv-miR-BART21-3p,ENST00000643589.1,0.0,114,-1158,12895
15927,hsv1-miR-H4-5p,ENST00000655996.1,0.0,5,-954,14036
15928,hcmv-miR-US25-1-5p,ENST00000663249.1,1.0,54,-1098,8863
15929,ebv-miR-BART8-3p,ENST00000676338.1,1.0,87,-74,1958
15930,hcmv-miR-US25-1-5p,ENST00000467369.2,1.0,54,-970,8735
15931,hcmv-miR-US5-2-5p,ENST00000661342.1,0.0,64,-1787,9711
15932,hbv-miR-B14RC-3p,ENST00000589639.1,0.0,154,-1350,10736
15933,hsv1-miR-H16,ENST00000336600.6,1.0,19,-85,2403
15934,ebv-miR-BART11-3p,ENST00000667197.1,1.0,91,-195,6125
15935,ebv-miR-BART14-3p,ENST00000657905.1,1.0,95,-109,4050
15936,kshv-miR-K12-9-3p,ENST00000641009.1,1.0,122,-230,6817
15937,hsv1-miR-H7-3p,ENST00000378947.7,1.0,10,-139,5008
15938,hsv1-miR-H3-5p,ENST00000576606.5,0.0,23,-1817,19150
15939,hcmv-miR-US25-1-5p,ENST00000455939.1,1.0,54,-1203,8968
15940,ebv-miR-BART13-5p,ENST00000449175.1,0.0,108,-1065,14395
15941,ebv-miR-BART13-5p,ENST00000671646.1,1.0,108,-110,4153
15942,hsv1-miR-H14-5p,ENST00000625451.2,0.0,16,-353,14605
15943,ebv-miR-BART7-3p,ENST00000324988.3,0.0,85,-1281,13367
15944,hsv2-miR-H13,ENST00000625168.1,1.0,36,-134,4787
15945,hsv1-miR-H14-5p,ENST00000525653.1,0.0,16,-80,14905
15946,hsv1-miR-H16,ENST00000569711.1,1.0,19,-261,7122
15947,ebv-miR-BART8-3p,ENST00000656014.1,0.0,87,-1475,17096
15948,mcpv-miR-P1-3p,ENST00000648149.1,1.0,161,-41,748
15949,hsv1-miR-H1-3p,ENST00000668061.1,0.0,22,-197,18822
15950,ebv-miR-BART20-3p,ENST00000663530.1,1.0,103,-112,4330
15951,kshv-miR-K12-1-5p,ENST00000474630.6,0.0,119,-934,18780
15952,hbv-miR-B3RC-3p,ENST00000398461.5,0.0,147,-1056,19163
15953,hcmv-miR-US25-1-5p,ENST00000470491.6,1.0,54,-835,8530
15954,hcmv-miR-US25-1-5p,ENST00000442419.2,1.0,54,-1229,8994
15955,hsv1-miR-H16,ENST00000668191.1,0.0,19,-651,12823
15956,ebv-miR-BART18-3p,ENST00000660408.1,1.0,109,-689,8245
15957,ebv-miR-BART15,ENST00000667465.1,0.0,96,-1311,14073
15958,ebv-miR-BART16,ENST00000336600.6,1.0,97,-85,2439
15959,hbv-miR-B2RC,ENST00000560203.1,1.0,141,-46,979
15960,hsv2-miR-H20,ENST00000496793.2,1.0,37,-170,5529
15961,hsv1-miR-H7-5p,ENST00000674356.1,1.0,9,-119,4683
15962,ebv-miR-BART19-5p,ENST00000434141.1,0.0,110,-312,16683
15963,hsv2-miR-H6-3p,ENST00000656516.1,0.0,47,-242,11736
15964,hsv2-miR-H7-3p,ENST00000584840.5,0.0,43,-1303,10114
15965,hsv1-miR-H4-5p,ENST00000666495.2,0.0,5,-969,15529
15966,hcmv-miR-US25-1-5p,ENST00000590479.5,1.0,54,-1011,8776
15967,hsv2-miR-H10,ENST00000655540.1,0.0,33,-830,13223
15968,ebv-miR-BART7-3p,ENST00000336600.6,1.0,85,-85,2435
15969,hbv-miR-B14RC-3p,ENST00000668566.1,1.0,154,-196,6190
15970,hiv1-miR-H1,ENST00000648149.1,1.0,163,-41,750
15971,hcmv-miR-US25-1-5p,ENST00000613450.4,1.0,54,-901,8666
15972,hsv1-miR-H3-3p,ENST00000538604.1,1.0,4,-98,3002
15973,kshv-miR-K12-10b,ENST00000633706.1,0.0,117,-1143,9970
15974,ebv-miR-BART18-3p,ENST00000647388.1,0.0,109,-521,13383
15975,hcmv-miR-UL36-3p,ENST00000412526.5,0.0,61,-1202,14927
15976,hsv2-miR-H11-3p,ENST00000660730.1,0.0,34,-708,18213
15977,hiv1-miR-H1,ENST00000658664.1,1.0,163,-1880,9645
15978,hsv2-miR-H6-5p,ENST00000625168.1,1.0,46,-134,4790
15979,hcmv-miR-UL69,ENST00000664754.1,0.0,71,-654,18220
15980,hiv1-miR-N367,ENST00000568310.1,1.0,162,-165,5496
15981,ebv-miR-BART4-5p,ENST00000481368.6,1.0,81,-124,4712
15982,hsv1-miR-H6-5p,ENST00000424943.1,1.0,25,-335,7331
15983,kshv-miR-K12-12-3p,ENST00000654716.1,0.0,140,-647,15213
15984,jcv-miR-J1-5p,ENST00000441724.1,0.0,158,-842,16541
15985,hsv2-miR-H7-5p,ENST00000627398.2,0.0,31,-576,12704
15986,hsv2-miR-H6-5p,ENST00000448975.6,0.0,46,-293,10683
15987,hcmv-miR-US25-1-5p,ENST00000661806.1,1.0,54,-1191,8956
15988,hsv1-miR-H18,ENST00000609107.1,0.0,21,-1718,18185
15989,hcmv-miR-US25-1-5p,ENST00000663620.1,1.0,54,-1427,9192
15990,hbv-miR-B3RC-3p,ENST00000625168.1,1.0,147,-134,4829
15991,hbv-miR-B21RC-5p,ENST00000554808.1,0.0,152,-1877,15430
15992,ebv-miR-BART12,ENST00000653895.1,1.0,92,-39,655
15993,hsv1-miR-H6-5p,ENST00000557946.1,1.0,25,-47,994
15994,hsv1-miR-H6-3p,ENST00000667136.1,1.0,8,-108,3914
15995,hsv1-miR-H3-3p,ENST00000631832.1,0.0,4,-1670,13781
15996,hiv1-miR-TAR-5p,ENST00000482032.1,1.0,164,-447,7802
15997,ebv-miR-BHRF1-2-3p,ENST00000599202.5,0.0,74,-376,13432
15998,kshv-miR-K12-3-5p,ENST00000446880.5,0.0,130,-1372,12026
15999,hcmv-miR-US22-3p,ENST00000514984.1,0.0,67,-1154,16277
16000,kshv-miR-K12-12-3p,ENST00000635626.1,1.0,140,-470,7852
16001,hcmv-miR-UL36-3p,ENST00000425630.2,0.0,61,-1650,14316
16002,hcmv-miR-US29-5p,ENST00000665200.1,0.0,68,-1520,13356
16003,hsv1-miR-H7-5p,ENST00000650032.1,0.0,9,-519,15757
16004,hsv1-miR-H14-5p,ENST00000253838.3,0.0,16,-1102,13597
16005,hsv1-miR-H15,ENST00000659019.1,0.0,18,-1865,19133
16006,hsv1-miR-H4-3p,ENST00000625447.2,0.0,6,-549,18431
16007,jcv-miR-J1-3p,ENST00000656502.1,0.0,159,-1230,13585
16008,kshv-miR-K12-10b,ENST00000664403.1,0.0,117,-1403,16088
16009,hsv2-miR-H7-5p,ENST00000557946.1,1.0,31,-47,996
16010,kshv-miR-K12-8-3p,ENST00000555162.1,1.0,123,-508,7941
16011,ebv-miR-BART16,ENST00000623052.1,1.0,97,-163,5357
16012,hsv1-miR-H4-5p,ENST00000468168.5,0.0,5,-917,14226
16013,hsv2-miR-H12,ENST00000647872.1,1.0,35,-99,3108
16014,ebv-miR-BART4-3p,ENST00000676338.1,1.0,111,-74,1963
16015,hcmv-miR-US25-1-5p,ENST00000524131.5,1.0,54,-1058,8823
16016,hsv2-miR-H20,ENST00000529902.2,0.0,37,-215,12943
16017,hcmv-miR-US4-5p,ENST00000378485.1,1.0,58,-117,4645
16018,hbv-miR-B8-5p,ENST00000668061.1,1.0,149,-197,6233
16019,hbv-miR-B14RC-3p,ENST00000574093.1,1.0,154,-87,2590
16020,ebv-miR-BART5-5p,ENST00000661636.1,1.0,82,-30,408
16021,ebv-miR-BART5-5p,ENST00000564862.2,1.0,82,-236,6895
16022,hcmv-miR-UL70-3p,ENST00000660327.1,1.0,60,-498,7895
16023,ebv-miR-BART4-3p,ENST00000674714.1,1.0,111,-71,1792
16024,hcmv-miR-UL112-3p,ENST00000654845.1,0.0,50,-1500,16994
16025,hsv1-miR-H2-5p,ENST00000431189.1,0.0,2,-534,10716
16026,ebv-miR-BART20-5p,ENST00000647456.1,1.0,102,-43,827
16027,hsv1-miR-H17,ENST00000442114.6,1.0,20,-84,2327
16028,hsv2-miR-H2,ENST00000653518.1,0.0,30,-1640,17617
16029,hcmv-miR-US4-3p,ENST00000666811.1,0.0,65,-1419,15379
16030,hsv2-miR-H9-5p,ENST00000585330.6,1.0,44,-354,7397
16031,hbv-miR-B14RC-3p,ENST00000512899.4,1.0,154,-92,2702
16032,ebv-miR-BART9-3p,ENST00000430228.1,0.0,88,-1284,11006
16033,hsv1-miR-H18,ENST00000674760.1,1.0,21,-68,1596
16034,kshv-miR-K12-12-5p,ENST00000628757.2,0.0,132,-676,11609
16035,ebv-miR-BHRF1-1,ENST00000455531.1,0.0,72,-1057,10267
16036,bkv-miR-B1-3p,ENST00000589406.1,1.0,157,-116,4624
16037,hcmv-miR-US29-5p,ENST00000437681.1,0.0,68,-265,12270
16038,kshv-miR-K12-7-3p,ENST00000666465.1,0.0,124,-1629,12625
16039,hsv1-miR-H14-3p,ENST00000667465.1,0.0,17,-1311,10842
16040,ebv-miR-BART1-3p,ENST00000603474.1,1.0,78,-217,6680
16041,ebv-miR-BART11-5p,ENST00000568310.1,1.0,90,-165,5460
16042,hsv1-miR-H2-5p,ENST00000669151.1,0.0,2,-1839,15266
16043,kshv-miR-K12-1-5p,ENST00000664962.1,0.0,119,-1001,17891
16044,hbv-miR-B8-3p,ENST00000625168.1,1.0,150,-134,4831
16045,hbv-miR-B21RC-5p,ENST00000423408.6,0.0,152,-278,13179
16046,hsv2-miR-H10,ENST00000661418.1,0.0,33,-1595,15235
16047,ebv-miR-BART17-5p,ENST00000571868.1,1.0,98,-88,2632
16048,kshv-miR-K12-10a-3p,ENST00000557946.1,1.0,116,-47,1018
16049,hsv1-miR-H14-3p,ENST00000428461.1,0.0,17,-282,12564
16050,hsv1-miR-H18,ENST00000666056.1,0.0,21,-1361,13318
16051,hbv-miR-B20-5p,ENST00000336600.6,1.0,143,-85,2458
16052,hcmv-miR-UL112-3p,ENST00000564862.2,1.0,50,-236,6892
16053,kshv-miR-K12-5-5p,ENST00000661360.1,0.0,139,-762,9831
16054,ebv-miR-BART1-3p,ENST00000533506.5,1.0,78,-212,6570
16055,hiv1-miR-H1,ENST00000659019.1,1.0,163,-1865,9630
16056,hbv-miR-B21RC-5p,ENST00000625955.3,0.0,152,-624,13908
16057,kshv-miR-K12-4-5p,ENST00000480811.6,0.0,128,-828,16147
16058,kshv-miR-K12-10a-5p,ENST00000463058.5,1.0,133,-79,2154
16059,hsv1-miR-H3-3p,ENST00000608007.1,1.0,4,-1,1
16060,ebv-miR-BART21-5p,ENST00000414904.1,0.0,113,-307,14353
16061,kshv-miR-K12-12-5p,ENST00000649121.1,1.0,132,-399,7597
16062,kshv-miR-K12-2-3p,ENST00000458686.5,0.0,136,-634,12675
16063,kshv-miR-K12-9-5p,ENST00000554309.1,1.0,121,-517,8039
16064,ebv-miR-BART12,ENST00000659565.1,0.0,92,-356,15586
16065,hsv2-miR-H11-3p,ENST00000658826.1,0.0,34,-1560,14762
16066,hbv-miR-B4,ENST00000624458.1,1.0,142,-173,5604
16067,hbv-miR-B20-3p,ENST00000612876.4,0.0,144,-621,18568
16068,ebv-miR-BART6-3p,ENST00000669536.1,1.0,84,-194,6077
16069,hsv2-miR-H6-5p,ENST00000634604.2,0.0,46,-474,14731
16070,ebv-miR-BART19-3p,ENST00000378485.1,1.0,101,-117,4660
16071,kshv-miR-K12-9-3p,ENST00000585832.3,0.0,122,-1234,12356
16072,ebv-miR-BART7-3p,ENST00000515734.2,0.0,85,-972,18195
16073,kshv-miR-K12-12-3p,ENST00000432897.5,0.0,140,-311,16700
16074,ebv-miR-BART13-3p,ENST00000674760.1,1.0,93,-68,1618
16075,ebv-miR-BART21-3p,ENST00000674091.1,1.0,114,-734,8303
16076,hsv2-miR-H23-3p,ENST00000655847.1,0.0,40,-729,9963
16077,ebv-miR-BART6-5p,ENST00000654263.1,1.0,83,-107,3857
16078,hiv1-miR-TAR-5p,ENST00000523354.1,0.0,164,-1792,10768
16079,hsv1-miR-H8-5p,ENST00000664255.1,0.0,11,-1110,14876
16080,hsv1-miR-H1-5p,ENST00000433505.5,1.0,1,-52,1246
16081,kshv-miR-K12-11-3p,ENST00000581913.5,0.0,118,-836,15969
16082,hsv1-miR-H8-3p,ENST00000651032.1,0.0,12,-1077,9859
16083,ebv-miR-BART16,ENST00000669034.1,0.0,97,-1642,9706
16084,kshv-miR-K12-9-5p,ENST00000464203.1,1.0,121,-21,271
16085,hsv2-miR-H22,ENST00000663312.1,0.0,38,-1738,15357
16086,hiv1-miR-TAR-3p,ENST00000648094.1,0.0,165,-177,15194
16087,ebv-miR-BART21-3p,ENST00000655834.1,1.0,114,-758,8351
16088,kshv-miR-K12-8-5p,ENST00000657905.1,1.0,137,-109,4077
16089,kshv-miR-K12-6-5p,ENST00000567117.1,1.0,125,-237,6923
16090,hsv1-miR-H4-5p,ENST00000662409.1,0.0,5,-1113,13108
16091,kshv-miR-K12-6-5p,ENST00000571868.1,1.0,125,-88,2641
16092,ebv-miR-BART20-3p,ENST00000666004.1,1.0,103,-192,5998
16093,hsv1-miR-H5-5p,ENST00000653508.1,1.0,24,-104,3557
16094,ebv-miR-BHRF1-3,ENST00000657015.1,1.0,75,-106,3761
16095,hcmv-miR-US5-2-3p,ENST00000449642.5,0.0,53,-1746,11215
16096,hcmv-miR-US33-3p,ENST00000671646.1,1.0,62,-110,4119
16097,hbv-miR-B20-5p,ENST00000491317.1,0.0,143,-1266,18301
16098,kshv-miR-K12-8-3p,ENST00000674760.1,0.0,123,-68,18449
16099,hsv1-miR-H6-5p,ENST00000491615.5,0.0,25,-923,12295
16100,ebv-miR-BART13-3p,ENST00000463275.1,0.0,93,-912,14066
16101,ebv-miR-BART16,ENST00000390159.3,1.0,97,-32,478
16102,ebv-miR-BART9-5p,ENST00000652699.1,0.0,106,-1073,16090
16103,hcmv-miR-US25-1-5p,ENST00000653657.1,1.0,54,-1383,9148
16104,ebv-miR-BHRF1-2-5p,ENST00000461527.7,0.0,73,-915,13928
16105,jcv-miR-J1-3p,ENST00000668061.1,1.0,159,-197,6238
16106,kshv-miR-K12-4-3p,ENST00000655879.1,0.0,129,-789,13524
16107,hsv1-miR-H1-3p,ENST00000667777.1,0.0,22,-1594,11668
16108,hcmv-miR-UL59,ENST00000670353.1,0.0,70,-1115,15986
16109,hcmv-miR-UL59,ENST00000481400.5,1.0,70,-150,5158
16110,hcmv-miR-US25-1-5p,ENST00000655881.1,1.0,54,-759,8352
16111,hsv1-miR-H12,ENST00000508832.2,0.0,14,-1533,19011
16112,kshv-miR-K12-3-5p,ENST00000662081.1,0.0,130,-1265,17162
16113,hsv2-miR-H23-3p,ENST00000661502.1,0.0,40,-1734,18076
16114,hcmv-miR-US25-1-5p,ENST00000457100.5,1.0,54,-1278,9043
16115,hsv2-miR-H3,ENST00000659941.1,0.0,27,-628,16228
16116,hsv2-miR-H23-5p,ENST00000653200.1,0.0,39,-332,19175
16117,hiv1-miR-H1,ENST00000662460.1,1.0,163,-1867,9632
16118,hsv1-miR-H5-5p,ENST00000677732.1,0.0,24,-409,17484
16119,hcmv-miR-US25-1-5p,ENST00000529902.2,1.0,54,-215,6630
16120,ebv-miR-BART11-3p,ENST00000629605.2,0.0,91,-562,16319
16121,hcmv-miR-US25-1-5p,ENST00000618311.4,1.0,54,-1852,9617
16122,hiv1-miR-TAR-3p,ENST00000538335.1,0.0,165,-1516,15007
16123,ebv-miR-BART3-3p,ENST00000519052.5,1.0,80,-408,7662
16124,hcmv-miR-US25-1-5p,ENST00000310027.9,1.0,54,-13,163
16125,kshv-miR-K12-3-5p,ENST00000598350.3,0.0,130,-386,13394
16126,hiv1-miR-H1,ENST00000645994.1,1.0,163,-49,1127
16127,hbv-miR-B2RC,ENST00000540508.1,1.0,141,-97,2986
16128,hsv1-miR-H1-3p,ENST00000655879.1,0.0,22,-789,17345
16129,hcmv-miR-US25-1-5p,ENST00000471156.5,1.0,54,-5,59
16130,hsv2-miR-H5,ENST00000663605.1,1.0,45,-191,5937
16131,hsv1-miR-H16,ENST00000455967.1,1.0,19,-260,7119
16132,ebv-miR-BART10-3p,ENST00000633115.1,0.0,89,-1142,17732
16133,hcmv-miR-US5-2-5p,ENST00000475953.5,0.0,64,-833,14842
16134,ebv-miR-BART3-3p,ENST00000557142.6,1.0,80,-216,6659
16135,hcmv-miR-UL70-5p,ENST00000649739.1,1.0,59,-60,1304
16136,kshv-miR-K12-12-3p,ENST00000608602.5,1.0,140,-366,7447
16137,kshv-miR-K12-12-3p,ENST00000626531.1,1.0,140,-378,7495
16138,kshv-miR-K12-2-5p,ENST00000658982.1,0.0,120,-1883,17049
16139,kshv-miR-K12-8-3p,ENST00000555275.5,1.0,123,-507,7930
16140,hsv1-miR-H1-3p,ENST00000674922.1,1.0,22,-72,1825
16141,hcmv-miR-US25-1-5p,ENST00000447937.1,1.0,54,-1093,8858
16142,hsv2-miR-H20,ENST00000489452.1,0.0,37,-1824,12717
16143,kshv-miR-K12-8-3p,ENST00000594376.6,0.0,123,-597,18786
16144,hcmv-miR-UL69,ENST00000585033.1,1.0,71,-142,5099
16145,hcmv-miR-US25-1-5p,ENST00000450353.3,1.0,54,-1489,9254
16146,ebv-miR-BART18-5p,ENST00000625447.2,0.0,100,-549,14035
16147,hcmv-miR-US33-5p,ENST00000658223.1,1.0,57,-211,6544
16148,ebv-miR-BART11-3p,ENST00000449572.2,0.0,91,-54,18077
16149,kshv-miR-K12-10a-3p,ENST00000664304.1,0.0,116,-1397,19189
16150,hbv-miR-B20-3p,ENST00000596028.5,0.0,144,-611,16521
16151,hsv2-miR-H25,ENST00000413645.2,0.0,42,-1626,17402
16152,ebv-miR-BART12,ENST00000556225.1,1.0,92,-510,7958
16153,hiv1-miR-TAR-3p,ENST00000662803.1,0.0,165,-459,13769
16154,hbv-miR-B8-5p,ENST00000623673.1,1.0,149,-133,4771
16155,hbv-miR-B20-5p,ENST00000667136.1,1.0,143,-108,3989
16156,hcmv-miR-US22-3p,ENST00000409178.5,1.0,67,-51,1206
16157,ebv-miR-BART21-5p,ENST00000675716.1,1.0,113,-70,1736
16158,hcmv-miR-UL36-3p,ENST00000659276.1,0.0,61,-737,13116
16159,ebv-miR-BART2-5p,ENST00000623502.1,1.0,77,-222,6789
16160,hcmv-miR-US4-5p,ENST00000515640.5,1.0,58,-63,1387
16161,ebv-miR-BART15,ENST00000653287.1,0.0,96,-1120,18593
16162,kshv-miR-K12-1-3p,ENST00000424076.9,0.0,135,-1038,18035
16163,kshv-miR-K12-3-5p,ENST00000452584.5,0.0,130,-1090,17966
16164,ebv-miR-BART16,ENST00000659175.1,1.0,97,-111,4234
16165,kshv-miR-K12-2-5p,ENST00000649041.1,1.0,120,-95,2795
16166,hiv1-miR-H1,ENST00000648852.1,1.0,163,-396,7557
16167,ebv-miR-BART11-5p,ENST00000472136.5,0.0,90,-942,12199
16168,kshv-miR-K12-1-5p,ENST00000518860.1,1.0,119,-33,517
16169,kshv-miR-K12-12-3p,ENST00000609245.5,1.0,140,-369,7459
16170,hsv1-miR-H7-3p,ENST00000649121.1,0.0,10,-399,18583
16171,ebv-miR-BART12,ENST00000653596.1,1.0,92,-625,8172
16172,ebv-miR-BHRF1-3,ENST00000445565.2,0.0,75,-432,17504
16173,hsv2-miR-H10,ENST00000585330.6,0.0,33,-354,16949
16174,jcv-miR-J1-5p,ENST00000560203.1,1.0,158,-46,984
16175,mcpv-miR-P1-3p,ENST00000336600.6,1.0,161,-85,2471
16176,hbv-miR-B2RC,ENST00000440903.1,1.0,141,-176,5671
16177,hbv-miR-B19-5p,ENST00000669976.1,0.0,151,-1226,18560
16178,hcmv-miR-US25-1-5p,ENST00000442967.1,1.0,54,-1248,9013
16179,hcmv-miR-US25-1-5p,ENST00000646751.1,1.0,54,-179,5742
16180,hcmv-miR-US5-2-3p,ENST00000666079.1,0.0,53,-159,19076
16181,hcmv-miR-US25-1-5p,ENST00000624458.1,1.0,54,-173,5598
16182,kshv-miR-K12-2-5p,ENST00000659250.1,0.0,120,-1735,17053
16183,hbv-miR-B8-5p,ENST00000556130.1,1.0,149,-208,6491
16184,ebv-miR-BART19-5p,ENST00000614528.3,1.0,110,-448,7808
16185,hcmv-miR-US5-2-3p,ENST00000475947.7,0.0,53,-820,16582
16186,hsv2-miR-H9-3p,ENST00000674683.1,1.0,32,-73,1884
16187,hsv2-miR-H6-5p,ENST00000296270.1,0.0,46,-1812,17385
16188,ebv-miR-BART13-3p,ENST00000659749.1,1.0,93,-114,4504
16189,kshv-miR-K12-8-5p,ENST00000515640.5,1.0,137,-63,1393
16190,hbv-miR-B4,ENST00000657905.1,1.0,142,-109,4079
16191,hsv1-miR-H6-3p,ENST00000416774.1,0.0,8,-451,10760
16192,hiv1-miR-TAR-3p,ENST00000496793.2,1.0,165,-170,5548
16193,ebv-miR-BART8-3p,ENST00000649108.1,1.0,87,-34,537
16194,hiv1-miR-TAR-5p,ENST00000662797.1,0.0,164,-154,16169
16195,kshv-miR-K12-10a-3p,ENST00000441724.1,1.0,116,-842,8556
16196,hsv1-miR-H3-3p,ENST00000676338.1,1.0,4,-74,1932
16197,ebv-miR-BART8-3p,ENST00000470726.7,0.0,87,-936,9757
16198,hbv-miR-B4,ENST00000605505.1,0.0,142,-1646,13359
16199,hsv1-miR-H12,ENST00000603474.1,0.0,14,-217,16940
16200,hsv1-miR-H3-5p,ENST00000648149.1,1.0,23,-41,718
16201,kshv-miR-K12-6-3p,ENST00000594548.5,0.0,126,-665,18911
16202,ebv-miR-BART19-3p,ENST00000624760.1,1.0,101,-238,6956
16203,hcmv-miR-US25-1-5p,ENST00000469127.5,1.0,54,-930,8695
16204,hsv1-miR-H7-5p,ENST00000423414.5,0.0,9,-522,11347
16205,ebv-miR-BART6-3p,ENST00000657015.1,1.0,84,-106,3767
16206,ebv-miR-BART20-5p,ENST00000645994.1,1.0,102,-49,1109
16207,kshv-miR-K12-8-5p,ENST00000655714.1,1.0,137,-204,6412
16208,hsv1-miR-H3-3p,ENST00000535846.1,1.0,4,-102,3366
16209,ebv-miR-BART15,ENST00000554309.1,1.0,96,-517,8036
16210,hbv-miR-B8-5p,ENST00000577714.1,0.0,149,-957,19183
16211,mcpv-miR-P1-3p,ENST00000663530.1,1.0,161,-112,4364
16212,hsv1-miR-H5-5p,ENST00000494911.5,0.0,24,-1016,15305
16213,kshv-miR-K12-5-5p,ENST00000515342.4,1.0,139,-298,7221
16214,hsv1-miR-H18,ENST00000650910.1,0.0,21,-946,12806
16215,hcmv-miR-UL70-3p,ENST00000667465.1,0.0,60,-1311,16972
16216,ebv-miR-BART2-5p,ENST00000667622.1,0.0,77,-769,12837
16217,ebv-miR-BHRF1-1,ENST00000671384.1,0.0,72,-948,19272
