,Seqname,EipSP: Electron-ion interaction pseudopotential signal peak,EipAP: Electron-ion interaction pseudopotential average power,EiSNR: Electron-ion interaction pseudopotential signal/noise ratio,EiPS0: Electron-ion interaction pseudopotential spectrum 0,EiPS1: Electron-ion interaction pseudopotential spectrum 0.25,EiPS2: Electron-ion interaction pseudopotential spectrum 0.5,EiPS3: Electron-ion interaction pseudopotential spectrum 0.75,EiPS4: Electron-ion interaction pseudopotential spectrum 1
788,ENST00000600643.5,1.483923,35.896048,0.041339,2.323881,2.572264,2.918935,3.630498,14.610737
789,ENST00000593573.5,0.241244,11.694841,0.020628,0.893326,0.977901,1.107505,1.35437,1.960025
790,ENST00000601293.5,0.444321,8.134822,0.05462,0.671254,0.730207,0.783429,0.939148,1.405962
791,ENST00000602077.5,0.239801,8.874904,0.02702,0.724984,0.827262,0.931506,1.116703,2.376591
792,ENST00000594576.5,0.430433,6.897817,0.062401,0.521452,0.585818,0.675367,0.767669,1.064203
793,ENST00000597683.1,2.653598,28.90353,0.091809,2.109471,2.446916,3.028901,3.76091,9.210258
794,ENST00000588027.5,0.415055,8.216244,0.050516,0.603706,0.737413,0.78589,0.948803,1.500408
795,ENST00000588150.5,0.936181,7.242352,0.129265,0.47511,0.600151,0.701943,0.936181,1.466013
796,ENST00000586248.5,0.72597,9.646112,0.07526,0.723714,0.804158,0.973073,1.158716,1.764104
797,ENST00000588122.5,0.760974,9.449967,0.080527,0.823883,0.885454,0.980828,1.157423,1.935331
798,ENST00000592347.5,4.439009,45.35304,0.097877,3.51846,4.00812,4.565252,5.928515,11.503482
799,ENST00000593065.5,0.936154,11.290466,0.082915,0.87649,0.979146,1.11579,1.305563,3.229273
800,ENST00000589137.5,1.262798,23.588966,0.053533,1.978699,2.243166,2.613964,3.371121,7.703685
801,ENST00000427868.6,0.932905,10.111596,0.092261,0.809824,0.908784,0.970556,1.262972,1.766875
802,ENST00000590622.5,2.179017,25.266581,0.086241,2.048158,2.309024,2.626389,3.099231,5.36277
803,ENST00000595649.5,1.401996,9.860882,0.142178,0.658297,0.734308,0.834584,1.033787,1.496458
804,ENST00000601116.5,0.461928,8.691107,0.053149,0.691491,0.745379,0.840996,0.955257,1.586585
805,ENST00000600742.1,2.742272,46.046457,0.059554,3.669609,4.100731,4.61901,5.688167,27.611832
806,ENST00000594950.5,2.200289,24.689401,0.089119,2.076201,2.310057,2.587676,3.219949,7.406099
807,ENST00000593642.5,1.782601,7.919986,0.225076,0.740888,0.813365,0.890828,1.225847,1.782601
808,ENST00000600726.5,0.985921,7.865131,0.125353,0.725046,0.864835,0.986574,1.169897,1.678617
809,ENST00000422961.5,0.493009,11.596916,0.042512,0.833455,0.898812,1.06924,1.280475,3.538128
810,ENST00000447070.1,1.090345,44.13119,0.024707,3.50911,4.08732,4.729637,6.107906,19.998297
811,ENST00000453289.1,0.920729,7.84105,0.117424,0.642698,0.760704,0.841641,0.920729,1.592605
812,ENST00000412749.1,0.760771,5.843038,0.130201,0.442601,0.470736,0.541081,0.752174,1.142197
813,ENST00000426083.5,1.023278,21.474877,0.04765,1.409338,1.568219,1.881715,2.375545,5.818914
814,ENST00000446698.5,0.915145,8.489875,0.107793,0.701546,0.780363,0.942903,1.186219,1.718666
815,ENST00000417691.1,0.576891,12.841823,0.044923,1.114982,1.242302,1.368345,1.684768,2.301208
816,ENST00000422740.1,0.717378,8.547875,0.083925,0.69377,0.788974,0.930941,1.106308,1.931145
817,ENST00000443946.1,0.470701,6.418142,0.073339,0.473938,0.550488,0.662096,0.853628,1.268578
818,ENST00000429952.5,0.994959,30.093395,0.033062,2.308673,2.571261,3.008543,3.508815,13.168282
819,ENST00000435880.6,5.465101,34.243152,0.159597,2.775655,3.11249,3.539988,4.596513,11.38082
820,ENST00000596259.3,0.553072,11.374693,0.048623,0.897326,1.095503,1.288151,1.612251,2.676906
821,ENST00000413436.5,0.882799,8.792749,0.100401,0.679126,0.783458,0.869254,1.195868,1.546083
822,ENST00000418564.5,0.538435,8.015623,0.067173,0.564625,0.596838,0.67378,0.889563,1.821197
823,ENST00000415222.5,0.698712,7.400882,0.094409,0.527551,0.563326,0.697888,0.958882,1.573184
824,ENST00000594376.6,1.271227,17.446552,0.072864,1.311063,1.491633,1.768795,2.065235,3.888404
825,ENST00000456161.5,0.72585,12.913331,0.056209,0.960648,1.072663,1.216093,1.464486,3.102135
826,ENST00000596028.5,2.818949,12.418904,0.226989,0.838259,0.917337,1.149401,1.496906,3.677828
827,ENST00000423402.5,1.216698,8.267104,0.147173,0.573208,0.602415,0.70395,0.879568,1.231066
828,ENST00000411429.5,0.848112,8.102655,0.104671,0.582339,0.638844,0.755816,0.876096,1.581856
829,ENST00000434781.5,0.8925,8.018525,0.111305,0.66454,0.731843,0.894753,1.198936,1.590908
830,ENST00000415742.5,1.116195,8.229539,0.135633,0.676202,0.732572,0.844298,1.104166,1.646224
831,ENST00000366234.7,0.598434,12.86739,0.046508,0.963709,1.100771,1.22508,1.484389,2.308626
832,ENST00000599427.5,0.687304,9.635254,0.071332,0.715359,0.78231,0.901633,1.112949,1.79459
833,ENST00000597318.5,0.690055,8.639883,0.079869,0.698534,0.804384,0.906185,1.098329,1.846524
834,ENST00000425333.5,1.026436,7.837578,0.130963,0.618383,0.640358,0.725032,1.011891,1.48109
835,ENST00000429599.6,1.938727,15.247764,0.127148,1.152851,1.29435,1.53113,1.927355,4.208155
836,ENST00000421843.5,1.776689,9.756044,0.182112,0.695873,0.856583,0.909539,1.17041,2.14354
837,ENST00000458686.5,2.957998,14.991608,0.19731,1.135645,1.232665,1.413511,1.585109,2.957998
838,ENST00000432604.5,0.941515,8.301708,0.113412,0.626701,0.738709,0.882811,0.98258,2.017427
839,ENST00000421255.5,0.674042,10.260809,0.065691,0.731901,0.808779,0.944565,1.12169,1.846823
840,ENST00000458698.6,1.460285,27.948645,0.052249,1.98044,2.251168,2.474302,3.11817,8.121164
841,ENST00000603347.5,0.435801,9.563374,0.04557,0.709859,0.828288,0.883833,1.118562,1.892442
842,ENST00000604346.5,0.295426,10.806543,0.027338,0.874562,0.96899,1.094172,1.390821,2.227282
843,ENST00000413791.5,1.288894,10.824378,0.119073,0.836628,0.918778,1.003871,1.312594,2.060936
844,ENST00000416506.5,1.13265,7.844634,0.144385,0.638005,0.715685,0.847335,0.979905,1.674524
845,ENST00000439670.6,2.714551,32.11351,0.08453,2.325,2.682081,3.032779,3.867015,7.948017
846,ENST00000442040.5,1.619719,16.378571,0.098893,1.234091,1.479365,1.691792,2.04388,2.963593
847,ENST00000601396.5,0.724045,10.027196,0.072208,0.694376,0.737757,0.86512,1.159315,2.513671
848,ENST00000596573.5,0.842499,11.429689,0.073711,0.822722,0.931533,1.143885,1.417989,2.703594
849,ENST00000594548.5,1.330185,10.202057,0.130384,0.714866,0.924897,0.991264,1.265705,2.702096
850,ENST00000600002.5,1.161174,12.67405,0.091618,0.952828,1.079479,1.156943,1.426519,2.672776
851,ENST00000437456.5,1.225896,8.531049,0.143698,0.631567,0.707365,0.837467,0.995896,2.100702
852,ENST00000595459.5,0.874441,9.143555,0.095635,0.675364,0.770604,0.938291,1.066803,1.800159
853,ENST00000415060.6,0.981047,7.39844,0.132602,0.529016,0.624143,0.741747,0.893727,1.178655
854,ENST00000596665.5,0.807235,11.962625,0.06748,0.812471,0.99854,1.108477,1.399017,2.574187
855,ENST00000409898.2,0.429109,8.154619,0.052622,0.64895,0.731962,0.821105,1.015575,1.560363
856,ENST00000413202.1,0.276484,6.238439,0.044319,0.422586,0.490852,0.612287,0.826322,1.852793
857,ENST00000603948.5,0.590357,6.858869,0.086072,0.590357,0.654116,0.744604,0.831123,1.202207
858,ENST00000453008.2,2.385662,23.390592,0.101992,1.76903,2.09979,2.401255,3.17032,5.68322
859,ENST00000433219.1,0.437925,9.547056,0.04587,0.819537,0.8942,0.942979,1.251426,2.533057
860,ENST00000432818.5,0.451951,8.564004,0.052773,0.55214,0.616943,0.708154,0.757943,1.417639
861,ENST00000444301.5,0.761294,9.635523,0.079009,0.671022,0.798738,0.986394,1.41832,2.956288
862,ENST00000419736.5,0.572975,11.052827,0.05184,0.879223,0.962735,1.277997,1.661528,3.097776
863,ENST00000442293.5,1.12681,7.913384,0.142393,0.663756,0.734263,0.813575,0.988326,1.429464
864,ENST00000457336.1,2.312346,28.962814,0.079838,2.454702,2.753827,3.180792,3.845477,6.268079
865,ENST00000555766.1,2.496649,21.981058,0.113582,1.705,1.956637,2.212736,2.570778,4.448419
866,ENST00000439321.1,0.594059,18.441184,0.032214,1.453634,1.636198,1.924876,2.435058,8.02683
867,ENST00000423031.1,0.355242,7.241216,0.049058,0.4761,0.639912,0.721784,0.970496,1.268534
868,ENST00000420472.1,0.526923,11.739885,0.044883,0.648441,0.763744,0.814953,0.999704,1.646542
869,ENST00000439050.1,2.09485,35.57808,0.05888,1.995636,2.248381,2.565557,3.484681,8.245163
870,ENST00000594941.5,0.902808,11.538402,0.078244,0.708459,0.820531,1.051331,1.281261,2.944553
871,ENST00000600693.5,0.375858,10.724594,0.035046,0.652991,0.682397,0.801015,0.996421,2.231057
872,ENST00000599755.5,0.178441,6.302141,0.028314,0.388864,0.423217,0.509364,0.692642,1.160518
873,ENST00000456876.1,0.576086,9.02046,0.063864,0.857795,0.901788,1.041302,1.289513,2.489966
874,ENST00000456746.5,6.079978,76.315517,0.079669,5.159298,5.899022,6.757498,8.230012,29.114357
875,ENST00000430416.5,1.781142,13.201109,0.134924,0.847566,0.916019,1.081999,1.29152,2.136497
876,ENST00000420672.1,0.48449,7.352945,0.065891,0.473336,0.515319,0.597479,0.802055,1.212546
877,ENST00000450044.1,0.838215,11.752678,0.071321,0.845974,0.94079,1.021402,1.334002,1.981518
878,ENST00000442036.1,0.461495,11.208658,0.041173,0.642739,0.749833,0.85077,0.994729,2.334569
879,ENST00000415236.1,0.535091,9.690521,0.055218,0.665934,0.812574,0.90587,1.164036,2.023405
880,ENST00000585625.5,1.851853,13.909521,0.133136,0.977353,1.055002,1.217724,1.536268,2.671564
881,ENST00000587568.5,2.10341,8.647943,0.243227,0.763524,0.862852,0.964797,1.328829,2.122019
882,ENST00000592750.5,0.701869,9.223729,0.076094,0.651212,0.742856,0.882911,1.052216,2.032379
883,ENST00000592630.5,0.850777,9.818183,0.086653,0.757298,0.874699,1.044776,1.241253,3.43661
884,ENST00000590040.5,0.565558,12.45844,0.045396,0.924398,1.073803,1.290698,1.658617,2.828259
885,ENST00000585451.5,0.935002,14.249664,0.065616,0.926931,0.998835,1.137389,1.645275,2.824026
886,ENST00000592182.5,0.96142,11.0414,0.087074,0.754586,0.867146,1.083642,1.359116,2.063095
887,ENST00000587944.5,5.626926,14.890506,0.377887,1.006843,1.112647,1.312319,1.56036,5.626926
888,ENST00000586831.5,2.450766,10.338262,0.237058,0.80059,0.908375,1.058805,1.215743,2.852759
889,ENST00000589842.5,2.738139,9.345266,0.292997,0.674298,0.730567,0.866271,1.054928,2.738139
890,ENST00000588244.5,2.565131,11.02669,0.232629,0.794668,0.877695,1.015393,1.322081,3.961868
891,ENST00000591867.5,1.502048,11.200658,0.134104,0.732356,0.879911,1.037723,1.34922,2.076743
892,ENST00000588716.5,0.533316,8.999855,0.059258,0.577034,0.64638,0.678691,1.027504,1.806712
893,ENST00000592836.5,0.773425,8.848518,0.087407,0.603298,0.683946,0.776909,1.033809,1.741867
894,ENST00000586452.5,2.06687,12.065854,0.171299,0.947976,1.096067,1.293245,1.644487,3.28073
895,ENST00000588257.5,2.529444,12.214899,0.207079,0.789645,0.869783,1.015417,1.294741,2.529444
896,ENST00000592689.5,2.069512,11.06032,0.187111,0.880597,0.924596,1.076941,1.368707,2.790398
897,ENST00000590807.5,0.521215,10.525774,0.049518,0.772924,0.893668,1.064971,1.286208,2.533884
898,ENST00000589391.5,2.98645,12.199604,0.244799,0.80008,1.00513,1.139986,1.499937,2.98645
899,ENST00000415561.1,0.343148,6.541179,0.05246,0.479618,0.539392,0.574265,0.725225,1.229993
900,ENST00000438095.1,0.354927,6.130113,0.057899,0.536844,0.591822,0.687954,0.941275,1.275005
901,ENST00000590932.5,0.788042,10.699079,0.073655,0.614701,0.670776,0.761872,0.852129,3.789964
902,ENST00000589907.5,0.990199,8.188623,0.120924,0.652407,0.743931,0.928601,1.096764,1.528562
903,ENST00000589234.5,1.397686,11.004667,0.127008,0.826287,0.963282,1.136992,1.363187,2.630121
904,ENST00000589487.5,2.84329,15.866829,0.179197,1.102729,1.224496,1.412334,1.765763,2.84329
905,ENST00000429730.1,0.748928,7.508679,0.099742,0.509125,0.532899,0.655667,0.747369,1.19149
906,ENST00000439598.6,2.999153,37.489131,0.080001,2.812679,3.190884,3.683432,4.698822,11.111932
907,ENST00000396588.6,1.910893,32.854,0.058163,2.32122,2.607625,2.928451,3.620815,7.661293
908,ENST00000418430.1,1.082922,34.710016,0.031199,2.407379,2.654082,3.089213,3.786328,6.971726
909,ENST00000429456.1,1.479784,31.872981,0.046428,2.420477,2.678148,3.183041,3.915953,9.144804
910,ENST00000426962.1,0.781514,6.106353,0.127984,0.525153,0.563655,0.663442,0.868052,1.152917
911,ENST00000451070.1,0.276888,8.861905,0.031245,0.621531,0.732001,0.849028,0.987505,2.396449
912,ENST00000414393.5,11.047494,69.990809,0.157842,4.404153,5.139904,6.248852,9.264439,33.278075
913,ENST00000439498.5,1.299833,14.653222,0.088706,0.882105,0.989941,1.120462,1.384826,2.149726
914,ENST00000455791.5,1.222573,9.741158,0.125506,0.693673,0.749296,0.818087,1.012674,1.913389
915,ENST00000596223.5,0.283313,10.247054,0.027648,0.703773,0.816971,0.976809,1.101238,1.686445
916,ENST00000600222.5,0.774911,9.661601,0.080205,0.720699,0.839109,0.985009,1.125213,1.747963
917,ENST00000598448.5,0.587828,11.770221,0.049942,0.799057,0.930247,1.021168,1.414819,2.364914
918,ENST00000596717.5,0.526907,11.756991,0.044816,0.713271,0.760753,0.921581,1.106667,1.66084
919,ENST00000601850.5,0.335656,10.785314,0.031122,0.693927,0.777075,0.909758,1.101726,1.617915
920,ENST00000597267.5,0.345722,9.658168,0.035796,0.690722,0.782857,0.907571,1.24759,4.049872
921,ENST00000598150.5,0.392176,11.119056,0.035271,0.802418,0.879786,1.033641,1.246108,2.735356
922,ENST00000596058.5,0.346656,9.989047,0.034704,0.666846,0.753982,0.85106,1.061008,1.862376
923,ENST00000424235.1,0.620895,10.711888,0.057963,1.018951,1.168446,1.319969,1.561609,2.691162
924,ENST00000442383.1,1.683254,21.31304,0.078978,1.804927,2.013315,2.240402,2.866079,6.923709
925,ENST00000421019.1,1.883316,10.001201,0.188309,0.777367,0.89872,1.051904,1.387832,2.626263
926,ENST00000427794.1,0.157774,6.694871,0.023566,0.48874,0.554064,0.661816,0.756594,1.19283
927,ENST00000424205.1,0.523994,8.435368,0.062119,0.714173,0.801486,0.907658,1.010768,1.791142
928,ENST00000457508.1,0.382564,6.544957,0.058452,0.454719,0.509815,0.561907,0.671656,1.076267
929,ENST00000421257.1,1.791625,11.843906,0.15127,1.018476,1.116766,1.302607,1.639771,2.069512
930,ENST00000427820.1,0.131366,11.539257,0.011384,0.976517,1.127577,1.324736,1.642627,3.060097
931,ENST00000412426.5,0.585843,14.517404,0.040355,0.998922,1.087999,1.355482,1.783519,2.697165
932,ENST00000418954.2,0.811241,10.577603,0.076694,0.722571,0.85291,0.990593,1.222403,1.816976
933,ENST00000416218.1,0.994292,30.32226,0.032791,1.857762,2.00904,2.24982,2.710173,4.46585
934,ENST00000456917.1,1.364169,24.147448,0.056493,1.478719,1.674885,1.906229,2.189112,4.420933
935,ENST00000596365.5,3.415189,9.795703,0.348642,0.809037,0.899471,1.011376,1.250521,3.415189
936,ENST00000597626.5,0.818069,8.762163,0.093364,0.726307,0.818069,0.935591,1.093187,2.085751
937,ENST00000616030.4,1.53647,10.363004,0.148265,0.77708,0.835704,0.931863,1.18658,3.520893
938,ENST00000594370.5,0.997191,10.136965,0.098372,0.788404,0.85957,0.997191,1.208031,2.192454
939,ENST00000595747.5,1.755151,11.719553,0.149763,0.84353,0.925263,1.021908,1.245243,2.706523
940,ENST00000432988.1,7.773004,67.387,0.115349,5.070476,5.570922,6.665842,8.355423,20.86615
941,ENST00000442815.1,3.223178,39.91436,0.080752,3.417919,3.8747,4.535282,5.393599,17.693042
942,ENST00000448049.1,4.870861,49.829015,0.097751,4.3458,4.994423,5.93428,7.506969,20.195021
943,ENST00000441283.1,0.497599,6.415641,0.07756,0.497599,0.598455,0.661379,0.890245,1.303299
944,ENST00000456880.1,2.762254,29.711209,0.09297,2.386021,2.730788,3.137166,3.957912,9.321159
945,ENST00000434081.1,1.884134,30.409368,0.061959,2.716636,3.118902,3.640037,4.31154,10.511876
946,ENST00000590829.5,1.232282,10.022125,0.122956,0.827097,0.953182,1.170319,1.456466,1.9225
947,ENST00000591223.5,0.590454,8.009649,0.073718,0.724805,0.804393,0.987576,1.186106,2.422025
948,ENST00000420074.1,0.853442,28.475907,0.029971,2.009878,2.276156,2.651836,3.241644,22.960746
949,ENST00000447898.5,4.304375,61.751004,0.069705,3.952422,4.435372,5.126963,6.338751,13.540769
950,ENST00000437781.5,1.032841,35.812477,0.02884,2.351599,2.716976,3.214228,3.751508,7.129984
951,ENST00000383038.7,1.037591,20.492573,0.050633,1.576583,1.749948,1.986075,2.475293,4.220976
952,ENST00000431090.1,2.677194,30.292571,0.088378,2.508691,2.814165,3.162474,3.754347,6.872478
953,ENST00000506039.1,2.725465,31.961068,0.085275,2.67131,3.093527,3.58969,4.325589,7.194064
954,ENST00000449717.1,0.412779,7.247331,0.056956,0.56783,0.64547,0.728584,0.933475,2.045474
955,ENST00000453023.1,0.694259,8.248384,0.084169,0.66679,0.719896,0.790384,0.893315,3.587301
956,ENST00000421253.1,0.247862,8.607642,0.028796,0.653563,0.694576,0.830073,1.028518,1.741633
957,ENST00000446336.1,0.373705,6.301111,0.059308,0.665872,0.726696,0.784533,0.919813,1.540163
958,ENST00000417083.1,0.730864,10.230722,0.071438,0.84324,0.902907,0.934441,1.140374,1.834024
959,ENST00000419253.1,1.954794,12.186004,0.160413,0.989458,1.089727,1.313211,1.542858,2.43204
960,ENST00000428858.1,0.922999,8.065861,0.114433,0.71362,0.817866,0.955633,1.162916,1.933668
961,ENST00000425112.1,1.101492,11.520415,0.095612,0.949774,1.114337,1.222637,1.441538,2.370511
962,ENST00000433317.1,3.899289,43.770027,0.089086,3.912152,4.362965,5.077737,6.281377,12.978761
963,ENST00000446578.1,0.977724,7.927109,0.123339,0.64556,0.730418,0.883072,1.041656,1.56552
964,ENST00000432502.1,0.287575,8.482018,0.033904,0.702406,0.825994,0.942782,1.248378,2.887306
965,ENST00000421538.1,1.272503,37.353303,0.034067,3.1005,3.408691,3.804799,4.59649,12.792824
966,ENST00000433639.1,0.284639,16.075212,0.017707,1.040953,1.160905,1.339773,1.731478,3.094812
967,ENST00000414603.1,0.402646,7.79492,0.051655,0.444053,0.509024,0.628601,0.786363,1.041287
968,ENST00000432743.1,0.465782,9.796652,0.047545,0.478348,0.515989,0.590798,0.819441,1.236172
969,ENST00000468186.5,3.438879,48.216623,0.071321,3.337029,3.730252,4.498003,5.377548,21.294827
970,ENST00000519043.5,1.753143,16.524459,0.106094,1.139274,1.289428,1.426297,1.753143,6.45887
971,ENST00000521609.5,0.950616,11.491874,0.082721,0.918784,0.987898,1.144156,1.454506,2.04357
972,ENST00000521267.5,1.935046,12.349056,0.156696,0.954723,1.057702,1.255028,1.584278,2.490805
973,ENST00000430166.5,1.142623,16.529939,0.069124,1.482961,1.731243,1.938002,2.416106,4.103495
974,ENST00000427644.1,2.969168,22.458657,0.132206,1.652679,1.899678,2.367433,2.789612,5.960804
975,ENST00000469148.1,0.491374,5.443971,0.09026,0.277523,0.327157,0.374039,0.393262,0.491374
976,ENST00000479588.1,0.282114,11.095058,0.025427,0.570229,0.668495,0.746531,0.980914,1.568424
977,ENST00000492922.1,4.372574,31.765833,0.13765,2.240871,2.529317,2.772675,3.5975,8.526194
978,ENST00000470465.1,0.744742,11.578443,0.064321,0.682095,0.735914,0.821602,0.920827,1.639237
979,ENST00000465215.1,1.937884,30.039838,0.06451,2.174571,2.360412,2.749919,3.291518,7.291886
980,ENST00000498624.1,0.484018,7.304029,0.066267,0.520339,0.552688,0.599397,0.735597,1.228145
981,ENST00000490441.1,1.27937,16.78418,0.076225,1.271842,1.446839,1.648281,2.003859,3.278525
982,ENST00000473550.1,0.471891,11.02839,0.042789,0.745476,0.808955,0.987297,1.218851,2.789052
983,ENST00000431767.5,0.719356,6.937746,0.103687,0.564837,0.682255,0.833872,1.025551,1.371676
984,ENST00000438608.5,1.107217,7.554167,0.14657,0.614051,0.660073,0.879668,1.044135,1.824146
985,ENST00000420459.5,0.535604,7.931256,0.067531,0.588598,0.712532,0.804827,1.115743,2.029124
986,ENST00000424730.5,1.659612,6.346039,0.261519,0.423379,0.550536,0.694084,0.949464,1.659612
987,ENST00000417704.5,0.811925,10.134616,0.080114,0.775084,0.905824,1.021739,1.305134,2.070851
988,ENST00000503709.1,1.225582,23.279634,0.052646,1.874681,2.057067,2.532722,3.387745,6.523823
989,ENST00000512802.1,0.288542,4.903092,0.058849,0.3676,0.411667,0.522572,0.58044,0.888242
990,ENST00000503938.1,0.242489,5.527551,0.043869,0.326702,0.387143,0.415555,0.476917,0.730375
991,ENST00000573950.5,0.599144,7.585713,0.078983,0.552082,0.59677,0.686586,0.767291,1.279399
992,ENST00000507091.5,0.307776,9.370064,0.032847,0.695135,0.833974,0.946812,1.315298,2.212815
993,ENST00000498917.2,1.066054,21.307087,0.050033,1.509393,1.715071,1.942099,2.347702,5.197571
994,ENST00000514109.1,0.830531,11.498748,0.072228,0.841275,0.950455,1.124349,1.356714,2.666052
995,ENST00000502758.1,0.412845,8.321768,0.04961,0.466555,0.570445,0.667291,0.859117,1.510002
996,ENST00000499180.2,0.454909,6.097574,0.074605,0.39015,0.416123,0.470973,0.5922,0.905978
997,ENST00000511571.1,1.122191,12.412005,0.090412,0.812133,0.914449,1.053529,1.397111,1.818381
998,ENST00000512932.5,4.02672,14.111422,0.285352,0.978888,1.115043,1.321098,1.779378,4.02672
999,ENST00000508772.5,0.320596,8.094427,0.039607,0.694971,0.78121,0.889972,1.035439,1.491772
1000,ENST00000513581.5,0.945211,9.925272,0.095233,0.798995,0.855875,0.948442,1.05559,2.382037
1001,ENST00000504718.5,0.460921,8.389294,0.054942,0.636252,0.689745,0.87158,1.006959,1.408178
1002,ENST00000505028.5,0.952878,8.003696,0.119055,0.582827,0.704658,0.86008,0.959129,2.189566
1003,ENST00000508406.1,3.022613,42.640142,0.070887,2.375013,2.58622,3.05969,3.514891,15.111983
1004,ENST00000510016.1,0.197651,6.859665,0.028814,0.449478,0.479848,0.528509,0.683036,1.320826
1005,ENST00000506864.5,0.650996,8.479847,0.07677,0.561491,0.613003,0.687239,0.74548,1.290314
1006,ENST00000508021.5,0.802674,8.557937,0.093793,0.615135,0.663671,0.766084,0.881805,1.336077
1007,ENST00000512077.5,0.296444,6.909165,0.042906,0.347952,0.401792,0.548949,0.723737,1.276367
1008,ENST00000507916.6,0.354625,9.066287,0.039115,0.541086,0.605105,0.677604,0.789488,1.554573
1009,ENST00000506160.1,1.125663,7.555959,0.148977,0.654399,0.715163,0.836293,0.978099,1.598392
1010,ENST00000506454.1,0.467573,10.961431,0.042656,0.808483,0.918319,0.962272,1.140183,2.271327
1011,ENST00000510764.1,0.215096,5.796963,0.037105,0.406108,0.415049,0.43945,0.479295,0.822236
1012,ENST00000602520.5,0.434815,4.682858,0.092853,0.375502,0.402585,0.431848,0.520489,0.731732
1013,ENST00000602483.5,0.389434,4.439611,0.087718,0.349958,0.389434,0.436111,0.458785,0.700067
1014,ENST00000509105.1,0.598401,9.45539,0.063287,0.65286,0.734224,0.905297,1.159938,2.687283
1015,ENST00000506897.1,0.513628,7.62729,0.067341,0.47906,0.499627,0.573534,0.709841,1.233837
1016,ENST00000509715.1,0.649025,8.278199,0.078402,0.557225,0.674962,0.753948,0.931971,2.291683
1017,ENST00000506645.1,0.374125,8.841018,0.042317,0.553988,0.61386,0.72833,0.967816,2.587553
1018,ENST00000509161.1,0.961746,42.707006,0.02252,2.594053,2.996004,3.589727,4.369923,10.303477
1019,ENST00000505537.1,0.201201,8.006407,0.02513,0.609434,0.646901,0.736102,0.87354,1.666527
1020,ENST00000505873.1,1.154606,13.308985,0.086754,1.209182,1.414771,1.729553,2.15047,3.136077
1021,ENST00000511052.1,0.600793,7.96489,0.07543,0.659834,0.721439,0.831665,0.966154,2.541633
1022,ENST00000508968.1,1.10797,8.239422,0.134472,0.747574,0.926194,1.087149,1.315579,1.967025
1023,ENST00000505196.1,0.297237,7.733889,0.038433,0.663357,0.751219,0.866787,1.025158,1.747332
1024,ENST00000513955.1,0.831542,14.357128,0.057918,0.532067,0.620779,0.719,0.866878,2.257511
1025,ENST00000515123.1,0.385896,6.706696,0.057539,0.427626,0.468219,0.570946,0.625818,0.883374
1026,ENST00000514255.1,0.380988,7.985122,0.047712,0.597935,0.62895,0.707999,0.826946,1.484578
1027,ENST00000514291.1,0.473195,10.030095,0.047178,0.730167,0.836108,0.934887,1.099425,2.372634
1028,ENST00000314957.3,0.949168,34.009305,0.027909,2.812805,3.195226,3.759245,4.566327,9.827783
1029,ENST00000505541.1,0.451429,5.790852,0.077956,0.502914,0.54104,0.558069,0.75138,1.468361
1030,ENST00000399543.1,7.288852,34.777528,0.209585,2.833888,3.235762,3.848517,4.773378,11.743827
1031,ENST00000515108.1,3.537722,28.618642,0.123616,2.418549,2.641355,3.01253,4.084879,6.907427
1032,ENST00000515466.1,0.754071,8.140358,0.092634,0.638935,0.683614,0.779806,0.90331,1.740541
1033,ENST00000500258.2,0.707262,6.899966,0.102502,0.47309,0.516814,0.562998,0.711385,1.790853
1034,ENST00000506247.1,0.589408,8.645147,0.068178,0.589408,0.680315,0.744518,0.957731,2.083962
1035,ENST00000503452.5,1.502148,11.057239,0.135852,0.690385,0.776152,0.887632,1.191317,1.725899
1036,ENST00000514597.5,0.923973,9.741419,0.09485,0.675763,0.745031,0.862628,1.04918,1.494783
1037,ENST00000508945.5,0.253095,4.276557,0.059182,0.306679,0.355644,0.396236,0.506867,0.88715
1038,ENST00000503179.5,0.944147,11.570441,0.0816,0.669926,0.760832,0.918583,1.104094,1.941633
1039,ENST00000504280.1,0.481433,12.193542,0.039483,0.693757,0.746953,0.820835,1.066699,1.504833
1040,ENST00000514905.5,1.030174,16.43856,0.062668,1.24159,1.438472,1.648399,2.173043,4.62382
1041,ENST00000505918.5,0.651369,8.145885,0.079963,0.651369,0.744569,0.83803,0.888951,2.029956
1042,ENST00000515419.5,0.927671,7.857981,0.118055,0.73715,0.844637,0.961364,1.225574,1.453477
1043,ENST00000502433.5,0.897991,8.370389,0.107282,0.720298,0.800703,0.900843,1.174054,2.378848
1044,ENST00000512213.5,1.379277,9.839604,0.140176,0.748349,0.801656,0.957985,1.200579,1.820307
1045,ENST00000514640.5,1.564535,19.536058,0.080084,1.206948,1.370583,1.609177,2.056934,4.152294
1046,ENST00000514114.5,0.58991,7.231328,0.081577,0.680996,0.787837,0.888971,1.005628,1.441511
1047,ENST00000513591.5,1.736074,25.305272,0.068605,1.827064,2.178616,2.411052,3.02865,6.708626
1048,ENST00000504506.5,0.812992,10.02472,0.081099,0.842067,0.960148,1.148033,1.492478,2.558276
1049,ENST00000507749.5,1.021745,7.653013,0.133509,0.673544,0.768908,0.887323,1.020097,1.558237
1050,ENST00000513755.1,0.323172,7.077091,0.045665,0.510559,0.621958,0.762575,0.900636,1.608419
