,Seqname,FickS: Fickett score,SCCou: Stop codon count,SCFre: Stop codon frequency,SCCFS: Stop codon count frame score,SCFFS: Stop codon frequency frame score
1187,ENST00000428044.5,0.7171,6.0,0.992555,13.0,0.355678
1188,ENST00000591892.2,0.3872,31.0,4.057526,1.0,0.017235
1189,ENST00000425438.1,0.7212,6.0,1.04475,4.0,0.121414
1190,ENST00000437615.1,0.453,26.0,3.337137,37.0,0.609428
1191,ENST00000484550.1,0.4788,50.0,5.869239,268.0,3.693996
1192,ENST00000492208.1,0.5605,5.0,0.791494,1.0,0.025073
1193,ENST00000436578.1,0.5201,13.0,1.99503,13.0,0.305619
1194,ENST00000457921.5,0.512,14.0,2.208077,93.0,2.316298
1195,ENST00000449573.5,0.4295,16.0,2.391328,3.0,0.066665
1196,ENST00000435968.5,0.437,11.0,1.742285,1.0,0.025348
1197,ENST00000415499.5,0.3692,13.0,1.96611,7.0,0.160794
1198,ENST00000437191.5,0.4823,7.0,1.102512,48.0,1.193191
1199,ENST00000522193.1,0.8875,3.0,0.514673,21.0,0.620042
1200,ENST00000518046.1,0.6879,6.0,0.992166,4.0,0.109464
1201,ENST00000523364.1,0.5546,11.0,1.594733,13.0,0.273073
1202,ENST00000517550.1,0.4754,25.0,3.284143,12.0,0.206942
1203,ENST00000517641.1,0.521,2.0,0.313977,21.0,0.51807
1204,ENST00000524048.1,0.628,5.0,0.806122,13.0,0.337794
1205,ENST00000521231.1,0.8022,2.0,0.3109,12.0,0.290194
1206,ENST00000524304.1,0.4962,15.0,1.965306,16.0,0.274535
1207,ENST00000421733.1,0.5226,10.0,1.501083,3.0,0.067767
1208,ENST00000472494.1,0.487,19.0,2.456507,37.0,0.619001
1209,ENST00000434399.5,0.5252,22.0,3.096426,21.0,0.415445
1210,ENST00000578293.6,0.6114,20.0,2.895297,103.0,2.158776
1211,ENST00000580902.5,0.4896,10.0,1.46371,100.0,2.143124
1212,ENST00000426529.6,0.3916,57.0,6.865186,109.0,1.581799
1213,ENST00000584621.5,0.4667,31.0,3.974903,9.0,0.148234
1214,ENST00000582145.5,0.4602,11.0,1.570333,49.0,0.999328
1215,ENST00000584199.5,0.643,3.0,0.471219,4.0,0.098741
1216,ENST00000579024.5,0.5835,1.0,0.171385,9.0,0.264888
1217,ENST00000584372.5,0.4177,7.0,1.110005,1.0,0.025328
1218,ENST00000582733.5,0.5536,5.0,0.79902,7.0,0.17902
1219,ENST00000579174.5,0.5502,13.0,1.961364,31.0,0.705139
1220,ENST00000578994.5,0.5743,6.0,0.927464,13.0,0.311348
1221,ENST00000448955.1,0.8023,13.0,2.113614,49.0,1.294114
1222,ENST00000585996.5,0.7736,11.0,1.691582,25.0,0.591482
1223,ENST00000578968.5,0.508,11.0,1.596376,12.0,0.253296
1224,ENST00000577700.5,0.4316,53.0,6.588249,97.0,1.499296
1225,ENST00000585030.5,0.5198,16.0,2.332136,27.0,0.573337
1226,ENST00000579383.5,0.5144,11.0,1.667733,16.0,0.367933
1227,ENST00000580458.5,0.604,8.0,1.218273,12.0,0.279003
1228,ENST00000584327.5,0.4709,7.0,1.12422,3.0,0.077627
1229,ENST00000421500.1,0.6174,10.0,1.460733,7.0,0.149614
1230,ENST00000421767.1,0.5375,35.0,4.139094,252.0,3.525066
1231,ENST00000416572.1,0.6167,8.0,1.265309,4.0,0.099835
1232,ENST00000416366.1,0.6423,5.0,0.799265,9.0,0.229906
1233,ENST00000424477.5,0.4958,2.0,0.319706,39.0,0.99817
1234,ENST00000438538.1,0.442,11.0,1.663632,39.0,0.893261
1235,ENST00000415513.1,0.6625,8.0,1.22495,13.0,0.305079
1236,ENST00000417026.1,0.5172,11.0,1.619203,7.0,0.151525
1237,ENST00000587899.3,0.6042,5.0,0.816077,3.0,0.079747
1238,ENST00000591896.5,0.6838,10.0,1.600006,21.0,0.537082
1239,ENST00000449741.1,0.5191,5.0,0.784311,13.0,0.319835
1240,ENST00000467677.1,0.6713,8.0,1.22495,16.0,0.375881
1241,ENST00000460471.1,0.4643,12.0,1.800265,9.0,0.203142
1242,ENST00000418546.1,0.5526,4.0,0.628802,13.0,0.321713
1243,ENST00000416999.1,0.5589,6.0,1.006542,16.0,0.450668
1244,ENST00000421648.1,0.6696,9.0,1.455334,13.0,0.3399
1245,ENST00000476560.1,0.8844,6.0,0.903099,3.0,0.068072
1246,ENST00000478806.1,0.9014,2.0,0.31483,7.0,0.173538
1247,ENST00000489488.1,0.6293,1.0,0.163042,4.0,0.106538
1248,ENST00000493539.1,0.3912,4.0,0.720337,7.0,0.228425
1249,ENST00000468575.1,0.4974,7.0,1.103426,1.0,0.025014
1250,ENST00000477392.1,0.4717,31.0,4.06682,84.0,1.445626
1251,ENST00000486954.1,0.6481,8.0,1.259667,3.0,0.074277
1252,ENST00000417032.1,0.6364,4.0,0.634473,4.0,0.100551
1253,ENST00000413238.1,0.478,39.0,4.614226,84.0,1.175977
1254,ENST00000500118.2,0.4559,31.0,3.979951,52.0,0.85795
1255,ENST00000523225.1,0.5992,9.0,1.299527,39.0,0.813236
1256,ENST00000517675.1,0.5232,33.0,4.067933,349.0,5.30505
1257,ENST00000521863.1,0.4194,5.0,0.793321,7.0,0.176118
1258,ENST00000521242.1,0.5495,1.0,0.15209,13.0,0.300991
1259,ENST00000520023.1,0.6258,8.0,1.201097,19.0,0.428864
1260,ENST00000500843.2,0.5455,14.0,2.119945,79.0,1.811759
1261,ENST00000520619.1,0.4205,11.0,1.781727,3.0,0.079082
1262,ENST00000521127.1,0.5668,19.0,3.001712,63.0,1.570655
1263,ENST00000523860.5,0.5224,9.0,1.353064,37.0,0.836951
1264,ENST00000518128.5,0.3608,68.0,8.562835,156.0,2.474524
1265,ENST00000518732.1,0.3904,36.0,4.853728,12.0,0.218508
1266,ENST00000524166.1,0.3899,15.0,2.228884,67.0,1.479067
1267,ENST00000520306.1,0.3729,10.0,1.654258,12.0,0.32813
1268,ENST00000519854.1,0.5069,3.0,0.53074,13.0,0.408324
1269,ENST00000524190.1,0.5176,8.0,1.344393,21.0,0.593238
1270,ENST00000523995.1,0.6128,12.0,1.806198,12.0,0.272717
1271,ENST00000523859.1,0.4617,6.0,0.91648,13.0,0.303751
1272,ENST00000501194.2,0.364,72.0,8.831038,219.0,3.294018
1273,ENST00000519233.1,0.5643,8.0,1.22359,25.0,0.585975
1274,ENST00000522132.1,0.7417,6.0,1.017915,9.0,0.25928
1275,ENST00000522715.1,0.7272,11.0,1.681692,27.0,0.631992
1276,ENST00000499418.2,0.3965,89.0,10.300574,37.0,0.496167
1277,ENST00000519861.1,0.5414,8.0,1.359133,3.0,0.086345
1278,ENST00000523825.1,0.4096,15.0,2.24819,12.0,0.269285
1279,ENST00000502056.1,0.5775,26.0,3.584491,43.0,0.816638
1280,ENST00000521951.1,0.5028,18.0,2.45334,37.0,0.687725
1281,ENST00000521034.1,0.7404,11.0,1.811971,19.0,0.514649
1282,ENST00000583719.5,0.4229,10.0,1.480727,9.0,0.197774
1283,ENST00000580467.5,0.4892,17.0,2.381066,4.0,0.078728
1284,ENST00000584351.5,0.4112,37.0,4.691587,163.0,2.620772
1285,ENST00000584816.5,0.5238,8.0,1.249626,1.0,0.024571
1286,ENST00000631093.1,0.6947,9.0,1.393886,31.0,0.743387
1287,ENST00000630598.1,0.7506,8.0,1.400946,21.0,0.643405
1288,ENST00000627197.1,0.5048,9.0,1.414421,28.0,0.691252
1289,ENST00000628924.1,0.4073,62.0,7.798595,7.0,0.11063
1290,ENST00000429781.1,0.5165,37.0,4.656069,436.0,6.907473
1291,ENST00000448465.1,0.5646,6.0,1.057581,3.0,0.092981
1292,ENST00000561961.2,0.3528,48.0,6.317537,19.0,0.328395
1293,ENST00000439298.5,0.4503,23.0,3.015003,97.0,1.667316
1294,ENST00000414282.5,0.7061,11.0,1.416509,157.0,2.60374
1295,ENST00000602587.5,0.5824,8.0,1.255906,13.0,0.320755
1296,ENST00000602546.5,0.3901,11.0,1.657311,28.0,0.635533
1297,ENST00000415215.1,0.3939,10.0,1.62195,19.0,0.499623
1298,ENST00000444482.1,0.4531,8.0,1.30854,3.0,0.079914
1299,ENST00000435966.1,0.6756,5.0,0.788161,3.0,0.074689
1300,ENST00000416381.1,0.3615,27.0,3.549184,201.0,3.475464
1301,ENST00000429932.1,0.5428,7.0,1.150034,19.0,0.514638
1302,ENST00000412882.5,0.7594,7.0,1.088968,39.0,0.944535
1303,ENST00000431025.1,0.4354,8.0,1.239311,21.0,0.504985
1304,ENST00000431214.5,0.4717,8.0,1.199035,3.0,0.067238
1305,ENST00000458274.1,0.4579,5.0,0.792861,3.0,0.075304
1306,ENST00000455777.1,0.4718,3.0,0.53074,9.0,0.282739
1307,ENST00000443373.1,0.5506,7.0,1.230883,16.0,0.494052
1308,ENST00000560029.5,0.3442,19.0,2.926571,13.0,0.307741
1309,ENST00000560912.5,0.5788,5.0,0.815498,43.0,1.145811
1310,ENST00000526478.5,0.4318,13.0,1.998222,13.0,0.307527
1311,ENST00000562077.5,0.4019,18.0,2.467654,19.0,0.357445
1312,ENST00000561719.5,0.4238,15.0,2.263112,91.0,2.071078
1313,ENST00000599749.5,0.447,35.0,4.400873,7.0,0.110759
1314,ENST00000537498.1,0.478,19.0,2.475394,52.0,0.882858
1315,ENST00000571138.5,0.7765,8.0,1.303414,31.0,0.823772
1316,ENST00000623522.1,0.4551,24.0,3.240305,63.0,1.148889
1317,ENST00000580770.5,0.7037,6.0,0.94475,7.0,0.173361
1318,ENST00000578757.5,0.5002,17.0,2.490675,49.0,1.052133
1319,ENST00000478103.6,0.5291,9.0,1.369971,12.0,0.278494
1320,ENST00000577537.5,0.4194,58.0,7.052849,379.0,5.605236
1321,ENST00000439794.6,0.6744,4.0,0.647465,4.0,0.10512
1322,ENST00000417232.6,0.6845,16.0,2.437068,84.0,1.947877
1323,ENST00000582324.5,0.6672,7.0,1.055908,61.0,1.388907
1324,ENST00000577860.5,0.6553,16.0,2.357939,31.0,0.6726
1325,ENST00000580278.5,0.3537,30.0,3.996487,39.0,0.691508
1326,ENST00000580056.5,0.8057,4.0,0.639216,7.0,0.179271
1327,ENST00000583481.5,0.561,5.0,0.761421,7.0,0.162562
1328,ENST00000433763.6,0.5109,5.0,0.772333,7.0,0.167442
1329,ENST00000423473.6,0.7216,4.0,0.594053,19.0,0.419607
1330,ENST00000581958.5,0.4834,13.0,1.835933,3.0,0.059756
1331,ENST00000457853.1,0.6088,18.0,2.627689,108.0,2.30087
1332,ENST00000577055.5,0.5081,30.0,4.008655,124.0,2.213104
1333,ENST00000464612.5,0.6085,16.0,2.431888,91.0,2.101883
1334,ENST00000488745.5,0.4931,22.0,3.047242,7.0,0.134586
1335,ENST00000483436.5,0.5122,5.0,0.766108,109.0,2.562155
1336,ENST00000434244.5,0.9725,21.0,2.66483,559.0,9.004545
1337,ENST00000453688.5,0.6586,9.0,1.387896,21.0,0.499821
1338,ENST00000413421.5,0.4933,17.0,2.530589,79.0,1.750221
1339,ENST00000413606.5,0.4234,13.0,1.955567,19.0,0.429759
1340,ENST00000602488.5,0.6338,3.0,0.519521,19.0,0.571706
1341,ENST00000457025.5,0.7171,3.0,0.497854,13.0,0.358926
1342,ENST00000446528.6,0.6948,4.0,0.645744,28.0,0.730688
1343,ENST00000451302.6,0.5442,16.0,2.253251,4.0,0.079349
1344,ENST00000415150.5,0.6494,5.0,0.81873,9.0,0.242021
1345,ENST00000455474.5,0.9723,4.0,0.701289,12.0,0.369939
1346,ENST00000447577.5,0.6738,7.0,1.153512,25.0,0.67882
1347,ENST00000442860.5,0.8712,6.0,1.019832,21.0,0.606453
1348,ENST00000414430.5,0.7701,9.0,1.485363,49.0,1.334362
1349,ENST00000429859.5,0.7036,9.0,1.490592,12.0,0.328513
1350,ENST00000427669.5,0.7917,4.0,0.672196,19.0,0.537786
1351,ENST00000450843.5,0.5016,10.0,1.562843,76.0,1.85901
1352,ENST00000440778.5,0.5553,11.0,1.720923,25.0,0.612219
1353,ENST00000432741.5,0.6351,14.0,2.227833,37.0,0.936261
1354,ENST00000411670.5,0.4704,8.0,1.227711,12.0,0.283386
1355,ENST00000438777.5,0.4585,11.0,1.660612,4.0,0.091198
1356,ENST00000449305.5,0.4639,11.0,1.661948,4.0,0.091059
1357,ENST00000453011.5,0.4482,15.0,2.246066,3.0,0.067493
1358,ENST00000416329.5,0.4225,17.0,2.587171,31.0,0.717301
1359,ENST00000433505.5,0.4185,10.0,1.505165,3.0,0.06814
1360,ENST00000452883.5,0.5854,5.0,0.772149,48.0,1.146506
1361,ENST00000420707.5,0.4677,14.0,2.055757,28.0,0.603692
1362,ENST00000449289.5,0.5269,16.0,2.540848,103.0,2.596172
1363,ENST00000450589.5,0.452,8.0,1.24022,81.0,1.947668
1364,ENST00000431268.5,0.3899,31.0,4.167902,57.0,1.031686
1365,ENST00000452197.5,0.4704,6.0,0.970546,31.0,0.813204
1366,ENST00000412059.5,0.4379,24.0,3.484547,28.0,0.589252
1367,ENST00000430245.5,0.4974,7.0,1.063056,91.0,2.101556
1368,ENST00000456812.6,0.493,16.0,2.429842,21.0,0.484281
1369,ENST00000414075.5,0.4862,6.0,0.995708,28.0,0.771512
1370,ENST00000436656.5,0.4702,17.0,2.532416,27.0,0.600093
1371,ENST00000422183.5,0.4319,16.0,2.418846,31.0,0.707926
1372,ENST00000422207.5,0.3674,22.0,3.401519,117.0,2.794787
1373,ENST00000454068.5,0.4508,9.0,1.377149,52.0,1.218312
1374,ENST00000444470.5,0.5646,10.0,1.652322,93.0,2.542957
1375,ENST00000434796.5,0.429,11.0,1.730619,43.0,1.067121
1376,ENST00000449589.5,0.4655,10.0,1.52219,103.0,2.387822
1377,ENST00000422008.5,0.4077,8.0,1.28812,64.0,1.663022
1378,ENST00000455838.5,0.4354,10.0,1.550275,13.0,0.312182
1379,ENST00000416952.5,0.5737,26.0,3.88953,133.0,2.974301
1380,ENST00000456293.5,0.6198,19.0,2.982778,57.0,1.403172
1381,ENST00000443799.5,0.4923,19.0,2.794048,73.0,1.580975
1382,ENST00000421068.5,0.3955,35.0,5.023707,91.0,1.872681
1383,ENST00000425771.5,0.6998,5.0,0.910239,16.0,0.530362
1384,ENST00000448567.2,0.5973,3.0,0.48609,27.0,0.710293
1385,ENST00000414722.5,0.5813,3.0,0.459975,21.0,0.493934
1386,ENST00000411861.5,0.5281,9.0,1.20323,27.0,0.48277
1387,ENST00000412788.5,0.4508,12.0,1.55183,76.0,1.271619
1388,ENST00000442037.5,0.6576,11.0,1.645878,49.0,1.09676
1389,ENST00000439725.5,0.4609,13.0,1.718378,49.0,0.856572
1390,ENST00000436715.5,0.5314,4.0,0.591781,28.0,0.613521
1391,ENST00000514126.5,0.489,15.0,2.276072,39.0,0.89732
1392,ENST00000530169.5,0.5599,9.0,1.447271,13.0,0.336652
1393,ENST00000533693.5,0.5493,8.0,1.285232,9.0,0.231917
1394,ENST00000504206.6,0.4208,65.0,7.740807,67.0,0.95042
1395,ENST00000526695.5,0.4788,4.0,0.632475,25.0,0.625998
1396,ENST00000499953.6,0.5196,13.0,1.925612,7.0,0.153486
1397,ENST00000525636.5,0.4744,6.0,0.928806,19.0,0.456282
1398,ENST00000537068.5,0.4381,6.0,0.93085,97.0,2.336071
1399,ENST00000537925.5,0.4175,19.0,2.600891,225.0,4.216961
1400,ENST00000537869.5,0.5501,11.0,1.583642,241.0,4.999266
1401,ENST00000539975.5,0.4327,11.0,1.602854,57.0,1.211716
1402,ENST00000545440.5,0.4856,15.0,2.263564,79.0,1.798257
1403,ENST00000542112.5,0.5173,12.0,1.801646,31.0,0.699233
1404,ENST00000541615.5,0.4859,9.0,1.359776,19.0,0.434374
1405,ENST00000538266.5,0.828,5.0,0.854379,13.0,0.379609
1406,ENST00000545688.5,0.5224,10.0,1.558823,37.0,0.900554
1407,ENST00000540865.5,0.5281,18.0,2.700398,84.0,1.89004
1408,ENST00000539303.5,0.7464,3.0,0.546966,7.0,0.232916
1409,ENST00000545308.5,0.6175,14.0,2.163049,27.0,0.643703
1410,ENST00000527627.5,0.4106,8.0,1.285232,3.0,0.077133
1411,ENST00000529607.1,0.4854,6.0,0.981051,1.0,0.026949
1412,ENST00000500276.6,0.5063,47.0,5.973952,156.0,2.519484
1413,ENST00000502069.6,0.9316,17.0,2.642649,91.0,2.198515
1414,ENST00000545226.5,0.8387,7.0,1.115246,112.0,2.844462
1415,ENST00000542086.5,0.7291,18.0,2.684798,39.0,0.866926
1416,ENST00000535436.5,0.6476,25.0,3.559799,103.0,2.087148
1417,ENST00000547799.5,0.5143,43.0,5.307543,52.0,0.791866
1418,ENST00000424518.5,0.4662,37.0,4.748247,61.0,1.003944
1419,ENST00000425595.5,0.7715,2.0,0.314917,48.0,1.19171
1420,ENST00000453875.5,0.635,5.0,0.78948,1.0,0.024945
1421,ENST00000456429.5,0.5268,26.0,3.430224,76.0,1.322498
1422,ENST00000540684.5,0.537,12.0,1.76728,31.0,0.67271
1423,ENST00000542248.5,0.6032,13.0,2.060843,31.0,0.778228
1424,ENST00000412946.6,0.4905,5.0,0.756043,28.0,0.640769
1425,ENST00000520590.5,0.5439,6.0,0.88586,13.0,0.283536
1426,ENST00000524062.5,0.4994,23.0,2.973667,100.0,1.672618
1427,ENST00000522859.5,0.4405,9.0,1.354118,21.0,0.47568
1428,ENST00000520924.5,0.4285,3.0,0.474897,19.0,0.476959
1429,ENST00000521507.5,0.4347,9.0,1.384341,7.0,0.165314
1430,ENST00000523445.5,0.5181,14.0,2.073018,31.0,0.679339
1431,ENST00000425586.5,0.4748,22.0,3.078992,4.0,0.078661
1432,ENST00000443587.5,0.3654,15.0,2.286719,48.0,1.117169
1433,ENST00000421758.5,0.3499,13.0,1.987455,9.0,0.210447
1434,ENST00000400282.6,0.4431,15.0,2.193838,75.0,1.605569
1435,ENST00000412224.6,0.4303,37.0,4.811551,121.0,2.046463
1436,ENST00000555866.5,0.8756,7.0,1.295654,25.0,0.855628
1437,ENST00000556407.5,0.7709,9.0,1.395247,12.0,0.288226
1438,ENST00000429159.6,0.5277,16.0,2.167033,73.0,1.340132
1439,ENST00000520714.5,0.5305,11.0,1.525798,16.0,0.307906
1440,ENST00000554639.5,0.5861,14.0,1.880204,19.0,0.343102
1441,ENST00000452514.6,0.5462,4.0,0.651937,4.0,0.10618
1442,ENST00000398474.7,0.5172,27.0,3.623557,129.0,2.323218
1443,ENST00000555928.5,0.7945,6.0,0.911766,3.0,0.069408
1444,ENST00000398461.5,0.4816,39.0,4.787039,57.0,0.859402
1445,ENST00000524035.5,0.4758,24.0,3.01641,91.0,1.438274
1446,ENST00000524131.5,0.6943,4.0,0.607716,1.0,0.02316
1447,ENST00000553584.5,0.5347,9.0,1.448667,7.0,0.181046
1448,ENST00000554852.5,0.478,5.0,0.790594,7.0,0.175515
1449,ENST00000553465.5,0.4124,28.0,3.95999,49.0,0.979345
1450,ENST00000533146.5,0.6516,7.0,1.064176,27.0,0.62516
1451,ENST00000616341.1,0.7481,5.0,0.806914,48.0,1.250853
1452,ENST00000612281.1,0.5715,5.0,0.773631,7.0,0.167773
1453,ENST00000621428.1,0.4218,13.0,1.783694,7.0,0.131882
1454,ENST00000440093.6,0.6996,6.0,0.975514,13.0,0.343579
1455,ENST00000533996.5,0.7378,16.0,2.315567,109.0,2.284622
1456,ENST00000533232.5,0.4099,32.0,4.288601,112.0,2.011393
1457,ENST00000588925.5,0.3953,27.0,3.557624,63.0,1.093475
1458,ENST00000593284.5,0.5284,21.0,2.811375,43.0,0.770259
1459,ENST00000457870.5,0.4988,13.0,2.090503,111.0,2.869721
1460,ENST00000331944.10,0.5172,3.0,0.478249,39.0,0.992695
1461,ENST00000419680.6,0.5714,7.0,1.074247,3.0,0.070798
1462,ENST00000455131.5,0.5255,6.0,0.909296,31.0,0.712801
1463,ENST00000412393.5,0.4914,9.0,1.387896,7.0,0.166416
1464,ENST00000456685.5,0.5204,7.0,0.986371,124.0,2.46335
1465,ENST00000333145.9,0.5192,33.0,4.258437,7.0,0.116405
1466,ENST00000510859.5,0.5198,33.0,4.25986,28.0,0.467032
1467,ENST00000445791.5,0.3556,91.0,10.779938,112.0,1.571405
1468,ENST00000451027.5,0.6017,5.0,0.793091,36.0,0.906275
1469,ENST00000431734.5,0.686,10.0,1.594165,63.0,1.600989
1470,ENST00000414256.5,0.5186,11.0,1.717347,43.0,1.047751
1471,ENST00000436126.5,0.4833,16.0,2.335002,25.0,0.53261
1472,ENST00000447538.6,0.5332,5.0,0.79037,39.0,0.97523
1473,ENST00000546798.5,0.4957,11.0,1.727802,28.0,0.690186
1474,ENST00000549329.5,0.4562,5.0,0.779611,27.0,0.657032
1475,ENST00000552156.5,0.5767,9.0,1.415575,13.0,0.321241
1476,ENST00000425005.5,0.5626,5.0,0.776862,12.0,0.290012
1477,ENST00000454488.5,0.4772,7.0,1.104963,7.0,0.175064
1478,ENST00000419746.5,0.4433,63.0,7.471281,19.0,0.267586
1479,ENST00000427348.5,0.3954,22.0,3.09786,7.0,0.139137
1480,ENST00000449469.5,0.4862,26.0,3.390673,3.0,0.050946
1481,ENST00000414142.5,0.5214,30.0,3.920994,61.0,1.041422
1482,ENST00000400436.6,0.4744,32.0,4.059138,39.0,0.627134
1483,ENST00000421599.5,0.7126,8.0,1.150469,7.0,0.144749
1484,ENST00000449351.5,0.4994,8.0,1.16589,1.0,0.02133
1485,ENST00000420006.5,0.7093,5.0,0.759805,0.0,0.0
1486,ENST00000437028.5,0.7399,9.0,1.273929,37.0,0.741378
1487,ENST00000439943.5,0.4792,24.0,3.29952,21.0,0.396423
1488,ENST00000437730.5,0.4801,22.0,2.991162,25.0,0.462833
1489,ENST00000417721.5,0.5034,6.0,0.887824,7.0,0.153463
1490,ENST00000450535.5,0.4992,12.0,1.71895,7.0,0.143784
1491,ENST00000441722.5,0.4992,10.0,1.459151,37.0,0.788413
1492,ENST00000326677.9,0.4905,5.0,0.80327,16.0,0.413844
1493,ENST00000445003.5,0.6625,3.0,0.476829,3.0,0.075744
1494,ENST00000445984.5,0.503,5.0,0.788599,4.0,0.099822
1495,ENST00000420279.5,0.5256,3.0,0.474626,9.0,0.225655
1496,ENST00000448374.5,0.5568,1.0,0.158618,13.0,0.327501
1497,ENST00000439558.5,0.447,3.0,0.46329,37.0,0.883575
1498,ENST00000428772.5,0.4476,6.0,0.974504,52.0,1.374424
1499,ENST00000431181.5,0.5478,15.0,2.220325,9.0,0.196786
1500,ENST00000427691.5,0.5115,11.0,1.75096,28.0,0.708836
1501,ENST00000439507.5,0.4289,12.0,1.989824,93.0,2.556979
1502,ENST00000458422.5,0.6067,5.0,0.843988,28.0,0.799809
1503,ENST00000432910.5,0.4931,18.0,2.361379,351.0,6.042608
1504,ENST00000437035.5,0.4975,7.0,1.126378,1.0,0.025751
1505,ENST00000427447.5,0.3939,137.0,15.023951,247.0,2.970976
1506,ENST00000400353.6,0.4512,35.0,4.577918,111.0,1.899331
1507,ENST00000426942.5,0.553,2.0,0.357244,4.0,0.127792
1508,ENST00000413721.5,0.9023,8.0,1.276874,37.0,0.942393
1509,ENST00000451543.5,0.6876,4.0,0.663805,1.0,0.027562
1510,ENST00000414659.5,0.4625,40.0,5.102093,67.0,1.091137
1511,ENST00000432735.5,0.3551,34.0,4.391648,27.0,0.450254
1512,ENST00000418918.5,0.4524,9.0,1.411759,9.0,0.221096
1513,ENST00000440347.5,0.5488,5.0,0.793783,28.0,0.706012
1514,ENST00000450203.5,0.5079,11.0,1.728737,37.0,0.913265
1515,ENST00000430483.5,0.7467,7.0,1.095997,3.0,0.073349
1516,ENST00000439738.5,0.5898,5.0,0.7759,13.0,0.313599
1517,ENST00000422403.5,0.7944,4.0,0.626119,4.0,0.098265
1518,ENST00000425476.5,0.5473,6.0,0.946056,19.0,0.472483
1519,ENST00000455640.5,0.5815,9.0,1.402226,28.0,0.679403
1520,ENST00000452429.5,0.4593,9.0,1.324148,7.0,0.151494
1521,ENST00000458302.5,0.7648,6.0,0.940171,27.0,0.663823
1522,ENST00000444388.5,0.5475,11.0,1.612126,31.0,0.666966
1523,ENST00000450963.5,0.7092,11.0,1.694726,25.0,0.593687
1524,ENST00000437071.5,0.5026,19.0,2.747757,144.0,3.011376
1525,ENST00000435162.5,0.7382,8.0,1.205794,12.0,0.272938
1526,ENST00000440816.5,0.621,8.0,1.25323,0.0,0.0
1527,ENST00000430853.5,0.7419,4.0,0.631231,3.0,0.074668
1528,ENST00000428818.5,0.4277,10.0,1.524151,7.0,0.16321
1529,ENST00000452612.5,0.8217,8.0,1.209178,19.0,0.434083
1530,ENST00000428584.5,0.4522,78.0,8.990417,73.0,0.969388
1531,ENST00000474795.5,0.3704,47.0,5.9593,67.0,1.078284
1532,ENST00000475371.5,0.5415,11.0,1.667043,7.0,0.161013
1533,ENST00000495542.5,0.5295,4.0,0.643026,7.0,0.18123
1534,ENST00000466893.5,0.4322,15.0,2.234081,43.0,0.954003
1535,ENST00000490916.5,0.5256,6.0,0.951985,39.0,0.982238
1536,ENST00000498655.5,0.437,15.0,2.378583,84.0,2.111011
1537,ENST00000466089.5,0.5811,11.0,1.70572,4.0,0.095862
1538,ENST00000484698.5,0.4138,29.0,3.667163,259.0,4.14329
1539,ENST00000463143.5,0.5598,12.0,1.794498,12.0,0.267951
1540,ENST00000414529.5,0.9025,10.0,1.609112,48.0,1.242435
1541,ENST00000505731.5,0.6977,20.0,2.631266,156.0,2.700135
1542,ENST00000507999.5,0.7196,5.0,0.692907,73.0,1.402581
1543,ENST00000513489.5,0.5374,15.0,2.27044,21.0,0.481096
1544,ENST00000500358.6,0.3718,92.0,10.846788,13.0,0.181099
1545,ENST00000509295.5,0.4465,12.0,1.759527,16.0,0.34471
1546,ENST00000509012.5,0.4974,10.0,1.578077,9.0,0.223691
1547,ENST00000513752.5,0.5679,10.0,1.494303,13.0,0.290009
1548,ENST00000506276.5,0.4367,10.0,1.525139,1.0,0.023124
1549,ENST00000508156.5,0.4848,9.0,1.440006,19.0,0.486262
1550,ENST00000505877.5,0.3499,22.0,3.06177,16.0,0.31057
1551,ENST00000512067.5,0.3608,57.0,7.718755,484.0,8.871883
1552,ENST00000500733.6,0.4198,52.0,6.307764,291.0,4.282525
1553,ENST00000451894.6,0.619,5.0,0.703652,241.0,4.775114
1554,ENST00000508913.5,0.5253,14.0,1.807415,129.0,2.15063
1555,ENST00000504769.5,0.7321,7.0,1.109685,19.0,0.478238
1556,ENST00000501715.6,0.465,25.0,3.568939,67.0,1.364501
1557,ENST00000496733.6,0.4435,9.0,1.495972,7.0,0.192976
1558,ENST00000506584.5,0.633,20.0,3.041145,63.0,1.455591
1559,ENST00000512724.5,0.4132,10.0,1.575451,19.0,0.471396
1560,ENST00000506978.5,0.4829,10.0,1.578077,13.0,0.323227
1561,ENST00000506014.5,0.5671,9.0,1.413656,7.0,0.172643
1562,ENST00000502301.5,0.4868,7.0,1.105273,7.0,0.174497
1563,ENST00000500197.6,0.3704,66.0,8.121855,100.0,1.513411
1564,ENST00000504246.5,0.4662,29.0,3.746238,147.0,2.454503
1565,ENST00000513893.5,0.5159,6.0,0.949252,4.0,0.099977
1566,ENST00000504474.5,0.3615,53.0,6.656854,28.0,0.441344
1567,ENST00000507963.5,0.5259,11.0,1.611101,75.0,1.610202
1568,ENST00000501173.6,0.4848,11.0,1.604326,4.0,0.084923
1569,ENST00000514573.5,0.5722,8.0,1.247377,7.0,0.170114
1570,ENST00000508353.5,0.4851,4.0,0.645957,28.0,0.731726
1571,ENST00000508878.5,0.4138,23.0,3.344839,52.0,1.098852
1572,ENST00000523452.5,0.644,6.0,0.949252,19.0,0.475683
1573,ENST00000520067.5,0.5071,4.0,0.581886,79.0,1.672375
