,Seqname,GCCoW: GC content of whole sequence,GCCo1: GC content of 1st position of codons,GCCo2: GC content of 2nd position of codons,GCCo3: GC content of 3rd position of codons,GCC1V: GCCo1 variance frame score,GCC2V: GCCo2 variance frame score,GCC3V: GCCo3 variance frame score
879,ENST00000412749.1,0.528822,0.488722,0.488722,0.609023,0.01507,0.014549,0.014971
880,ENST00000426083.5,0.432545,0.39847,0.49235,0.406815,0.008118,0.008021,0.008195
881,ENST00000446698.5,0.480607,0.470489,0.485666,0.485666,0.00027,0.000364,0.000413
882,ENST00000417691.1,0.522422,0.53139,0.54148,0.494395,0.001786,0.001745,0.001652
883,ENST00000422740.1,0.512605,0.529412,0.494118,0.514286,0.000905,0.000794,0.000665
884,ENST00000443946.1,0.571429,0.573733,0.552995,0.587558,0.000974,0.000997,0.00078
885,ENST00000429952.5,0.504592,0.484292,0.494442,0.535041,0.002204,0.002248,0.002268
886,ENST00000437346.5,0.56801,0.570529,0.608312,0.525189,0.00512,0.005101,0.005375
887,ENST00000435880.6,0.535205,0.524308,0.539396,0.541911,0.000284,0.000304,0.000297
888,ENST00000596259.3,0.537295,0.519595,0.584071,0.508217,0.005013,0.005104,0.004869
889,ENST00000457076.5,0.494465,0.47048,0.52583,0.487085,0.002474,0.002277,0.002035
890,ENST00000413436.5,0.5,0.483389,0.538206,0.478405,0.003304,0.003435,0.003746
891,ENST00000418564.5,0.500914,0.422303,0.559415,0.521024,0.015307,0.01602,0.016519
892,ENST00000415222.5,0.488048,0.448207,0.501992,0.513944,0.003883,0.004284,0.004142
893,ENST00000594376.6,0.467001,0.491228,0.471178,0.438596,0.00206,0.001966,0.001981
894,ENST00000456161.5,0.470455,0.456818,0.494318,0.460227,0.001299,0.001378,0.001502
895,ENST00000596028.5,0.487603,0.456907,0.453365,0.552538,0.009698,0.009525,0.009709
896,ENST00000423402.5,0.488246,0.439421,0.450271,0.575045,0.017494,0.017895,0.018172
897,ENST00000411429.5,0.493601,0.438757,0.510055,0.531993,0.007403,0.007902,0.008027
898,ENST00000434781.5,0.481416,0.461947,0.467257,0.515044,0.002717,0.002564,0.002691
899,ENST00000415742.5,0.494681,0.430851,0.585106,0.468085,0.019589,0.019079,0.019859
900,ENST00000366234.7,0.504525,0.485294,0.549774,0.478507,0.004642,0.004739,0.00452
901,ENST00000599427.5,0.466767,0.484894,0.444109,0.471299,0.001269,0.001148,0.001017
902,ENST00000597318.5,0.457429,0.445743,0.45576,0.470785,0.000538,0.000648,0.000659
903,ENST00000425333.5,0.46337,0.428571,0.472527,0.489011,0.003093,0.003428,0.003336
904,ENST00000429599.6,0.470813,0.436364,0.513876,0.462201,0.004714,0.004878,0.005063
905,ENST00000421843.5,0.481928,0.496988,0.528614,0.420181,0.009206,0.009281,0.008963
906,ENST00000458686.5,0.469608,0.452941,0.494118,0.461765,0.001425,0.001508,0.001616
907,ENST00000432604.5,0.478032,0.453427,0.458699,0.521968,0.004563,0.004369,0.004214
908,ENST00000421255.5,0.469741,0.45389,0.475504,0.479827,0.000635,0.000756,0.000714
909,ENST00000413069.5,0.479574,0.420959,0.538188,0.479574,0.010478,0.011002,0.011485
910,ENST00000458698.6,0.463286,0.484945,0.454834,0.450079,0.001048,0.001097,0.001119
911,ENST00000603347.5,0.509985,0.474654,0.562212,0.493088,0.006452,0.006702,0.0071
912,ENST00000604346.5,0.48913,0.513587,0.509511,0.444293,0.004416,0.004559,0.004432
913,ENST00000413791.5,0.468371,0.452221,0.472409,0.480485,0.000692,0.000601,0.000623
914,ENST00000416506.5,0.440959,0.387454,0.464945,0.47048,0.006683,0.006313,0.006476
915,ENST00000439670.6,0.448165,0.437615,0.447248,0.459633,0.00038,0.000405,0.000404
916,ENST00000442040.5,0.459946,0.486049,0.440144,0.453645,0.001631,0.001731,0.001657
917,ENST00000601396.5,0.4919,0.450663,0.521355,0.503682,0.004183,0.004483,0.004684
918,ENST00000596573.5,0.44186,0.391473,0.472868,0.46124,0.005941,0.006293,0.006086
919,ENST00000594548.5,0.436416,0.433526,0.463873,0.41185,0.002017,0.002043,0.002212
920,ENST00000600002.5,0.445993,0.445993,0.45993,0.432056,0.000564,0.000563,0.000489
921,ENST00000437456.5,0.476844,0.396226,0.504288,0.530017,0.015485,0.016203,0.016375
922,ENST00000595459.5,0.456731,0.403846,0.475962,0.490385,0.006654,0.007103,0.007224
923,ENST00000415060.6,0.459566,0.497041,0.431953,0.449704,0.003275,0.002943,0.002734
924,ENST00000596665.5,0.4875,0.53625,0.46875,0.4575,0.005307,0.005045,0.005145
925,ENST00000409898.2,0.464286,0.498214,0.476786,0.417857,0.00502,0.004741,0.004834
926,ENST00000437561.1,0.52967,0.507692,0.58022,0.501099,0.00579,0.005543,0.005115
927,ENST00000413202.1,0.488152,0.440758,0.511848,0.511848,0.005318,0.004845,0.004599
928,ENST00000603948.5,0.505133,0.505133,0.505133,0.505133,3e-06,3e-06,3e-06
929,ENST00000453008.2,0.479554,0.462825,0.486989,0.488848,0.000656,0.000707,0.000728
930,ENST00000433219.1,0.520772,0.507418,0.51632,0.538576,0.00085,0.000945,0.000972
931,ENST00000432818.5,0.458042,0.456294,0.493007,0.424825,0.003437,0.003455,0.003729
932,ENST00000444301.5,0.509009,0.495495,0.495495,0.536036,0.001746,0.00165,0.001554
933,ENST00000419736.5,0.518661,0.513514,0.505792,0.53668,0.000826,0.000861,0.00079
934,ENST00000442293.5,0.518315,0.505495,0.554945,0.494505,0.003094,0.002976,0.002708
935,ENST00000457336.1,0.498022,0.479228,0.513353,0.501484,0.000917,0.000961,0.000927
936,ENST00000555766.1,0.493662,0.512342,0.48032,0.488326,0.00081,0.000756,0.000719
937,ENST00000439321.1,0.46033,0.454831,0.461901,0.464258,8.3e-05,0.000107,0.000101
938,ENST00000423031.1,0.417515,0.421589,0.427699,0.403259,0.000443,0.00042,0.000514
939,ENST00000420472.1,0.369935,0.345098,0.368627,0.396078,0.002033,0.00223,0.002225
940,ENST00000439050.1,0.360051,0.360051,0.366481,0.353622,0.000121,0.000121,0.000106
941,ENST00000594941.5,0.438961,0.412987,0.448052,0.455844,0.001641,0.001511,0.001456
942,ENST00000600693.5,0.404196,0.427972,0.377622,0.406993,0.001887,0.00201,0.002225
943,ENST00000599755.5,0.438849,0.503597,0.42446,0.388489,0.010079,0.010738,0.010553
944,ENST00000456876.1,0.561321,0.528302,0.59434,0.561321,0.003366,0.003587,0.003868
945,ENST00000456746.5,0.424908,0.416165,0.436565,0.421993,0.000333,0.000326,0.000315
946,ENST00000430416.5,0.438695,0.445444,0.482565,0.388076,0.006738,0.006691,0.006445
947,ENST00000420672.1,0.395918,0.416327,0.434694,0.336735,0.007994,0.007763,0.007327
948,ENST00000450044.1,0.465322,0.446406,0.495586,0.453972,0.002123,0.002244,0.002417
949,ENST00000442036.1,0.37973,0.401351,0.389189,0.348649,0.002212,0.002312,0.002351
950,ENST00000415236.1,0.468278,0.462236,0.503021,0.439577,0.003067,0.003113,0.002868
951,ENST00000585625.5,0.461376,0.469841,0.48254,0.431746,0.002048,0.002006,0.002104
952,ENST00000587568.5,0.525535,0.543657,0.484349,0.5486,0.003864,0.003998,0.004314
953,ENST00000592750.5,0.486268,0.513732,0.494346,0.450727,0.002989,0.002796,0.002727
954,ENST00000592630.5,0.474474,0.427928,0.518018,0.477477,0.006224,0.006578,0.006273
955,ENST00000591332.5,0.507576,0.460227,0.573864,0.488636,0.010606,0.011021,0.010495
956,ENST00000590040.5,0.497076,0.449123,0.529825,0.512281,0.005522,0.005794,0.005618
957,ENST00000585451.5,0.427819,0.410959,0.38883,0.483667,0.007509,0.007594,0.007804
958,ENST00000592182.5,0.404539,0.41255,0.408545,0.392523,0.000306,0.000345,0.000325
959,ENST00000587944.5,0.425832,0.457114,0.408678,0.411705,0.002153,0.002278,0.00221
960,ENST00000586831.5,0.454039,0.497214,0.447075,0.417827,0.004697,0.00442,0.004376
961,ENST00000589842.5,0.464567,0.448819,0.510236,0.434646,0.004832,0.004953,0.00528
962,ENST00000585358.5,0.423684,0.493421,0.402632,0.375,0.011338,0.010896,0.010772
963,ENST00000588244.5,0.469717,0.516824,0.472409,0.419919,0.006896,0.006608,0.006614
964,ENST00000591867.5,0.44385,0.449198,0.425134,0.457219,0.000855,0.000826,0.000735
965,ENST00000588716.5,0.428808,0.486755,0.417219,0.38245,0.008262,0.007802,0.007714
966,ENST00000592836.5,0.426891,0.494118,0.352941,0.433613,0.014949,0.014395,0.013959
967,ENST00000586452.5,0.450483,0.427536,0.492754,0.431159,0.004046,0.004187,0.00441
968,ENST00000588257.5,0.45086,0.464373,0.482801,0.405405,0.004825,0.00474,0.004906
969,ENST00000592689.5,0.491525,0.512386,0.473272,0.488918,0.00112,0.001005,0.000908
970,ENST00000450692.6,0.432918,0.394191,0.394191,0.510373,0.013765,0.014031,0.013809
971,ENST00000590807.5,0.418956,0.407967,0.436813,0.412088,0.00074,0.000829,0.000931
972,ENST00000589391.5,0.447596,0.499383,0.436498,0.406905,0.006551,0.006253,0.00619
973,ENST00000415561.1,0.410023,0.348519,0.430524,0.451025,0.009144,0.008661,0.008407
974,ENST00000438095.1,0.502294,0.495413,0.536697,0.474771,0.002933,0.003016,0.00341
975,ENST00000590932.5,0.386591,0.406562,0.368046,0.385164,0.001084,0.001186,0.001094
976,ENST00000589907.5,0.463028,0.491197,0.427817,0.47007,0.003082,0.003291,0.00304
977,ENST00000589234.5,0.434088,0.399467,0.435419,0.467377,0.003591,0.003841,0.003845
978,ENST00000589487.5,0.379759,0.387187,0.350975,0.401114,0.00203,0.001993,0.001907
979,ENST00000429730.1,0.434959,0.457317,0.414634,0.432927,0.001316,0.001498,0.001733
980,ENST00000439598.6,0.451324,0.443925,0.445093,0.464953,0.000431,0.000419,0.000431
981,ENST00000396588.6,0.425474,0.452575,0.406504,0.417344,0.001721,0.00166,0.001704
982,ENST00000418430.1,0.48569,0.484408,0.484408,0.488253,1.7e-05,1.5e-05,1.3e-05
983,ENST00000429456.1,0.503687,0.515668,0.512903,0.482488,0.000995,0.00102,0.001039
984,ENST00000426962.1,0.493023,0.509302,0.439535,0.530233,0.006883,0.007024,0.007651
985,ENST00000451070.1,0.475793,0.495826,0.48581,0.445743,0.001998,0.002142,0.002208
986,ENST00000414393.5,0.458851,0.464209,0.457137,0.455208,6.5e-05,7e-05,7.2e-05
987,ENST00000439498.5,0.426349,0.473029,0.379668,0.426349,0.006483,0.006244,0.006502
988,ENST00000455791.5,0.5,0.498462,0.48,0.521538,0.001361,0.001378,0.001519
989,ENST00000596223.5,0.431259,0.442836,0.382055,0.468886,0.00603,0.005938,0.005683
990,ENST00000600222.5,0.423019,0.408072,0.443946,0.41704,0.001066,0.000981,0.000832
991,ENST00000598448.5,0.411692,0.376866,0.425373,0.432836,0.002862,0.003107,0.003171
992,ENST00000596717.5,0.385013,0.344961,0.46124,0.348837,0.013124,0.013406,0.012892
993,ENST00000601850.5,0.390821,0.421419,0.379694,0.371349,0.002081,0.002238,0.002329
994,ENST00000597267.5,0.490046,0.551302,0.454824,0.464012,0.008322,0.007926,0.008167
995,ENST00000598150.5,0.451398,0.42743,0.42743,0.499334,0.005322,0.005185,0.005345
996,ENST00000596058.5,0.433083,0.469173,0.433083,0.396992,0.003779,0.003518,0.003507
997,ENST00000424235.1,0.628272,0.628272,0.624346,0.632199,5.8e-05,6.4e-05,8.1e-05
998,ENST00000442383.1,0.489204,0.48583,0.520243,0.461538,0.002592,0.002601,0.002697
999,ENST00000421019.1,0.575802,0.590379,0.594752,0.542274,0.002435,0.002542,0.002682
1000,ENST00000427794.1,0.444685,0.449024,0.481562,0.403471,0.004517,0.004474,0.004823
1001,ENST00000424205.1,0.490534,0.500861,0.46988,0.500861,0.000965,0.001042,0.001224
1002,ENST00000457508.1,0.422472,0.458427,0.404494,0.404494,0.002764,0.003086,0.002924
1003,ENST00000421257.1,0.516364,0.509091,0.523636,0.516364,0.000174,0.000219,0.00018
1004,ENST00000427820.1,0.524224,0.536646,0.518012,0.518012,0.000312,0.000254,0.000286
1005,ENST00000412426.5,0.400605,0.372351,0.402624,0.426842,0.002307,0.002207,0.00221
1006,ENST00000418954.2,0.453278,0.460251,0.48954,0.410042,0.004776,0.004803,0.005013
1007,ENST00000416218.1,0.371201,0.355755,0.390135,0.367713,0.000921,0.000966,0.000914
1008,ENST00000456917.1,0.378125,0.345,0.391875,0.3975,0.002532,0.002464,0.002492
1009,ENST00000596365.5,0.527859,0.453079,0.56305,0.567449,0.012884,0.013399,0.013156
1010,ENST00000597626.5,0.550654,0.583333,0.504902,0.563725,0.00496,0.004752,0.004408
1011,ENST00000616030.4,0.481793,0.508403,0.529412,0.407563,0.012581,0.012717,0.012406
1012,ENST00000594752.5,0.447853,0.453988,0.515337,0.374233,0.014894,0.014885,0.014237
1013,ENST00000594370.5,0.444286,0.402857,0.42,0.51,0.010183,0.009938,0.009779
1014,ENST00000595747.5,0.422111,0.388191,0.414573,0.463568,0.004524,0.004756,0.004715
1015,ENST00000432988.1,0.477747,0.443776,0.501183,0.488282,0.002736,0.002705,0.002727
1016,ENST00000442815.1,0.578985,0.56183,0.591851,0.583274,0.000731,0.000755,0.000738
1017,ENST00000448049.1,0.62475,0.624465,0.631309,0.618477,0.000121,0.000121,0.000132
1018,ENST00000418516.1,0.553623,0.521739,0.53913,0.6,0.005494,0.0059,0.006042
1019,ENST00000441283.1,0.5625,0.602679,0.502232,0.582589,0.008435,0.008885,0.009475
1020,ENST00000456880.1,0.552529,0.548638,0.570525,0.538424,0.0008,0.00079,0.000756
1021,ENST00000439088.1,0.630913,0.656206,0.623888,0.612646,0.001497,0.001459,0.001469
1022,ENST00000434081.1,0.63109,0.62645,0.611137,0.655684,0.001565,0.001572,0.00152
1023,ENST00000590829.5,0.544808,0.567568,0.559033,0.507824,0.003007,0.00288,0.002984
1024,ENST00000591223.5,0.562937,0.54021,0.513986,0.634615,0.012426,0.012561,0.012893
1025,ENST00000444998.1,0.408117,0.396717,0.404925,0.422709,0.000545,0.000574,0.000581
1026,ENST00000421927.1,0.415789,0.397368,0.418421,0.431579,0.000913,0.000957,0.000961
1027,ENST00000420074.1,0.515665,0.516179,0.485362,0.545455,0.002737,0.002734,0.002803
1028,ENST00000447898.5,0.397969,0.396035,0.404014,0.393859,8.5e-05,8.3e-05,7.6e-05
1029,ENST00000437781.5,0.422018,0.424103,0.442869,0.399083,0.001436,0.001432,0.001466
1030,ENST00000413768.5,0.435775,0.432445,0.436727,0.438154,3e-05,3.9e-05,4.2e-05
1031,ENST00000383038.7,0.501435,0.479914,0.516499,0.507891,0.001129,0.001202,0.001153
1032,ENST00000431090.1,0.498808,0.474964,0.522175,0.499285,0.00169,0.001744,0.001694
1033,ENST00000506039.1,0.533214,0.530521,0.554758,0.514363,0.00123,0.001223,0.001271
1034,ENST00000451141.1,0.507042,0.501761,0.491197,0.528169,0.001168,0.001219,0.001105
1035,ENST00000419237.1,0.482578,0.54878,0.486063,0.412892,0.013585,0.013079,0.013073
1036,ENST00000449717.1,0.536489,0.532544,0.538462,0.538462,5.7e-05,2e-05,2e-05
1037,ENST00000453023.1,0.520979,0.561189,0.52972,0.472028,0.005917,0.006253,0.006304
1038,ENST00000421253.1,0.467905,0.501689,0.420608,0.481419,0.005309,0.005046,0.004737
1039,ENST00000446336.1,0.505447,0.503268,0.542484,0.470588,0.003807,0.003833,0.003482
1040,ENST00000417083.1,0.5,0.565156,0.450425,0.484419,0.010261,0.010702,0.010386
1041,ENST00000419253.1,0.515366,0.528369,0.51773,0.5,0.000567,0.000506,0.000524
1042,ENST00000428858.1,0.584071,0.525664,0.568142,0.658407,0.014264,0.013722,0.013796
1043,ENST00000425112.1,0.460967,0.446097,0.505576,0.431227,0.004633,0.004721,0.004462
1044,ENST00000433317.1,0.541234,0.551299,0.543506,0.528896,0.000377,0.000364,0.000367
1045,ENST00000446578.1,0.640653,0.686025,0.604356,0.631579,0.005009,0.005501,0.005121
1046,ENST00000432502.1,0.525168,0.538591,0.548658,0.488255,0.003027,0.003126,0.002966
1047,ENST00000421538.1,0.522833,0.517802,0.51548,0.535217,0.00036,0.000351,0.000364
1048,ENST00000433639.1,0.421053,0.421053,0.440443,0.401662,0.001109,0.001111,0.001019
1049,ENST00000414603.1,0.433269,0.423598,0.411992,0.464217,0.002375,0.002294,0.002524
1050,ENST00000432743.1,0.365079,0.371429,0.319048,0.404762,0.005686,0.005701,0.006148
1051,ENST00000468186.5,0.437135,0.423302,0.450046,0.438057,0.000545,0.000567,0.000547
1052,ENST00000519043.5,0.394619,0.395516,0.384753,0.403587,0.000278,0.00028,0.000333
1053,ENST00000521609.5,0.42623,0.370744,0.476671,0.431274,0.008581,0.008966,0.008643
1054,ENST00000520629.5,0.477108,0.455422,0.527711,0.448193,0.005809,0.006068,0.005517
1055,ENST00000521267.5,0.438308,0.490012,0.447709,0.377203,0.009596,0.0093,0.009223
1056,ENST00000467069.6,0.436282,0.44078,0.368816,0.49925,0.012979,0.012917,0.013455
1057,ENST00000494680.6,0.446691,0.452206,0.386029,0.501838,0.010307,0.01031,0.01091
1058,ENST00000430166.5,0.608953,0.679054,0.565034,0.58277,0.011153,0.010965,0.010761
1059,ENST00000427644.1,0.460938,0.470703,0.466797,0.445312,0.000539,0.000565,0.000581
1060,ENST00000469148.1,0.357955,0.434659,0.332386,0.306818,0.013389,0.014171,0.014579
1061,ENST00000479588.1,0.358621,0.364138,0.36,0.351724,0.000102,6.9e-05,5.8e-05
1062,ENST00000492922.1,0.459548,0.450141,0.458608,0.469897,0.000308,0.000331,0.000333
1063,ENST00000470465.1,0.343461,0.317041,0.384412,0.32893,0.003904,0.00412,0.003808
1064,ENST00000465215.1,0.396392,0.411019,0.386153,0.392004,0.000496,0.000522,0.000551
1065,ENST00000483840.1,0.397246,0.386123,0.397246,0.408369,0.000386,0.000365,0.000366
1066,ENST00000498624.1,0.383399,0.326087,0.349802,0.474308,0.019463,0.019052,0.01939
1067,ENST00000490441.1,0.497824,0.467363,0.530026,0.496084,0.002992,0.002876,0.002755
1068,ENST00000473550.1,0.501355,0.479675,0.5,0.52439,0.001601,0.001743,0.001739
1069,ENST00000431767.5,0.553498,0.530864,0.487654,0.641975,0.019525,0.01966,0.019002
1070,ENST00000438608.5,0.540952,0.6,0.525714,0.497143,0.008164,0.008743,0.00885
1071,ENST00000420459.5,0.535912,0.475138,0.61326,0.519337,0.015096,0.015588,0.016339
1072,ENST00000424730.5,0.552204,0.522042,0.535963,0.598608,0.005324,0.005626,0.005758
1073,ENST00000417704.5,0.528818,0.527378,0.497118,0.56196,0.003253,0.003234,0.003442
1074,ENST00000503709.1,0.574876,0.577351,0.594059,0.553218,0.001242,0.001236,0.001191
1075,ENST00000512802.1,0.556886,0.610778,0.52994,0.52994,0.006156,0.00558,0.005891
1076,ENST00000503938.1,0.404372,0.409836,0.47541,0.327869,0.01626,0.016228,0.015251
1077,ENST00000573950.5,0.462745,0.470588,0.441176,0.476471,0.001096,0.001037,0.001247
1078,ENST00000505240.5,0.442681,0.37037,0.539683,0.417989,0.023041,0.022534,0.023289
1079,ENST00000507091.5,0.436137,0.415888,0.490654,0.401869,0.006832,0.00699,0.006577
1080,ENST00000498917.2,0.474048,0.47128,0.465052,0.485813,0.000356,0.000367,0.000342
1081,ENST00000514109.1,0.507634,0.48855,0.545802,0.48855,0.003287,0.003399,0.003637
1082,ENST00000502758.1,0.414991,0.372943,0.466179,0.40585,0.0068,0.006516,0.006886
1083,ENST00000499180.2,0.413203,0.440098,0.359413,0.440098,0.006546,0.006211,0.005772
1084,ENST00000511571.1,0.415865,0.414663,0.396635,0.436298,0.001221,0.001212,0.001343
1085,ENST00000512932.5,0.425335,0.435633,0.441813,0.398558,0.001599,0.001547,0.001458
1086,ENST00000508772.5,0.44523,0.418728,0.477032,0.439929,0.00267,0.002923,0.002647
1087,ENST00000513581.5,0.420205,0.4041,0.430454,0.426061,0.000641,0.000777,0.000698
1088,ENST00000504718.5,0.399651,0.376963,0.413613,0.408377,0.001248,0.001484,0.001349
1089,ENST00000505028.5,0.431159,0.423913,0.402174,0.467391,0.003432,0.003505,0.003776
1090,ENST00000507660.5,0.458182,0.441818,0.474545,0.458182,0.000848,0.001012,0.00115
1091,ENST00000508406.1,0.357066,0.350984,0.374597,0.345617,0.000712,0.000725,0.000746
1092,ENST00000510016.1,0.41453,0.435897,0.429487,0.378205,0.002866,0.003034,0.003145
1093,ENST00000506864.5,0.421429,0.423214,0.407143,0.433929,0.000574,0.000572,0.000488
1094,ENST00000508021.5,0.433862,0.417989,0.449735,0.433862,0.000795,0.000687,0.000561
1095,ENST00000512077.5,0.380744,0.367615,0.321663,0.452954,0.013625,0.013469,0.013035
1096,ENST00000507916.6,0.390365,0.393688,0.378738,0.398671,0.000335,0.000319,0.000261
1097,ENST00000506160.1,0.473282,0.538168,0.480916,0.400763,0.01398,0.014529,0.014536
1098,ENST00000506454.1,0.456609,0.404539,0.492657,0.47263,0.006534,0.006263,0.006034
1099,ENST00000510764.1,0.416021,0.426357,0.465116,0.356589,0.008924,0.008982,0.009468
1100,ENST00000509939.1,0.423929,0.407681,0.456425,0.407681,0.002384,0.002517,0.002717
1101,ENST00000602520.5,0.412844,0.46789,0.357798,0.412844,0.008914,0.008091,0.009023
1102,ENST00000602483.5,0.414239,0.427184,0.368932,0.446602,0.005028,0.004832,0.005641
1103,ENST00000509105.1,0.42879,0.45023,0.41807,0.41807,0.000974,0.000819,0.000903
1104,ENST00000506897.1,0.429719,0.433735,0.512048,0.343373,0.021272,0.021166,0.021864
1105,ENST00000509715.1,0.429078,0.468085,0.382979,0.43617,0.005486,0.005759,0.006212
1106,ENST00000506645.1,0.39527,0.410473,0.415541,0.359797,0.002765,0.002634,0.002764
1107,ENST00000509161.1,0.367735,0.374075,0.361395,0.367735,0.000118,0.000126,0.000139
1108,ENST00000505537.1,0.430909,0.430909,0.430909,0.430909,2e-06,1.9e-05,3.2e-05
1109,ENST00000505873.1,0.603834,0.591054,0.629393,0.591054,0.001474,0.001525,0.001683
1110,ENST00000511052.1,0.568592,0.574007,0.546931,0.584838,0.001186,0.001232,0.001401
1111,ENST00000508968.1,0.645656,0.62862,0.69506,0.613288,0.005643,0.005732,0.00548
1112,ENST00000505196.1,0.507407,0.488889,0.511111,0.522222,0.000964,0.001135,0.001178
1113,ENST00000513955.1,0.341871,0.287305,0.35078,0.387528,0.007842,0.007667,0.007599
1114,ENST00000515123.1,0.415179,0.408482,0.381696,0.455357,0.004334,0.004421,0.004161
1115,ENST00000514255.1,0.407339,0.385321,0.429358,0.407339,0.001508,0.001746,0.00191
1116,ENST00000514291.1,0.418978,0.433577,0.40292,0.420438,0.000688,0.000588,0.000508
1117,ENST00000314957.3,0.505444,0.507538,0.540201,0.468593,0.003836,0.00383,0.003766
1118,ENST00000505541.1,0.522388,0.5,0.537313,0.529851,0.001294,0.001568,0.001771
1119,ENST00000399543.1,0.55551,0.554684,0.554684,0.557161,8e-06,6e-06,8e-06
1120,ENST00000515108.1,0.559102,0.549127,0.546135,0.582045,0.001221,0.001241,0.001266
1121,ENST00000515466.1,0.606822,0.608618,0.624776,0.587074,0.001012,0.001026,0.001204
1122,ENST00000500258.2,0.544858,0.538293,0.512035,0.584245,0.004206,0.004267,0.004566
1123,ENST00000506247.1,0.587219,0.57513,0.626943,0.559585,0.003703,0.003582,0.003348
1124,ENST00000503452.5,0.392954,0.426829,0.325203,0.426829,0.010357,0.010101,0.009809
1125,ENST00000514597.5,0.415781,0.441578,0.391502,0.414264,0.001838,0.001646,0.001844
1126,ENST00000508945.5,0.444068,0.467797,0.39661,0.467797,0.00511,0.004743,0.004174
1127,ENST00000503179.5,0.371613,0.356129,0.379355,0.379355,0.000574,0.000699,0.000737
1128,ENST00000504280.1,0.375309,0.374074,0.337037,0.414815,0.004615,0.004598,0.004879
1129,ENST00000514905.5,0.484429,0.42301,0.537197,0.49308,0.010044,0.009824,0.009619
1130,ENST00000505918.5,0.475352,0.512324,0.485915,0.427817,0.00542,0.005703,0.005611
1131,ENST00000515419.5,0.512281,0.521053,0.526316,0.489474,0.001114,0.001183,0.001087
1132,ENST00000502433.5,0.517241,0.522167,0.507389,0.522167,0.000221,0.000259,0.000184
1133,ENST00000512213.5,0.441997,0.475771,0.414097,0.436123,0.002858,0.003063,0.0029
1134,ENST00000514640.5,0.393846,0.39,0.380769,0.410769,0.000729,0.000748,0.000714
1135,ENST00000514114.5,0.523719,0.54649,0.557875,0.466793,0.007196,0.007382,0.007109
1136,ENST00000513591.5,0.459413,0.478411,0.440415,0.459413,0.001069,0.001114,0.00107
1137,ENST00000514288.5,0.543403,0.552083,0.541667,0.536458,0.000149,9.9e-05,9.9e-05
1138,ENST00000504506.5,0.502849,0.512821,0.482906,0.512821,0.000899,0.000843,0.000973
1139,ENST00000507749.5,0.522222,0.5,0.472222,0.594444,0.012666,0.012432,0.011992
1140,ENST00000513755.1,0.511156,0.535497,0.456389,0.541582,0.006829,0.00704,0.006553
1141,ENST00000508015.1,0.387826,0.412174,0.412174,0.33913,0.005216,0.005356,0.005494
1142,ENST00000427306.2,0.495977,0.517922,0.458669,0.511339,0.003162,0.00309,0.003218
1143,ENST00000442823.2,0.517301,0.560554,0.477509,0.513841,0.005084,0.004781,0.00448
1144,ENST00000508590.1,0.476027,0.431507,0.523973,0.472603,0.006672,0.007475,0.006713
1145,ENST00000512185.1,0.427061,0.443975,0.418605,0.418605,0.000578,0.000719,0.000834
1146,ENST00000521133.1,0.4163,0.409692,0.429515,0.409692,0.000397,0.000342,0.000215
1147,ENST00000499583.1,0.437312,0.418919,0.466216,0.426802,0.001931,0.001967,0.002012
1148,ENST00000518818.1,0.492985,0.478955,0.512337,0.487663,0.000906,0.000939,0.000897
1149,ENST00000518894.1,0.523723,0.498175,0.547445,0.525547,0.001913,0.001696,0.001904
1150,ENST00000514846.1,0.567219,0.546961,0.59116,0.563536,0.001554,0.001715,0.001546
1151,ENST00000511565.1,0.567729,0.609562,0.555777,0.537849,0.003949,0.003653,0.003538
1152,ENST00000499525.1,0.463118,0.463466,0.460334,0.465553,2.2e-05,2.2e-05,2.8e-05
1153,ENST00000457253.1,0.519041,0.524683,0.554302,0.478138,0.004341,0.004303,0.004549
1154,ENST00000399247.6,0.510236,0.48189,0.530709,0.51811,0.001957,0.001891,0.001844
1155,ENST00000602698.5,0.457243,0.439791,0.481675,0.450262,0.001456,0.00133,0.00114
1156,ENST00000460889.5,0.522581,0.541935,0.516129,0.509677,0.000771,0.000972,0.001049
1157,ENST00000448559.5,0.502024,0.461538,0.51417,0.530364,0.004034,0.004297,0.00437
1158,ENST00000502390.5,0.394197,0.394197,0.393375,0.395018,2e-06,3e-06,2e-06
1159,ENST00000506206.5,0.488038,0.492823,0.440191,0.5311,0.006371,0.006327,0.006014
1160,ENST00000510846.5,0.49236,0.488964,0.463497,0.524618,0.002935,0.002965,0.002762
1161,ENST00000453790.1,0.392941,0.391765,0.388235,0.398824,9.8e-05,9.3e-05,7.3e-05
1162,ENST00000602418.5,0.403689,0.381148,0.411885,0.418033,0.001269,0.001104,0.001162
1163,ENST00000412751.5,0.445161,0.490323,0.412903,0.432258,0.004714,0.005124,0.004843
1164,ENST00000423255.5,0.454545,0.449631,0.434889,0.479115,0.001637,0.001579,0.001382
1165,ENST00000586232.5,0.424716,0.421875,0.460227,0.392045,0.003466,0.003488,0.003696
1166,ENST00000591156.5,0.427318,0.428571,0.424812,0.428571,1.5e-05,1.5e-05,9e-06
1167,ENST00000588612.5,0.445333,0.452,0.472,0.412,0.002741,0.002699,0.00285
1168,ENST00000587253.5,0.454308,0.466057,0.477807,0.41906,0.002828,0.002755,0.002887
