,Seqname,SLDLD: Structural logarithm distance to lncRNA of acguD,SLDPD: Structural logarithm distance to pcRNA of acguD,SLDRD: Structural logarithm distance acguD ratio,SLDLN: Structural logarithm distance to lncRNA of acguACGU,SLDPN: Structural logarithm distance to pcRNA of acguACGU,SLDRN: Structural logarithm distance acguACGU ratio,SDMFE: Secondary structural minimum free energy,SFPUS: Secondary structural UP frequency paired-unpaired,nMFE
663,ENST00000535643.5,-0.159518,-0.174629,0.913465,-0.139726,-0.14276,0.978747,-334.1,0.103653,-0.329487
664,ENST00000543334.5,-0.070509,-0.081622,0.863847,-0.106399,-0.106411,0.999893,-393.1,0.103044,-0.30663
665,ENST00000535614.5,-0.433866,-0.474793,0.913801,-0.382289,-0.394721,0.968506,-213.5,0.110647,-0.444792
666,ENST00000538790.1,-0.225171,-0.242128,0.929965,-0.161406,-0.163177,0.989147,-249.8,0.123529,-0.293537
667,ENST00000540968.1,-0.304455,-0.327633,0.929254,-0.280549,-0.28212,0.994432,-208.4,0.122867,-0.355026
668,ENST00000423999.2,-0.223837,-0.237584,0.94214,-0.173573,-0.177741,0.97655,-321.1,0.110987,-0.359574
669,ENST00000544499.1,-0.66346,-0.658434,1.007633,-0.480301,-0.461567,1.040589,-106.3,0.131507,-0.290437
670,ENST00000536517.1,-0.689355,-0.720791,0.956388,-0.542247,-0.546331,0.992524,-118.8,0.090476,-0.282185
671,ENST00000509760.1,-0.022626,-0.031133,0.726744,-0.0231,-0.025364,0.910729,-1445.1,0.116943,-0.392904
672,ENST00000537095.1,-0.431304,-0.474345,0.909261,-0.365022,-0.382044,0.955445,-228.9,0.111765,-0.447945
673,ENST00000520432.1,-0.244214,-0.269509,0.906145,-0.16942,-0.173622,0.975801,-291.7,0.107143,-0.325195
674,ENST00000595435.5,-0.202854,-0.216495,0.936992,-0.208316,-0.20957,0.994019,-227,0.114927,-0.299472
675,ENST00000596050.5,-0.176944,-0.183489,0.96433,-0.169982,-0.170649,0.99609,-254.2,0.126422,-0.32096
676,ENST00000594959.5,-0.182733,-0.198577,0.920214,-0.147748,-0.151604,0.974565,-244.9,0.121981,-0.295416
677,ENST00000593709.5,-0.279133,-0.287011,0.97255,-0.242627,-0.243685,0.995656,-206.3,0.114374,-0.318364
678,ENST00000434512.1,-0.485622,-0.47495,1.022469,-0.379122,-0.369042,1.027314,-115.9,0.124731,-0.248712
679,ENST00000600477.5,-0.424036,-0.418047,1.014326,-0.339871,-0.331155,1.026321,-153.3,0.101576,-0.268007
680,ENST00000597745.5,-0.228026,-0.227768,1.00113,-0.16232,-0.159888,1.015211,-219.1,0.127517,-0.2937
681,ENST00000601572.5,-0.136936,-0.142039,0.964071,-0.14974,-0.144542,1.035967,-238.2,0.124697,-0.288029
682,ENST00000594488.5,-0.451056,-0.441938,1.020632,-0.363425,-0.354435,1.025366,-129.7,0.105368,-0.255556
683,ENST00000593928.5,-0.316822,-0.312393,1.014177,-0.258186,-0.246658,1.04674,-163.9,0.119328,-0.275
684,ENST00000596303.5,-0.411824,-0.414499,0.993547,-0.339514,-0.336852,1.0079,-142.5,0.104129,-0.255376
685,ENST00000599315.5,-0.261498,-0.261327,1.000652,-0.184365,-0.177006,1.041576,-188.3,0.124519,-0.24141
686,ENST00000595997.5,-0.426592,-0.426163,1.001007,-0.420083,-0.41375,1.015307,-125.1,0.12761,-0.289583
687,ENST00000593429.5,-0.404941,-0.400101,1.012097,-0.287328,-0.279103,1.029468,-159.2,0.10574,-0.240121
688,ENST00000594358.5,-0.213487,-0.20524,1.040183,-0.244015,-0.234996,1.038378,-173.8,0.106195,-0.255965
689,ENST00000598864.5,-0.17629,-0.168774,1.044529,-0.16833,-0.158022,1.065233,-191.1,0.129442,-0.242205
690,ENST00000596180.5,-0.245253,-0.252587,0.970961,-0.225826,-0.226255,0.998103,-186,0.125561,-0.277612
691,ENST00000602089.5,-0.260333,-0.254056,1.024706,-0.215522,-0.204804,1.052334,-175.8,0.116829,-0.244167
692,ENST00000499499.2,-0.020674,-0.028526,0.724725,-0.026559,-0.027823,0.954566,-812,0.105951,-0.27923
693,ENST00000555379.1,-0.015724,-0.018007,0.873215,-0.021373,-0.021225,1.006948,-1457.3,0.105826,-0.268627
694,ENST00000548819.5,-0.415123,-0.411601,1.008556,-0.322025,-0.31641,1.017744,-125.5,0.10991,-0.223022
695,ENST00000555968.1,-0.052273,-0.059098,0.884514,-0.035188,-0.037094,0.948627,-1324.7,0.108267,-0.40848
696,ENST00000550680.5,-0.51173,-0.521281,0.981678,-0.331975,-0.332224,0.999249,-116.6,0.114894,-0.247558
697,ENST00000548631.5,-0.35628,-0.360132,0.989304,-0.2791,-0.270734,1.030904,-154.4,0.117647,-0.266667
698,ENST00000556002.5,-0.068024,-0.078399,0.867671,-0.09553,-0.097062,0.984219,-286.9,0.117534,-0.276131
699,ENST00000555707.5,-0.018346,-0.025684,0.714291,-0.047893,-0.047229,1.014061,-571.4,0.107972,-0.287695
700,ENST00000557660.5,-0.002738,-0.010982,0.249331,-0.036829,-0.038622,0.953581,-828.4,0.111064,-0.351017
701,ENST00000553657.5,-0.646545,-0.645882,1.001026,-0.492847,-0.481504,1.023559,-88.4,0.103275,-0.222111
702,ENST00000551597.6,-0.313091,-0.352749,0.887575,-0.248515,-0.257157,0.966396,-169.8,0.128458,-0.334911
703,ENST00000554086.1,-0.150882,-0.174823,0.863057,-0.168204,-0.177308,0.948652,-279.9,0.125641,-0.358387
704,ENST00000500036.2,-0.015379,-0.01799,0.85486,-0.033769,-0.034146,0.988966,-1267.1,0.105825,-0.28164
705,ENST00000554058.1,-0.200437,-0.216133,0.927377,-0.179632,-0.179594,1.000213,-335,0.121839,-0.384615
706,ENST00000500370.2,-0.042583,-0.05629,0.756493,-0.066857,-0.070925,0.942636,-535.7,0.111765,-0.348726
707,ENST00000455286.1,-0.389081,-0.413589,0.940743,-0.330856,-0.335937,0.984876,-174.7,0.120482,-0.3501
708,ENST00000521812.1,-0.360727,-0.371222,0.971729,-0.26751,-0.270093,0.990434,-163.82,0.104101,-0.257984
709,ENST00000455531.1,-0.014767,-0.021001,0.703178,-0.014195,-0.015713,0.903388,-1741.9,0.119194,-0.3579
710,ENST00000522618.1,-0.190201,-0.214578,0.886396,-0.148034,-0.158143,0.936076,-383.4,0.121721,-0.401887
711,ENST00000398460.3,-0.019845,-0.02848,0.696798,-0.029235,-0.030789,0.949552,-1418,0.114759,-0.419279
712,ENST00000521256.1,-0.495127,-0.528436,0.936967,-0.355705,-0.369186,0.963483,-197.5,0.126984,-0.391089
713,ENST00000554323.1,-0.805971,-0.797484,1.010641,-0.782083,-0.770343,1.015241,-81.3,0.122807,-0.284266
714,ENST00000556475.1,-0.399341,-0.39381,1.014044,-0.333395,-0.321033,1.038507,-102.7,0.131524,-0.213958
715,ENST00000553421.1,-0.644486,-0.644433,1.000083,-0.47848,-0.46625,1.02623,-112.6,0.111872,-0.256492
716,ENST00000555578.1,-0.034415,-0.047381,0.726341,-0.040051,-0.043089,0.929483,-1056.4,0.118395,-0.419182
717,ENST00000553134.5,-0.459515,-0.455033,1.009851,-0.400845,-0.386193,1.037939,-125.8,0.110874,-0.26766
718,ENST00000552781.2,-0.343782,-0.342936,1.00247,-0.290542,-0.285526,1.017567,-177.7,0.112523,-0.32192
719,ENST00000546682.5,-0.002577,-0.005102,0.505036,-0.009899,-0.010222,0.968393,-2488.9,0.109264,-0.281396
720,ENST00000447911.6,-0.221548,-0.246962,0.897092,-0.244849,-0.248421,0.985624,-359.6,0.112207,-0.442857
721,ENST00000424208.5,-0.041767,-0.050684,0.824063,-0.045112,-0.046693,0.966129,-1373,0.129858,-0.43367
722,ENST00000452731.5,-0.09846,-0.104919,0.938438,-0.105646,-0.104599,1.010001,-293.9,0.11571,-0.276222
723,ENST00000560812.5,-0.258655,-0.283608,0.912015,-0.246431,-0.254461,0.968443,-247.9,0.120766,-0.364559
724,ENST00000559853.5,-0.380801,-0.3899,0.976665,-0.294221,-0.291557,1.009139,-172.2,0.1051,-0.265741
725,ENST00000558945.5,-0.079064,-0.094577,0.83597,-0.07367,-0.07518,0.979912,-425.7,0.111199,-0.335461
726,ENST00000561275.5,-0.130418,-0.145302,0.897569,-0.186663,-0.189992,0.98248,-358.5,0.106098,-0.436663
727,ENST00000559368.5,-0.214893,-0.238381,0.901469,-0.182104,-0.18943,0.961326,-210.2,0.132605,-0.327414
728,ENST00000560706.5,-0.414808,-0.447788,0.92635,-0.27163,-0.280902,0.966992,-162,0.131356,-0.342495
729,ENST00000561226.5,-0.205716,-0.217376,0.946362,-0.181275,-0.178463,1.015757,-245.3,0.108527,-0.316516
730,ENST00000559357.5,-0.555435,-0.563439,0.985794,-0.447476,-0.441603,1.013298,-107.9,0.112335,-0.237143
731,ENST00000560350.5,-0.660099,-0.665753,0.991507,-0.489348,-0.482772,1.013622,-93.3,0.118227,-0.229238
732,ENST00000558831.5,-0.055852,-0.06346,0.880119,-0.055995,-0.056097,0.998181,-479.7,0.113853,-0.26889
733,ENST00000561256.5,-0.282175,-0.332778,0.84794,-0.24404,-0.263672,0.925544,-241,0.135472,-0.428826
734,ENST00000559298.5,-0.007804,-0.011838,0.659229,-0.014698,-0.014852,0.98966,-1616.32,0.109527,-0.280622
735,ENST00000568229.5,-0.190214,-0.216254,0.879586,-0.220402,-0.226953,0.971134,-296.1,0.126963,-0.387059
736,ENST00000568087.5,-0.421852,-0.456428,0.924247,-0.310104,-0.319055,0.971945,-225.9,0.108156,-0.399823
737,ENST00000567644.5,-0.285124,-0.303018,0.940949,-0.242995,-0.248386,0.978297,-239.4,0.131455,-0.374062
738,ENST00000499217.6,-0.083806,-0.1028,0.815235,-0.089745,-0.093118,0.963777,-449.1,0.108859,-0.336909
739,ENST00000567286.5,-0.338761,-0.352688,0.960511,-0.245346,-0.246961,0.99346,-169.7,0.115183,-0.295645
740,ENST00000561107.5,-0.188989,-0.205256,0.920748,-0.197056,-0.196679,1.001918,-235.3,0.097592,-0.297848
741,ENST00000558174.5,-0.172382,-0.180403,0.955541,-0.167404,-0.166646,1.004551,-214.9,0.114641,-0.296414
742,ENST00000560800.5,-0.401619,-0.417469,0.962032,-0.312004,-0.310286,1.005538,-171.7,0.122263,-0.31275
743,ENST00000560395.5,-0.520233,-0.50943,1.021207,-0.458483,-0.446746,1.026274,-112.2,0.111364,-0.254422
744,ENST00000502125.6,-0.027414,-0.034284,0.799627,-0.052038,-0.052033,1.000093,-574.3,0.117678,-0.297565
745,ENST00000561344.5,-0.119809,-0.134978,0.887621,-0.107618,-0.110322,0.975486,-293.7,0.121244,-0.304037
746,ENST00000558929.5,-0.295978,-0.31896,0.927947,-0.231737,-0.235941,0.982182,-201.1,0.13438,-0.350348
747,ENST00000567961.5,-0.588758,-0.628182,0.937242,-0.437957,-0.452447,0.967976,-153.1,0.126411,-0.34482
748,ENST00000578265.5,-0.26373,-0.265886,0.99189,-0.257622,-0.24758,1.04056,-181.6,0.103841,-0.257955
749,ENST00000444464.1,-0.373021,-0.386878,0.964183,-0.312798,-0.305336,1.024441,-154.5,0.123288,-0.301758
750,ENST00000614277.1,-0.309301,-0.343962,0.89923,-0.25623,-0.259425,0.987686,-178.7,0.107981,-0.279219
751,ENST00000578280.5,-0.088801,-0.098575,0.900848,-0.135759,-0.134303,1.010838,-333.5,0.126357,-0.328895
752,ENST00000589716.5,-0.046071,-0.059081,0.779799,-0.053045,-0.056789,0.934076,-766.7,0.121976,-0.386247
753,ENST00000587694.5,-0.048172,-0.059486,0.809809,-0.051474,-0.054512,0.944278,-834.3,0.117675,-0.394095
754,ENST00000586376.5,-0.194012,-0.22953,0.84526,-0.172995,-0.184145,0.939453,-379.3,0.126928,-0.449408
755,ENST00000585280.5,-0.722359,-0.751469,0.961263,-0.50831,-0.516415,0.984306,-114.5,0.108911,-0.282716
756,ENST00000478824.1,-0.133482,-0.137526,0.970599,-0.109462,-0.107062,1.022415,-366.3,0.103833,-0.255084
757,ENST00000523470.1,-0.469829,-0.510345,0.920611,-0.322615,-0.340388,0.947785,-228.7,0.119048,-0.418099
758,ENST00000514358.1,-0.241728,-0.265601,0.910117,-0.222697,-0.226833,0.981763,-259.1,0.119013,-0.375507
759,ENST00000519432.1,-0.271338,-0.290704,0.933383,-0.274032,-0.284767,0.962305,-203,0.140741,-0.375231
760,ENST00000585065.1,-0.013124,-0.014926,0.8793,-0.01627,-0.016319,0.996977,-1372.1,0.11523,-0.290576
761,ENST00000580633.5,-0.202932,-0.23338,0.869532,-0.175228,-0.184978,0.94729,-315.9,0.123662,-0.375178
762,ENST00000529667.1,-0.786328,-0.806053,0.975529,-0.546489,-0.549292,0.994897,-89.4,0.112094,-0.262941
763,ENST00000414600.1,-0.214518,-0.214954,0.997972,-0.220856,-0.212695,1.038367,-240.6,0.109312,-0.324259
764,ENST00000533179.1,-0.513603,-0.523952,0.980248,-0.435191,-0.426954,1.019292,-135.5,0.093682,-0.294565
765,ENST00000443037.1,-0.719598,-0.747066,0.963233,-0.533588,-0.527723,1.011113,-104.3,0.10687,-0.264721
766,ENST00000532249.1,-0.356334,-0.361906,0.984604,-0.31264,-0.308879,1.012174,-165.9,0.111111,-0.287522
767,ENST00000453722.6,-0.035723,-0.054047,0.660966,-0.081536,-0.087387,0.933045,-821.4,0.110204,-0.478671
768,ENST00000580500.5,-0.454861,-0.472772,0.962116,-0.300119,-0.30007,1.000164,-185.7,0.125,-0.331016
769,ENST00000448136.5,-0.008231,-0.014773,0.557181,-0.02061,-0.021763,0.947002,-1066.7,0.117582,-0.295731
770,ENST00000568363.5,-0.230818,-0.245353,0.940758,-0.164406,-0.164603,0.998804,-263.3,0.119745,-0.334987
771,ENST00000566583.5,-0.084177,-0.101788,0.826986,-0.084121,-0.086166,0.976267,-475.3,0.118923,-0.355232
772,ENST00000575606.5,-0.813923,-0.824263,0.987455,-0.598626,-0.598753,0.999787,-85.1,0.131195,-0.247384
773,ENST00000576606.5,-0.78958,-0.811464,0.973031,-0.523699,-0.524694,0.998105,-98.1,0.112821,-0.250895
774,ENST00000574411.5,-0.63475,-0.642613,0.987764,-0.425942,-0.426693,0.998239,-106.9,0.132678,-0.26201
775,ENST00000595135.5,-0.233106,-0.2533,0.920275,-0.178754,-0.185391,0.964203,-212.3,0.1266,-0.301563
776,ENST00000601445.5,-0.273151,-0.273386,0.99914,-0.265844,-0.261952,1.014857,-183.7,0.119548,-0.29629
777,ENST00000601523.5,-0.360842,-0.362797,0.994612,-0.326568,-0.315938,1.033646,-157.2,0.106618,-0.28844
778,ENST00000600183.5,-0.320655,-0.333851,0.960473,-0.277234,-0.271515,1.021061,-149.4,0.122711,-0.272761
779,ENST00000591854.5,-0.100492,-0.113652,0.884206,-0.102554,-0.104073,0.985401,-329,0.113122,-0.296293
780,ENST00000562391.5,-0.08613,-0.098006,0.878821,-0.092522,-0.092724,0.997817,-450.6,0.118606,-0.333778
781,ENST00000568911.5,-0.008621,-0.011938,0.722145,-0.021302,-0.022425,0.949922,-2002.5,0.102198,-0.386061
782,ENST00000564686.5,-0.309094,-0.322964,0.957054,-0.26546,-0.270431,0.981619,-180.4,0.125,-0.321569
783,ENST00000546512.5,-0.250501,-0.284003,0.882034,-0.265512,-0.277843,0.955618,-222.1,0.138122,-0.408272
784,ENST00000549718.5,-0.352763,-0.384444,0.917591,-0.276095,-0.289385,0.954072,-217.7,0.121479,-0.382601
785,ENST00000590092.5,-0.207304,-0.219418,0.944793,-0.144477,-0.146958,0.983118,-361.5,0.107632,-0.353372
786,ENST00000588223.5,-0.339949,-0.356839,0.952667,-0.249191,-0.248271,1.003705,-168.5,0.136525,-0.29823
787,ENST00000596705.5,-0.480184,-0.504113,0.952532,-0.27684,-0.281652,0.982914,-174.2,0.120354,-0.307774
788,ENST00000600643.5,-0.055697,-0.060147,0.926016,-0.055148,-0.05441,1.013563,-792.5,0.107712,-0.332007
789,ENST00000593573.5,-0.209958,-0.229441,0.915084,-0.160381,-0.166659,0.962329,-250.5,0.126725,-0.31391
790,ENST00000601293.5,-0.375321,-0.401285,0.935298,-0.303354,-0.309995,0.978577,-175.1,0.11828,-0.313238
791,ENST00000602077.5,-0.272485,-0.292804,0.930606,-0.2424,-0.246374,0.983873,-189,0.123153,-0.309836
792,ENST00000594576.5,-0.545244,-0.577151,0.944715,-0.373394,-0.380817,0.980509,-146.6,0.127932,-0.311915
793,ENST00000597683.1,-0.026676,-0.030918,0.862799,-0.047006,-0.046053,1.020707,-702.8,0.119593,-0.357477
794,ENST00000588027.5,-0.312039,-0.32768,0.952265,-0.268488,-0.271111,0.990328,-169.7,0.11943,-0.301957
795,ENST00000588150.5,-0.380967,-0.382083,0.997079,-0.351017,-0.339576,1.033693,-128.2,0.117886,-0.260041
796,ENST00000586248.5,-0.330922,-0.351698,0.940927,-0.267337,-0.269129,0.99334,-193.7,0.103293,-0.289537
797,ENST00000588122.5,-0.330056,-0.354233,0.93175,-0.292216,-0.294408,0.992554,-199.9,0.114679,-0.305191
798,ENST00000592347.5,-0.03127,-0.037747,0.828402,-0.0305,-0.031992,0.953378,-1040,0.115681,-0.334083
799,ENST00000593065.5,-0.246222,-0.244961,1.005148,-0.178251,-0.170335,1.046472,-238.1,0.121094,-0.309623
800,ENST00000589137.5,-0.09418,-0.106957,0.880546,-0.084781,-0.087101,0.97337,-606.1,0.110701,-0.369945
801,ENST00000427868.6,-0.266606,-0.277196,0.961797,-0.21847,-0.217796,1.003095,-226,0.113208,-0.327536
802,ENST00000590622.5,-0.013801,-0.027081,0.509626,-0.070128,-0.074074,0.946726,-874.6,0.101831,-0.500057
803,ENST00000595649.5,-0.36809,-0.370562,0.993327,-0.278895,-0.272289,1.024261,-184.8,0.093939,-0.279576
804,ENST00000601116.5,-0.222486,-0.245239,0.907223,-0.250278,-0.257168,0.973206,-162,0.123333,-0.269551
805,ENST00000600742.1,-0.018834,-0.028508,0.660646,-0.019339,-0.022318,0.866521,-1057.2,0.117925,-0.332348
806,ENST00000594950.5,-0.097901,-0.111332,0.879353,-0.07792,-0.082446,0.945102,-682.7,0.119394,-0.396391
807,ENST00000593642.5,-0.337313,-0.368392,0.915636,-0.287083,-0.299154,0.959649,-246.2,0.111702,-0.435752
808,ENST00000600726.5,-0.322835,-0.366207,0.881565,-0.285688,-0.297322,0.96087,-231.1,0.129032,-0.413417
809,ENST00000422961.5,-0.198822,-0.211402,0.94049,-0.168704,-0.166446,1.013566,-219.7,0.122785,-0.27775
810,ENST00000447070.1,-0.014042,-0.023492,0.597761,-0.025701,-0.027959,0.919243,-1109.3,0.117359,-0.362386
811,ENST00000453289.1,-0.275922,-0.296229,0.931448,-0.244092,-0.246394,0.990658,-155.5,0.123364,-0.290112
812,ENST00000412749.1,-0.676404,-0.701818,0.963788,-0.471947,-0.479739,0.983757,-111.44,0.113065,-0.279298
813,ENST00000426083.5,-0.079375,-0.082848,0.958084,-0.079425,-0.07646,1.038777,-404.6,0.112735,-0.281363
814,ENST00000446698.5,-0.279189,-0.288546,0.967574,-0.213089,-0.215005,0.991087,-176,0.128378,-0.296796
815,ENST00000417691.1,-0.137701,-0.166287,0.828092,-0.163301,-0.168018,0.971923,-309.2,0.12009,-0.346637
816,ENST00000422740.1,-0.292659,-0.322311,0.908004,-0.243098,-0.24453,0.994145,-191,0.124579,-0.321008
817,ENST00000443946.1,-0.632127,-0.670012,0.943456,-0.433822,-0.451363,0.961137,-139.9,0.117783,-0.32235
818,ENST00000429952.5,-0.067708,-0.080694,0.839076,-0.05302,-0.055275,0.95921,-703.8,0.106867,-0.340164
819,ENST00000435880.6,-0.060825,-0.066437,0.915524,-0.038733,-0.040968,0.945445,-855.8,0.12327,-0.358676
820,ENST00000596259.3,-0.260916,-0.273084,0.955442,-0.20127,-0.200395,1.004365,-285.3,0.11519,-0.360683
821,ENST00000413436.5,-0.317727,-0.327686,0.969608,-0.251339,-0.250992,1.001382,-182.3,0.1198,-0.302824
822,ENST00000418564.5,-0.389923,-0.408287,0.955022,-0.296795,-0.299299,0.991634,-166,0.117216,-0.303473
823,ENST00000415222.5,-0.470092,-0.486174,0.96692,-0.36565,-0.366877,0.996655,-141.8,0.10978,-0.28247
824,ENST00000594376.6,-0.111326,-0.118654,0.93824,-0.134068,-0.132419,1.012452,-370.8,0.100334,-0.309774
825,ENST00000456161.5,-0.106683,-0.119268,0.894481,-0.1218,-0.12258,0.993641,-254.8,0.113766,-0.289545
826,ENST00000596028.5,-0.202487,-0.214829,0.94255,-0.175334,-0.17066,1.027386,-260.7,0.115839,-0.307792
827,ENST00000423402.5,-0.4016,-0.415082,0.967519,-0.308017,-0.308296,0.999096,-153.7,0.108696,-0.277939
828,ENST00000411429.5,-0.422291,-0.439165,0.961576,-0.33008,-0.332339,0.993204,-157.5,0.119048,-0.287934
829,ENST00000434781.5,-0.328075,-0.355425,0.923051,-0.241886,-0.245515,0.985221,-173.3,0.108156,-0.306726
830,ENST00000415742.5,-0.331296,-0.345117,0.959954,-0.294615,-0.290424,1.014431,-171.6,0.111901,-0.304255
831,ENST00000366234.7,-0.151568,-0.163851,0.925035,-0.143918,-0.143447,1.003282,-285.3,0.125708,-0.322738
832,ENST00000599427.5,-0.23469,-0.235105,0.998233,-0.214329,-0.20554,1.04276,-198.9,0.125567,-0.300453
833,ENST00000597318.5,-0.257144,-0.258638,0.99422,-0.282829,-0.274748,1.029412,-175,0.122074,-0.292154
834,ENST00000425333.5,-0.259882,-0.265962,0.97714,-0.268117,-0.265185,1.011058,-152,0.130275,-0.278388
835,ENST00000429599.6,-0.131831,-0.140688,0.93704,-0.122145,-0.121525,1.005104,-306.8,0.106322,-0.293589
836,ENST00000421843.5,-0.244301,-0.265588,0.919851,-0.202875,-0.205033,0.989476,-194.5,0.111614,-0.292922
837,ENST00000458686.5,-0.110682,-0.118936,0.930596,-0.107998,-0.111475,0.968814,-296.8,0.1158,-0.29098
838,ENST00000432604.5,-0.392101,-0.393413,0.996665,-0.310061,-0.304901,1.016922,-155.5,0.114437,-0.273286
839,ENST00000421255.5,-0.265724,-0.269886,0.984581,-0.224961,-0.222455,1.011267,-196.7,0.112554,-0.283429
840,ENST00000458698.6,-0.073351,-0.076627,0.957241,-0.057792,-0.05621,1.028152,-581.1,0.108351,-0.306973
841,ENST00000603347.5,-0.238443,-0.2428,0.982055,-0.226952,-0.223456,1.015643,-212.9,0.121538,-0.327035
842,ENST00000604346.5,-0.21979,-0.22577,0.973514,-0.180307,-0.173648,1.038349,-232.7,0.122449,-0.316168
843,ENST00000413791.5,-0.227443,-0.23767,0.956968,-0.206173,-0.204425,1.008552,-216.6,0.114555,-0.291521
844,ENST00000416506.5,-0.336848,-0.336197,1.001936,-0.350826,-0.342191,1.025234,-163.9,0.114603,-0.302399
845,ENST00000439670.6,-0.017787,-0.025166,0.706767,-0.049178,-0.049513,0.993233,-715,0.109683,-0.327982
846,ENST00000442040.5,-0.085491,-0.099205,0.861765,-0.10774,-0.106796,1.008843,-324,0.106306,-0.291629
847,ENST00000601396.5,-0.279496,-0.295928,0.944474,-0.247246,-0.252349,0.979779,-205.9,0.10177,-0.30324
848,ENST00000596573.5,-0.226783,-0.230288,0.984779,-0.197001,-0.192654,1.022562,-220.4,0.117723,-0.284755
849,ENST00000594548.5,-0.208679,-0.213268,0.978483,-0.223476,-0.221573,1.008585,-185.5,0.11288,-0.268064
850,ENST00000600002.5,-0.112124,-0.112997,0.992271,-0.15657,-0.153596,1.019364,-267.7,0.113953,-0.310918
851,ENST00000437456.5,-0.313898,-0.331746,0.946201,-0.269385,-0.277483,0.970816,-169,0.120275,-0.28988
852,ENST00000595459.5,-0.284325,-0.28436,0.999877,-0.233209,-0.226588,1.029221,-166.2,0.120385,-0.266346
853,ENST00000415060.6,-0.393392,-0.410286,0.958824,-0.365584,-0.367173,0.995671,-140.3,0.114625,-0.276726
854,ENST00000596665.5,-0.22828,-0.24075,0.948206,-0.176151,-0.176626,0.99731,-222.7,0.110138,-0.278375
855,ENST00000409898.2,-0.313511,-0.323205,0.970007,-0.261465,-0.25704,1.017215,-152.1,0.125224,-0.271607
856,ENST00000413202.1,-0.538329,-0.566397,0.950445,-0.445675,-0.449712,0.991023,-111.5,0.106888,-0.264218
857,ENST00000603948.5,-0.335092,-0.35015,0.956995,-0.331163,-0.328738,1.007376,-162,0.127572,-0.332649
858,ENST00000453008.2,-0.026825,-0.036711,0.730696,-0.037186,-0.039696,0.936765,-501.1,0.120893,-0.310471
859,ENST00000433219.1,-0.273706,-0.300485,0.910879,-0.207005,-0.214545,0.964854,-227.6,0.123328,-0.337685
860,ENST00000432818.5,-0.341591,-0.344991,0.990144,-0.266206,-0.259984,1.023932,-144.6,0.119089,-0.24965
861,ENST00000444301.5,-0.321921,-0.332411,0.968443,-0.240966,-0.241659,0.997131,-209.7,0.123308,-0.314865
862,ENST00000419736.5,-0.239494,-0.258808,0.925374,-0.199278,-0.207288,0.961362,-255.2,0.119845,-0.328443
863,ENST00000442293.5,-0.3848,-0.415539,0.926025,-0.328821,-0.331214,0.992776,-171.3,0.121101,-0.313736
864,ENST00000457336.1,-0.01453,-0.025454,0.570827,-0.04015,-0.041114,0.976555,-679.6,0.122217,-0.336103
865,ENST00000555766.1,-0.082835,-0.088683,0.934062,-0.094999,-0.09411,1.009441,-517.3,0.107477,-0.345097
866,ENST00000439321.1,-0.062391,-0.078251,0.797326,-0.06072,-0.067015,0.906064,-369.9,0.116352,-0.290573
867,ENST00000423031.1,-0.424578,-0.411823,1.030972,-0.323231,-0.308761,1.046866,-118.8,0.136735,-0.239715
868,ENST00000420472.1,-0.171964,-0.165197,1.040963,-0.191782,-0.17782,1.078514,-170.6,0.111257,-0.223007
869,ENST00000439050.1,-0.045119,-0.047496,0.94996,-0.061116,-0.060461,1.01083,-579.6,0.100343,-0.248435
870,ENST00000594941.5,-0.229246,-0.231636,0.989683,-0.220976,-0.214065,1.032284,-200.6,0.107932,-0.260519
871,ENST00000600693.5,-0.31791,-0.315787,1.006723,-0.265632,-0.257643,1.031008,-160.5,0.103641,-0.224476
872,ENST00000599755.5,-0.620238,-0.623638,0.994548,-0.406457,-0.396676,1.024657,-90.9,0.117788,-0.217986
873,ENST00000456876.1,-0.231711,-0.263806,0.878339,-0.18703,-0.194187,0.963144,-228.8,0.130709,-0.359748
874,ENST00000456746.5,-0.012036,-0.015108,0.796674,-0.021006,-0.021073,0.99682,-1488.6,0.109211,-0.289217
875,ENST00000430416.5,-0.207446,-0.207333,1.000541,-0.160113,-0.153433,1.043535,-237.1,0.122748,-0.266704
876,ENST00000420672.1,-0.557151,-0.55831,0.997924,-0.416025,-0.404472,1.028563,-104.6,0.096115,-0.213469
877,ENST00000450044.1,-0.18065,-0.19094,0.946111,-0.183681,-0.179665,1.022355,-226.1,0.122475,-0.28512
878,ENST00000442036.1,-0.219105,-0.213554,1.025994,-0.205223,-0.195318,1.050712,-161.9,0.11908,-0.218784
879,ENST00000415236.1,-0.341105,-0.345181,0.988191,-0.256471,-0.251329,1.02046,-191.7,0.11649,-0.289577
880,ENST00000585625.5,-0.120826,-0.12755,0.947285,-0.126757,-0.128233,0.988488,-272,0.110169,-0.287831
881,ENST00000587568.5,-0.19616,-0.220307,0.890395,-0.193804,-0.203291,0.953332,-213.5,0.133663,-0.35173
882,ENST00000592750.5,-0.287175,-0.299321,0.959422,-0.262708,-0.261076,1.006251,-180.9,0.119741,-0.292246
883,ENST00000592630.5,-0.257073,-0.266337,0.965217,-0.235633,-0.234989,1.002743,-205.6,0.112782,-0.308709
884,ENST00000590040.5,-0.186098,-0.203367,0.915081,-0.174307,-0.174959,0.996276,-264.3,0.108899,-0.309123
